model,K,topic_id,rank,word,word_type
stm,30,1,9,poppy,frex
stm,30,1,10,var,frex
stm,30,1,11,jour,frex
stm,30,1,12,taro,frex
stm,30,1,13,manchuria,frex
stm,30,1,14,zoology_china,frex
stm,30,1,15,vegetable,frex
stm,30,1,16,manchurian,frex
stm,30,1,17,seeds,frex
stm,30,1,18,nuts,frex
stm,30,1,19,melons,frex
stm,30,1,20,botany,frex
stm,30,2,1,temperature,prob
stm,30,2,2,mean,prob
stm,30,2,3,eastern,prob
stm,30,2,4,asia,prob
stm,30,2,5,annual,prob
stm,30,2,6,peking,prob
stm,30,2,7,sea,prob
stm,30,2,8,table,prob
stm,30,2,9,eastern_asia,prob
stm,30,2,10,observations,prob
stm,30,2,11,latitude,prob
stm,30,2,12,daily,prob
stm,30,2,13,northern,prob
stm,30,2,14,continent,prob
stm,30,2,15,winter,prob
stm,30,2,16,air,prob
stm,30,2,17,summer,prob
stm,30,2,18,pressure,prob
stm,30,2,19,islands,prob
stm,30,2,20,monthly,prob
stm,30,2,1,temperature,frex
stm,30,2,2,victoria,frex
stm,30,2,3,vapour,frex
stm,30,2,4,nerchinsk,frex
stm,30,2,5,amoor,frex
stm,30,2,6,diff,frex
stm,30,2,7,eastern_asia,frex
stm,30,2,8,hourly,frex
stm,30,2,9,cyclone,frex
stm,30,2,10,okhotsk,frex
stm,30,2,11,latitude,frex
stm,30,2,12,minimum,frex
stm,30,2,13,monthly,frex
stm,30,2,14,atmospheric_pressure,frex
stm,30,2,15,continent,frex
stm,30,2,16,humidity,frex
stm,30,2,17,currents,frex
stm,30,2,18,mean_temperature,frex
stm,30,2,19,maximum,frex
stm,30,2,20,pressure,frex
stm,30,3,1,summer,prob
stm,30,3,2,road,prob
stm,30,3,3,drought,prob
stm,30,3,4,spring,prob
stm,30,3,5,cheo,prob
stm,30,3,6,autumn,prob
stm,30,3,7,roads,prob
stm,30,3,8,chihli,prob
stm,30,3,9,honan,prob
stm,30,3,10,shansi,prob
stm,30,3,11,shensi,prob
stm,30,3,12,chehkiang,prob
stm,30,3,13,hupeh,prob
stm,30,3,14,kiangsu,prob
stm,30,3,15,shantung,prob
stm,30,3,16,route,prob
stm,30,3,17,provinces,prob
stm,30,3,18,yunnan,prob
stm,30,3,19,river,prob
stm,30,3,20,province,prob
stm,30,3,1,chehkiang,frex
stm,30,3,2,drought,frex
stm,30,3,3,cheo,frex
stm,30,3,4,fuhkien,frex
stm,30,3,5,roads,frex
stm,30,3,6,hupeh,frex
stm,30,3,7,remitted,frex
stm,30,3,8,honan,frex
stm,30,3,9,cart,frex
stm,30,3,10,routes,frex
stm,30,3,11,hunan,frex
stm,30,3,12,kiangsu,frex
stm,30,3,13,mule,frex
stm,30,3,14,road,frex
stm,30,3,15,kiangsi,frex
stm,30,3,16,inns,frex
stm,30,3,17,mules,frex
stm,30,3,18,spring_summer,frex
stm,30,3,19,route,frex
stm,30,3,20,szech_wan,frex
stm,30,4,1,women,prob
stm,30,4,2,white,prob
stm,30,4,3,colour,prob
stm,30,4,4,red,prob
stm,30,4,5,wares,prob
stm,30,4,6,children,prob
stm,30,4,7,green,prob
stm,30,4,8,black,prob
stm,30,4,9,porcelain,prob
stm,30,4,10,round,prob
stm,30,4,11,wood,prob
stm,30,4,12,wear,prob
stm,30,4,13,ground,prob
stm,30,4,14,fine,prob
stm,30,4,15,blue,prob
stm,30,4,16,bow,prob
stm,30,4,17,flowers,prob
stm,30,4,18,miao,prob
stm,30,4,19,tribes,prob
stm,30,4,20,bamboo,prob
stm,30,4,1,wares,frex
stm,30,4,2,wear,frex
stm,30,4,3,bow,frex
stm,30,4,4,games,frex
stm,30,4,5,aborigines,frex
stm,30,4,6,garments,frex
stm,30,4,7,boys,frex
stm,30,4,8,women,frex
stm,30,4,9,design,frex
stm,30,4,10,antiques,frex
stm,30,4,11,colours,frex
stm,30,4,12,miao,frex
stm,30,4,13,embroidery,frex
stm,30,4,14,kweichow,frex
stm,30,4,15,cloth,frex
stm,30,4,16,dress,frex
stm,30,4,17,eat,frex
stm,30,4,18,suen,frex
stm,30,4,19,tribe,frex
stm,30,4,20,gems,frex
stm,30,5,1,species,prob
stm,30,5,2,tai,prob
stm,30,5,3,forms,prob
stm,30,5,4,kansu,prob
stm,30,5,5,soochow,prob
stm,30,5,6,shansi,prob
stm,30,5,7,lao,prob
stm,30,5,8,shensi,prob
stm,30,5,9,nanking,prob
stm,30,5,10,race,prob
stm,30,5,11,manchuria,prob
stm,30,5,12,conditions,prob
stm,30,5,13,animals,prob
stm,30,5,14,insects,prob
stm,30,5,15,wild,prob
stm,30,5,16,chihli,prob
stm,30,5,17,interesting,prob
stm,30,5,18,thos,prob
stm,30,5,19,yangtze,prob
stm,30,5,20,group,prob
stm,30,5,1,kansu,frex
stm,30,5,2,thos,frex
stm,30,5,3,migration,frex
stm,30,5,4,yangtze,frex
stm,30,5,5,heude,frex
stm,30,5,6,areas,frex
stm,30,5,7,insects,frex
stm,30,5,8,fauna,frex
stm,30,5,9,cat,frex
stm,30,5,10,cocoons,frex
stm,30,5,11,vegetation,frex
stm,30,5,12,nimrod,frex
stm,30,5,13,distribution,frex
stm,30,5,14,wuhu,frex
stm,30,5,15,cats,frex
stm,30,5,16,omei,frex
stm,30,5,17,szechuan,frex
stm,30,5,18,conditions,frex
stm,30,5,19,mammals,frex
stm,30,5,20,problems,frex
stm,30,6,1,king,prob
stm,30,6,2,les,prob
stm,30,6,3,tong,prob
stm,30,6,4,tong_king,prob
stm,30,6,5,garnier,prob
stm,30,6,6,gate,prob
stm,30,6,7,son,prob
stm,30,6,8,des,prob
stm,30,6,9,que,prob
stm,30,6,10,thou,prob
stm,30,6,11,art,prob
stm,30,6,12,nous,prob
stm,30,6,13,noi,prob
stm,30,6,14,river,prob
stm,30,6,15,city,prob
stm,30,6,16,ching,prob
stm,30,6,17,qui,prob
stm,30,6,18,french,prob
stm,30,6,19,savages,prob
stm,30,6,20,hua,prob
stm,30,6,1,garnier,frex
stm,30,6,2,nous,frex
stm,30,6,3,tong_king,frex
stm,30,6,4,hua_ching,frex
stm,30,6,5,thou,frex
stm,30,6,6,noi,frex
stm,30,6,7,annamite,frex
stm,30,6,8,een,frex
stm,30,6,9,arsenic,frex
stm,30,6,10,nirvana,frex
stm,30,6,11,que,frex
stm,30,6,12,sakyamuni,frex
stm,30,6,13,citadel,frex
stm,30,6,14,sutra,frex
stm,30,6,15,recent_events,frex
stm,30,6,16,thy,frex
stm,30,6,17,francais,frex
stm,30,6,18,savages,frex
stm,30,6,19,avesta,frex
stm,30,6,20,cochin_china,frex
stm,30,7,1,king,prob
stm,30,7,2,modern,prob
stm,30,7,3,chow,prob
stm,30,7,4,sun,prob
stm,30,7,5,indian,prob
stm,30,7,6,language,prob
stm,30,7,7,moon,prob
stm,30,7,8,origin,prob
stm,30,7,9,meaning,prob
stm,30,7,10,word,prob
stm,30,7,11,calendar,prob
stm,30,7,12,stars,prob
stm,30,7,13,myth,prob
stm,30,7,14,sanscrit,prob
stm,30,7,15,greek,prob
stm,30,7,16,india,prob
stm,30,7,17,tribes,prob
stm,30,7,18,original,prob
stm,30,7,19,sze,prob
stm,30,7,20,lunar,prob
stm,30,7,1,myth,frex
stm,30,7,2,lunar,frex
stm,30,7,3,sanscrit,frex
stm,30,7,4,aryan,frex
stm,30,7,5,calendar,frex
stm,30,7,6,solar,frex
stm,30,7,7,jupiter,frex
stm,30,7,8,cycle,frex
stm,30,7,9,stars,frex
stm,30,7,10,zodiac,frex
stm,30,7,11,chows,frex
stm,30,7,12,equinox,frex
stm,30,7,13,asterisms,frex
stm,30,7,14,solstice,frex
stm,30,7,15,legends,frex
stm,30,7,16,astronomical,frex
stm,30,7,17,constellation,frex
stm,30,7,18,greek,frex
stm,30,7,19,myths,frex
stm,30,7,20,ballad,frex
stm,30,8,1,species,prob
stm,30,8,2,birds,prob
stm,30,8,3,orn,prob
stm,30,8,4,ibis,prob
stm,30,8,5,bull,prob
stm,30,8,6,zool,prob
stm,30,8,7,peking,prob
stm,30,8,8,soc,prob
stm,30,8,9,description,prob
stm,30,8,10,tail,prob
stm,30,8,11,proc,prob
stm,30,8,12,chihli,prob
stm,30,8,13,brit,prob
stm,30,8,14,formosa,prob
stm,30,8,15,club,prob
stm,30,8,16,bird,prob
stm,30,8,17,black,prob
stm,30,8,18,sheep,prob
stm,30,8,19,des,prob
stm,30,8,20,wild,prob
stm,30,8,1,orn,frex
stm,30,8,2,proc,frex
stm,30,8,3,zool,frex
stm,30,8,4,brit,frex
stm,30,8,5,ibis,frex
stm,30,8,6,ovis,frex
stm,30,8,7,soc,frex
stm,30,8,8,club,frex
stm,30,8,9,bull,frex
stm,30,8,10,zoological,frex
stm,30,8,11,new_species,frex
stm,30,8,12,uber,frex
stm,30,8,13,lond,frex
stm,30,8,14,journ,frex
stm,30,8,15,subsp,frex
stm,30,8,16,vertebrata,frex
stm,30,8,17,und,frex
stm,30,8,18,basil,frex
stm,30,8,19,mus,frex
stm,30,8,20,ammon,frex
stm,30,9,1,river,prob
stm,30,9,2,feet,prob
stm,30,9,3,miles,prob
stm,30,9,4,city,prob
stm,30,9,5,bank,prob
stm,30,9,6,journey,prob
stm,30,9,7,stream,prob
stm,30,9,8,island,prob
stm,30,9,9,hills,prob
stm,30,9,10,sea,prob
stm,30,9,11,village,prob
stm,30,9,12,distance,prob
stm,30,9,13,district,prob
stm,30,9,14,level,prob
stm,30,9,15,channel,prob
stm,30,9,16,town,prob
stm,30,9,17,passed,prob
stm,30,9,18,chow,prob
stm,30,9,19,bore,prob
stm,30,9,20,boats,prob
stm,30,9,1,left_bank,frex
stm,30,9,2,right_bank,frex
stm,30,9,3,channel,frex
stm,30,9,4,bore,frex
stm,30,9,5,bank,frex
stm,30,9,6,keang,frex
stm,30,9,7,mile,frex
stm,30,9,8,flood,frex
stm,30,9,9,stream,frex
stm,30,9,10,gorge,frex
stm,30,9,11,journey,frex
stm,30,9,12,village,frex
stm,30,9,13,pih,frex
stm,30,9,14,miles,frex
stm,30,9,15,kow,frex
stm,30,9,16,dam,frex
stm,30,9,17,haining,frex
stm,30,9,18,junks,frex
stm,30,9,19,tide,frex
stm,30,9,20,bank_river,frex
stm,30,10,1,shi,prob
stm,30,10,2,city,prob
stm,30,10,3,yuan,prob
stm,30,10,4,khan,prob
stm,30,10,5,mongol,prob
stm,30,10,6,mongols,prob
stm,30,10,7,river,prob
stm,30,10,8,century,prob
stm,30,10,9,polo,prob
stm,30,10,10,emperor,prob
stm,30,10,11,asia,prob
stm,30,10,12,sent,prob
stm,30,10,13,yuan_shi,prob
stm,30,10,14,mentioned,prob
stm,30,10,15,chap,prob
stm,30,10,16,map,prob
stm,30,10,17,countries,prob
stm,30,10,18,son,prob
stm,30,10,19,sze,prob
stm,30,10,20,ang,prob
stm,30,10,1,yuan_shi,frex
stm,30,10,2,khan,frex
stm,30,10,3,rashid,frex
stm,30,10,4,tom,frex
stm,30,10,5,chap,frex
stm,30,10,6,central_western,frex
stm,30,10,7,central_western_asia,frex
stm,30,10,8,uigurs,frex
stm,30,10,9,western_asia,frex
stm,30,10,10,history_central,frex
stm,30,10,11,turkish,frex
stm,30,10,12,samarcand,frex
stm,30,10,13,medieval,frex
stm,30,10,14,mohammedan,frex
stm,30,10,15,mongol,frex
stm,30,10,16,polo,frex
stm,30,10,17,mongols,frex
stm,30,10,18,kubilai,frex
stm,30,10,19,biography,frex
stm,30,10,20,turks,frex
stm,30,11,1,porcelain,prob
stm,30,11,2,sung,prob
stm,30,11,3,century,prob
stm,30,11,4,han,prob
stm,30,11,5,yao,prob
stm,30,11,6,ang,prob
stm,30,11,7,ing,prob
stm,30,11,8,art,prob
stm,30,11,9,chou,prob
stm,30,11,10,uan,prob
stm,30,11,11,bronze,prob
stm,30,11,12,inscriptions,prob
stm,30,11,13,written,prob
stm,30,11,14,ming,prob
stm,30,11,15,lung,prob
stm,30,11,16,sung_dynasty,prob
stm,30,11,17,characters,prob
stm,30,11,18,vessels,prob
stm,30,11,19,described,prob
stm,30,11,20,works,prob
stm,30,11,1,bronzes,frex
stm,30,11,2,bottles,frex
stm,30,11,3,porcelain,frex
stm,30,11,4,porcelains,frex
stm,30,11,5,chinese_porcelain,frex
stm,30,11,6,lung_uan,frex
stm,30,11,7,alligator,frex
stm,30,11,8,julien,frex
stm,30,11,9,pottery,frex
stm,30,11,10,bronze,frex
stm,30,11,11,ang_dynasty,frex
stm,30,11,12,inscriptions,frex
stm,30,11,13,sung_dynasty,frex
stm,30,11,14,artistic,frex
stm,30,11,15,ancient_chinese,frex
stm,30,11,16,artists,frex
stm,30,11,17,gunpowder,frex
stm,30,11,18,yao,frex
stm,30,11,19,ware,frex
stm,30,11,20,shapes,frex
stm,30,12,1,white,prob
stm,30,12,2,black,prob
stm,30,12,3,king,prob
stm,30,12,4,tse,prob
stm,30,12,5,horse,prob
stm,30,12,6,game,prob
stm,30,12,7,bishop,prob
stm,30,12,8,board,prob
stm,30,12,9,play,prob
stm,30,12,10,cannon,prob
stm,30,12,11,kung,prob
stm,30,12,12,lung,prob
stm,30,12,13,pawn,prob
stm,30,12,14,things,prob
stm,30,12,15,sun,prob
stm,30,12,16,chess,prob
stm,30,12,17,position,prob
stm,30,12,18,kung_sun,prob
stm,30,12,19,pieces,prob
stm,30,12,20,wei,prob
stm,30,12,1,pawn,frex
stm,30,12,2,cannon,frex
stm,30,12,3,bishop,frex
stm,30,12,4,kung_sun,frex
stm,30,12,5,chess,frex
stm,30,12,6,della,frex
stm,30,12,7,white_horse,frex
stm,30,12,8,file,frex
stm,30,12,9,whiteness,frex
stm,30,12,10,game,frex
stm,30,12,11,rook,frex
stm,30,12,12,play,frex
stm,30,12,13,tse,frex
stm,30,12,14,knight,frex
stm,30,12,15,plays,frex
stm,30,12,16,adversary,frex
stm,30,12,17,moves,frex
stm,30,12,18,eminences,frex
stm,30,12,19,check,frex
stm,30,12,20,horse,frex
stm,30,13,1,emperor,prob
stm,30,13,2,chang,prob
stm,30,13,3,government,prob
stm,30,13,4,imperial,prob
stm,30,13,5,magistrate,prob
stm,30,13,6,sent,prob
stm,30,13,7,empire,prob
stm,30,13,8,capital,prob
stm,30,13,9,prince,prob
stm,30,13,10,official,prob
stm,30,13,11,eunuchs,prob
stm,30,13,12,death,prob
stm,30,13,13,office,prob
stm,30,13,14,military,prob
stm,30,13,15,district,prob
stm,30,13,16,officials,prob
stm,30,13,17,palace,prob
stm,30,13,18,tsung,prob
stm,30,13,19,province,prob
stm,30,13,20,officers,prob
stm,30,13,1,eunuchs,frex
stm,30,13,2,magistrate,frex
stm,30,13,3,eunuch,frex
stm,30,13,4,kwo,frex
stm,30,13,5,tseng,frex
stm,30,13,6,wang_shih,frex
stm,30,13,7,murder,frex
stm,30,13,8,penalty,frex
stm,30,13,9,memorial,frex
stm,30,13,10,noble,frex
stm,30,13,11,yamen,frex
stm,30,13,12,district_magistrate,frex
stm,30,13,13,offence,frex
stm,30,13,14,empress,frex
stm,30,13,15,offences,frex
stm,30,13,16,policy,frex
stm,30,13,17,hung_chang,frex
stm,30,13,18,punishment,frex
stm,30,13,19,office,frex
stm,30,13,20,employment,frex
stm,30,14,1,family,prob
stm,30,14,2,law,prob
stm,30,14,3,marriage,prob
stm,30,14,4,wife,prob
stm,30,14,5,husband,prob
stm,30,14,6,father,prob
stm,30,14,7,son,prob
stm,30,14,8,birds,prob
stm,30,14,9,parents,prob
stm,30,14,10,children,prob
stm,30,14,11,filial,prob
stm,30,14,12,fish,prob
stm,30,14,13,land,prob
stm,30,14,14,piety,prob
stm,30,14,15,filial_piety,prob
stm,30,14,16,bird,prob
stm,30,14,17,fine,prob
stm,30,14,18,dove,prob
stm,30,14,19,flying,prob
stm,30,14,20,saw,prob
stm,30,14,1,family_law,frex
stm,30,14,2,marriage,frex
stm,30,14,3,law_chinese,frex
stm,30,14,4,infanticide,frex
stm,30,14,5,family_law_chinese,frex
stm,30,14,6,filial_piety,frex
stm,30,14,7,flying_fish,frex
stm,30,14,8,filial,frex
stm,30,14,9,piety,frex
stm,30,14,10,husband,frex
stm,30,14,11,potestas,frex
stm,30,14,12,roman_law,frex
stm,30,14,13,parents,frex
stm,30,14,14,wife,frex
stm,30,14,15,patria,frex
stm,30,14,16,patria_potestas,frex
stm,30,14,17,contract,frex
stm,30,14,18,law,frex
stm,30,14,19,mourning,frex
stm,30,14,20,lat_long,frex
stm,30,15,1,plant,prob
stm,30,15,2,king,prob
stm,30,15,3,leaves,prob
stm,30,15,4,tree,prob
stm,30,15,5,shi,prob
stm,30,15,6,flowers,prob
stm,30,15,7,shu,prob
stm,30,15,8,family,prob
stm,30,15,9,fruit,prob
stm,30,15,10,infra,prob
stm,30,15,11,kuo,prob
stm,30,15,12,shi_king,prob
stm,30,15,13,mentioned,prob
stm,30,15,14,jap,prob
stm,30,15,15,plants,prob
stm,30,15,16,white,prob
stm,30,15,17,legge,prob
stm,30,15,18,chou,prob
stm,30,15,19,supra,prob
stm,30,15,20,tsao,prob
stm,30,15,1,infra,frex
stm,30,15,2,jap,frex
stm,30,15,3,shi_king,frex
stm,30,15,4,supra,frex
stm,30,15,5,hai_king,frex
stm,30,15,6,shuo_wen,frex
stm,30,15,7,shan_hai,frex
stm,30,15,8,thbg,frex
stm,30,15,9,synonym,frex
stm,30,15,10,explains,frex
stm,30,15,11,siebold,frex
stm,30,15,12,kuo,frex
stm,30,15,13,figured,frex
stm,30,15,14,shuo,frex
stm,30,15,15,vulgo,frex
stm,30,15,16,ichang,frex
stm,30,15,17,hing,frex
stm,30,15,18,tsao,frex
stm,30,15,19,syn,frex
stm,30,15,20,pen_tsao,frex
stm,30,16,1,characters,prob
stm,30,16,2,manchu,prob
stm,30,16,3,book,prob
stm,30,16,4,words,prob
stm,30,16,5,books,prob
stm,30,16,6,written,prob
stm,30,16,7,language,prob
stm,30,16,8,han,prob
stm,30,16,9,works,prob
stm,30,16,10,translation,prob
stm,30,16,11,ching,prob
stm,30,16,12,wen,prob
stm,30,16,13,library,prob
stm,30,16,14,chi,prob
stm,30,16,15,original,prob
stm,30,16,16,writing,prob
stm,30,16,17,author,prob
stm,30,16,18,text,prob
stm,30,16,19,word,prob
stm,30,16,20,published,prob
stm,30,16,1,bithe,frex
stm,30,16,2,vols,frex
stm,30,16,3,arabic,frex
stm,30,16,4,libraries,frex
stm,30,16,5,library,frex
stm,30,16,6,moslem,frex
stm,30,16,7,preface,frex
stm,30,16,8,wylie,frex
stm,30,16,9,moslems,frex
stm,30,16,10,vide,frex
stm,30,16,11,islam,frex
stm,30,16,12,printed,frex
stm,30,16,13,translation,frex
stm,30,16,14,elementary,frex
stm,30,16,15,edition,frex
stm,30,16,16,manchu,frex
stm,30,16,17,manchu_chinese,frex
stm,30,16,18,reprinted,frex
stm,30,16,19,pronunciation,frex
stm,30,16,20,pan,frex
stm,30,17,1,shanghai,prob
stm,30,17,2,foreign,prob
stm,30,17,3,magnetic,prob
stm,30,17,4,british,prob
stm,30,17,5,government,prob
stm,30,17,6,foreigners,prob
stm,30,17,7,canton,prob
stm,30,17,8,japan,prob
stm,30,17,9,sir,prob
stm,30,17,10,medical,prob
stm,30,17,11,earth,prob
stm,30,17,12,native,prob
stm,30,17,13,knowledge,prob
stm,30,17,14,magnetism,prob
stm,30,17,15,settlement,prob
stm,30,17,16,change,prob
stm,30,17,17,peking,prob
stm,30,17,18,american,prob
stm,30,17,19,terrestrial,prob
stm,30,17,20,science,prob
stm,30,17,1,magnetic,frex
stm,30,17,2,magnetism,frex
stm,30,17,3,retrospect,frex
stm,30,17,4,terrestrial,frex
stm,30,17,5,terrestrial_magnetism,frex
stm,30,17,6,medical,frex
stm,30,17,7,retrospect_events,frex
stm,30,17,8,hospital,frex
stm,30,17,9,needle,frex
stm,30,17,10,british,frex
stm,30,17,11,periodical,frex
stm,30,17,12,events_china,frex
stm,30,17,13,retrospect_events_china,frex
stm,30,17,14,settlement,frex
stm,30,17,15,hemisphere,frex
stm,30,17,16,compass,frex
stm,30,17,17,pole,frex
stm,30,17,18,sir,frex
stm,30,17,19,foreigners,frex
stm,30,17,20,events_china_japan,frex
stm,30,18,1,king,prob
stm,30,18,2,reverse,prob
stm,30,18,3,annam,prob
stm,30,18,4,son,prob
stm,30,18,5,obverse,prob
stm,30,18,6,coins,prob
stm,30,18,7,currency,prob
stm,30,18,8,minor,prob
stm,30,18,9,tong,prob
stm,30,18,10,corea,prob
stm,30,18,11,copper,prob
stm,30,18,12,cash,prob
stm,30,18,13,reign,prob
stm,30,18,14,corean,prob
stm,30,18,15,issued,prob
stm,30,18,16,coin,prob
stm,30,18,17,characters,prob
stm,30,18,18,plain,prob
stm,30,18,19,coinage,prob
stm,30,18,20,kingdom,prob
stm,30,18,1,annam,frex
stm,30,18,2,son_king,frex
stm,30,18,3,obverse_reverse,frex
stm,30,18,4,thong,frex
stm,30,18,5,corean,frex
stm,30,18,6,obverse,frex
stm,30,18,7,annamese,frex
stm,30,18,8,coreans,frex
stm,30,18,9,siamese,frex
stm,30,18,10,reverse,frex
stm,30,18,11,mac,frex
stm,30,18,12,eldest_son,frex
stm,30,18,13,thai,frex
stm,30,18,14,thien,frex
stm,30,18,15,coinage,frex
stm,30,18,16,corea,frex
stm,30,18,17,minor,frex
stm,30,18,18,eldest,frex
stm,30,18,19,currency,frex
stm,30,18,20,coins,frex
stm,30,19,1,coal,prob
stm,30,19,2,feet,prob
stm,30,19,3,rocks,prob
stm,30,19,4,shan,prob
stm,30,19,5,sea,prob
stm,30,19,6,hills,prob
stm,30,19,7,river,prob
stm,30,19,8,limestone,prob
stm,30,19,9,island,prob
stm,30,19,10,miles,prob
stm,30,19,11,province,prob
stm,30,19,12,rock,prob
stm,30,19,13,surface,prob
stm,30,19,14,plain,prob
stm,30,19,15,iron,prob
stm,30,19,16,mountains,prob
stm,30,19,17,district,prob
stm,30,19,18,min,prob
stm,30,19,19,hill,prob
stm,30,19,20,tung,prob
stm,30,19,1,coal,frex
stm,30,19,2,limestone,frex
stm,30,19,3,rocks,frex
stm,30,19,4,sandstone,frex
stm,30,19,5,mineral,frex
stm,30,19,6,carboniferous,frex
stm,30,19,7,strata,frex
stm,30,19,8,geology,frex
stm,30,19,9,formation,frex
stm,30,19,10,clay,frex
stm,30,19,11,rock,frex
stm,30,19,12,shale,frex
stm,30,19,13,beds,frex
stm,30,19,14,volcanic,frex
stm,30,19,15,chemical,frex
stm,30,19,16,quartz,frex
stm,30,19,17,formations,frex
stm,30,19,18,lime,frex
stm,30,19,19,mines,frex
stm,30,19,20,sediments,frex
stm,30,20,1,lour,prob
stm,30,20,2,linn,prob
stm,30,20,3,sin,prob
stm,30,20,4,cochin,prob
stm,30,20,5,canton,prob
stm,30,20,6,tab,prob
stm,30,20,7,plant,prob
stm,30,20,8,china_cochin,prob
stm,30,20,9,plants,prob
stm,30,20,10,folio,prob
stm,30,20,11,chinensis,prob
stm,30,20,12,foliis,prob
stm,30,20,13,cult,prob
stm,30,20,14,india,prob
stm,30,20,15,chin,prob
stm,30,20,16,chusan,prob
stm,30,20,17,cultivated,prob
stm,30,20,18,peking,prob
stm,30,20,19,sinensis,prob
stm,30,20,20,tree,prob
stm,30,20,1,lour,frex
stm,30,20,2,china_cochin,frex
stm,30,20,3,foliis,frex
stm,30,20,4,folio,frex
stm,30,20,5,tab,frex
stm,30,20,6,danes,frex
stm,30,20,7,linn,frex
stm,30,20,8,chusan,frex
stm,30,20,9,flore,frex
stm,30,20,10,sinarum,frex
stm,30,20,11,osbeck,frex
stm,30,20,12,flor,frex
stm,30,20,13,frutex,frex
stm,30,20,14,cochin,frex
stm,30,20,15,folia,frex
stm,30,20,16,martini,frex
stm,30,20,17,kth,frex
stm,30,20,18,dubia,frex
stm,30,20,19,linnaeus,frex
stm,30,20,20,albo,frex
stm,30,21,1,inches,prob
stm,30,21,2,instruments,prob
stm,30,21,3,leaves,prob
stm,30,21,4,length,prob
stm,30,21,5,instrument,prob
stm,30,21,6,musical,prob
stm,30,21,7,flowers,prob
stm,30,21,8,bamboo,prob
stm,30,21,9,diameter,prob
stm,30,21,10,inch,prob
stm,30,21,11,holes,prob
stm,30,21,12,musical_instruments,prob
stm,30,21,13,slender,prob
stm,30,21,14,species,prob
stm,30,21,15,lower,prob
stm,30,21,16,chinese_musical,prob
stm,30,21,17,drum,prob
stm,30,21,18,base,prob
stm,30,21,19,chinese_musical_instruments,prob
stm,30,21,20,bell,prob
stm,30,21,1,chinese_musical,frex
stm,30,21,2,chinese_musical_instruments,frex
stm,30,21,3,musical_instruments,frex
stm,30,21,4,leaflets,frex
stm,30,21,5,musical,frex
stm,30,21,6,instrument,frex
stm,30,21,7,instruments,frex
stm,30,21,8,ovate,frex
stm,30,21,9,glabrous,frex
stm,30,21,10,calyx,frex
stm,30,21,11,slender,frex
stm,30,21,12,holes,frex
stm,30,21,13,apex,frex
stm,30,21,14,ventral,frex
stm,30,21,15,diameter,frex
stm,30,21,16,pipe,frex
stm,30,21,17,hairs,frex
stm,30,21,18,inches,frex
stm,30,21,19,inches_long,frex
stm,30,21,20,lanceolate,frex
stm,30,22,1,tungus,prob
stm,30,22,2,northern,prob
stm,30,22,3,goldi,prob
stm,30,22,4,manchus,prob
stm,30,22,5,groups,prob
stm,30,22,6,river,prob
stm,30,22,7,russian,prob
stm,30,22,8,tibetan,prob
stm,30,22,9,language,prob
stm,30,22,10,manchuria,prob
stm,30,22,11,tibet,prob
stm,30,22,12,group,prob
stm,30,22,13,population,prob
stm,30,22,14,america,prob
