master_id,filename,title,author,year,decade,L1,L2,language,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,model,K,dominant_topic,dominant_topic_weight
MASTER_00084,IV_1867_11.txt,Chinese notions about pigeons and doves,"Watters, T.",1867,1860s,Anthropology and Social Customs,Mythology,en,0.11401531187220908,0.03974970060588033,0.008828230978215463,1.035840066296615e-05,0.01900849759795487,0.028298946306279903,1.0358400662972395e-05,1.0358400662973558e-05,1.0358400662967147e-05,0.011271417253795196,1.03584006629721e-05,0.2530991180733614,0.22687213681712404,0.004267905117570842,1.0358400662973051e-05,1.0358400662971855e-05,0.03813223303971365,0.13731472683582957,1.035840066296917e-05,1.035840066297466e-05,1.0358400662973801e-05,1.0358400662972489e-05,0.018141513503695365,0.04942054191092786,1.0358400662972116e-05,1.0358400662967037e-05,0.05141398567683468,1.0358400662971176e-05,1.0358400662964406e-05,1.0358400662960015e-05,lda,30,11,0.2530991180733614
MASTER_00086,IV_1867_12.txt,"Retrospect of events in China and Japan, 1867","Kingsmill, T. W.",1867,1860s,History and Chronology,"History, Modern (20th century)",en,1.3349352556437492e-05,0.0037437152602607907,1.334935255643775e-05,1.3349352556434219e-05,1.3349352556436502e-05,0.072188216547854,0.045034249087719316,1.3349352556441393e-05,1.334935255643313e-05,1.3349352556439214e-05,0.17980202065033568,1.3349352556444256e-05,1.3349352556441722e-05,1.3349352556439011e-05,1.3349352556446082e-05,0.16666024472299992,1.3349352556445659e-05,1.3349352556442269e-05,1.3349352556440905e-05,1.3349352556437105e-05,0.015635120196068816,0.4279569485520052,0.008634809380769187,1.334935255644177e-05,1.3349352556442287e-05,1.3349352556447085e-05,1.3349352556437678e-05,0.08006433919830158,1.3349352556432211e-05,1.3349352556427336e-05,lda,30,21,0.4279569485520052
MASTER_00213,IV_1867_misc.txt,Where was Ta - ts ' in ?,"Allen, H. J.",1886,1880s,Geography and Travel,Geography,en,0.00014245014245063573,0.00014245014245060404,0.0001424501424505501,0.00014245014245041428,0.02824735379593827,0.00014245014245058515,0.00014245014245059545,0.00014245014245052934,0.0001424501424504671,0.00014245014245050513,0.2644950436349656,0.00014245014245052004,0.03780603068185348,0.00014245014245057474,0.00014245014245056723,0.0001424501424506193,0.00014245014245056436,0.029932705088555188,0.00014245014245051058,0.02393355451469689,0.01705212782840843,0.1144399542548036,0.00014245014245061648,0.0001424501424504558,0.00014245014245055322,0.034502494460501444,0.00014245014245056254,0.4465992827488159,0.00014245014245045507,0.0001424501424504105,lda,30,27,0.4465992827488159
MASTER_00135,IX_1875_01.txt,"Notes on Col. Yule's edition of Marco Polo's "" Quinsay "" *","Moule, G. E.",1874,1870s,Literature and Language,Literature,en,1.143118427072496e-05,1.1431184270726222e-05,1.1431184270727916e-05,1.1431184270717181e-05,1.1431184270727301e-05,0.04025921738287028,0.0435488927169469,0.12089111767917432,1.1431184270720713e-05,1.143118427072625e-05,0.03154807934739966,1.1431184270724208e-05,1.1431184270725389e-05,0.043337936162019704,1.1431184270724147e-05,1.1431184270725463e-05,1.1431184270726381e-05,0.012041464382507102,0.06811280537544707,0.2079836885750702,1.1431184270717176e-05,1.1431184270725958e-05,0.33147336580463466,1.1431184270728795e-05,1.1431184270720227e-05,1.1431184270719256e-05,1.1431184270723312e-05,0.10057480888851567,1.1431184270718995e-05,1.1431184270717813e-05,lda,30,22,0.33147336580463466
MASTER_00136,IX_1875_02.txt,"Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster","Camajee, D. N.",1874,1870s,Religion and Philosophy,Religion,en,0.02567770655849614,0.019723290798329126,0.008220165031991685,1.2800819252469378e-05,1.2800819252464699e-05,1.2800819252467983e-05,1.2800819252468351e-05,0.013734102829062032,1.280081925246457e-05,1.280081925247287e-05,0.13251509186203486,1.2800819252464485e-05,0.12430099465147484,1.2800819252468007e-05,1.2800819252471914e-05,1.2800819252465175e-05,0.1163481023081412,1.280081925245882e-05,0.22991045041408245,0.029617566179544023,1.280081925246252e-05,1.2800819252468617e-05,1.2800819252467394e-05,1.2800819252474863e-05,1.2800819252469457e-05,1.2800819252465873e-05,0.29969651298179445,1.28008192524681e-05,1.280081925246083e-05,1.2800819252454519e-05,lda,30,26,0.29969651298179445
MASTER_00137,IX_1875_03.txt,The Aborigines of Northern Formosa,"Taintor, E. C.",1874,1870s,Anthropology and Social Customs,Ethnology,en,0.09701872831552831,0.2050693724837459,0.23136408523114346,8.507742045290979e-06,8.507742045291993e-06,8.507742045290848e-06,0.054198004717620256,8.50774204529001e-06,8.507742045287204e-06,0.02316764427538746,0.008935066352970563,8.507742045292847e-06,8.507742045292647e-06,0.0289955077377193,8.507742045290836e-06,0.0013948261001383382,8.507742045291924e-06,0.007118311151397053,0.10517185106537964,8.50774204529374e-06,8.507742045288005e-06,0.12225968577412655,8.507742045290663e-06,0.010502623463062431,8.507742045288222e-06,8.507742045288836e-06,8.507742045291875e-06,0.1046596617170108,8.507742045285522e-06,8.507742045281968e-06,lda,30,2,0.23136408523114346
MASTER_00138,IX_1875_04.txt,"Notes on the "" Miao - fa - lien - hua - ching "", a Buddhist sutra in Chinese","Watters, T.",1874,1870s,Religion and Philosophy,Buddhism,en,1.1514104778388047e-05,0.1371685046879522,1.1514104778388868e-05,1.1514104778376087e-05,0.33563189996959913,0.062047421515102084,1.1514104778385453e-05,1.1514104778385441e-05,1.1514104778384787e-05,1.151410477838744e-05,1.1514104778386754e-05,1.1514104778383454e-05,0.187295641020158,1.1514104778386422e-05,0.05171022635859565,1.1514104778383915e-05,0.00529515368434696,1.151410477838729e-05,0.16045577816397277,0.02099619478859054,1.1514104778379675e-05,1.1514104778387024e-05,1.1514104778387908e-05,0.003343098428711939,1.151410477837942e-05,1.1514104778380501e-05,0.03582579928740301,1.1514104778388577e-05,1.151410477838027e-05,1.1514104778376752e-05,lda,30,4,0.33563189996959913
MASTER_00139,IX_1875_05.txt,Narrative of recent events in Tong - king,"Cordier, H.",1874,1870s,History and Chronology,"History, Modern (20th century)",en,4.164064126596177e-06,4.1640641265959344e-06,4.164064126596455e-06,4.164064126593626e-06,4.164064126595163e-06,4.1640641265963495e-06,4.164064126596793e-06,4.1640641265967976e-06,4.164064126594222e-06,4.164064126595293e-06,4.16406412659767e-06,4.164064126594847e-06,4.164064126596397e-06,4.1640641265951035e-06,4.164064126595192e-06,4.16406412659614e-06,4.164064126595876e-06,4.164064126595474e-06,0.9665089672006445,4.164064126595905e-06,4.164064126594223e-06,0.03337443900381066,4.1640641265961166e-06,4.164064126594589e-06,4.16406412659719e-06,4.164064126595969e-06,4.164064126595994e-06,4.164064126597215e-06,4.164064126594925e-06,4.164064126597469e-06,lda,30,18,0.9665089672006445
MASTER_00140,IX_1875_06.txt,Notes on Chinese toxicology,"Macgowan, D. J.",1874,1870s,Natural Sciences,Medicine,en,0.1605493439037031,0.12208193503870923,0.06734891244325106,3.280839895022415e-05,3.280839895025715e-05,0.04623178037634415,3.28083989502532e-05,3.2808398950246484e-05,3.280839895024283e-05,3.280839895025559e-05,0.18085061707298458,3.28083989502322e-05,3.2808398950254304e-05,3.280839895026414e-05,3.2808398950261365e-05,0.18124329253748586,3.280839895024863e-05,3.280839895023006e-05,0.10842458299628778,3.280839895024668e-05,3.2808398950240514e-05,3.280839895025345e-05,3.2808398950238366e-05,0.04453343041597189,3.28083989502304e-05,3.280839895028354e-05,0.018374693703293695,0.06970524353296384,3.28083989502224e-05,3.280839895020699e-05,lda,30,15,0.18124329253748586
MASTER_00055,IX_1875_07_retrospects_of_events.txt,Retrospect of events in China and Japan,"Kingsmill, T. W.",1864,1860s,History and Chronology,"History, Modern (20th century)",en,1.621271076528696e-05,0.014682820534672847,1.6212710765289015e-05,1.6212710765280206e-05,1.62127107652817e-05,0.11717075189790757,0.007253813221749214,1.621271076529582e-05,1.6212710765277868e-05,1.621271076528279e-05,0.13857246728334563,1.621271076529203e-05,1.6212710765289774e-05,1.6212710765286467e-05,1.6212710765281202e-05,0.06072016317453329,1.6212710765294382e-05,1.6212710765278678e-05,0.031244397096251597,1.6212710765288463e-05,0.002973207438346578,0.5343618086525124,0.009588785961177102,1.6212710765279623e-05,1.6212710765289598e-05,0.030779134111658887,1.6212710765287785e-05,0.052344609123304645,1.6212710765282208e-05,1.6212710765276357e-05,lda,30,21,0.5343618086525124
MASTER_00402,L_1919_01.txt,Thirty thousand miles in China *,"Edmunds, C. K.",1919,1910s,Geography and Travel,Travel,en,7.659313725514214e-06,0.13713818458259427,7.659313725515424e-06,7.659313725508294e-06,7.65931372551016e-06,0.0722005716615124,0.28041135833642405,7.659313725513791e-06,7.659313725509764e-06,7.659313725514916e-06,0.0326544464389797,7.659313725512381e-06,0.0735246270198033,7.659313725515366e-06,7.659313725514782e-06,0.02627491566939733,7.659313725513954e-06,7.659313725507264e-06,7.659313725512182e-06,0.020976769616500017,0.007048788818791997,0.1644502291041078,0.029845388433103436,7.659313725509139e-06,7.659313725514452e-06,0.007139374701666833,7.659313725515946e-06,0.1481974779700598,7.659313725509601e-06,7.659313725514003e-06,lda,30,6,0.28041135833642405
MASTER_00403,L_1919_02.txt,Chinese metaphorical zoology,"Williams, C. A. S.",1919,1910s,Literature and Language,Literature,en,0.20918480730687306,2.2644927536316056e-05,0.13097671935057384,0.002423808331881886,2.2644927536305973e-05,0.013081810048984984,0.010214418904824458,2.264492753630254e-05,2.2644927536294904e-05,2.264492753631167e-05,0.04174350653463991,0.09773679939737996,0.3133474914350493,0.020154248562718604,2.2644927536313372e-05,2.2644927536318817e-05,2.26449275363133e-05,0.026738494124392553,2.2644927536306996e-05,0.10216421735126187,2.2644927536312674e-05,0.013946697578058583,2.2644927536303926e-05,2.2644927536309466e-05,2.264492753629937e-05,2.264492753630905e-05,0.017902017305243816,2.264492753630742e-05,2.2644927536299772e-05,2.2644927536284915e-05,lda,30,12,0.3133474914350493
