master_id,filename,title,author,year,decade,L1,L2,language,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,model,K,dominant_topic,dominant_topic_weight
MASTER_00113,VII_1871_05.txt,Narrative of an exploring visit to Hainan,"Swinhoe, R.",1871,1870s,Geography and Travel,Travel,en,0.13081604867096996,0.6251487913222109,0.0,0.0,0.04802264616028554,0.008396736085815893,0.0,0.15196871674872495,0.0,0.0,0.0,0.03564706101199272,nmf,12,1,0.6251487913222109
MASTER_00114,VII_1871_06.txt,Chinese lyrics,"Stent, G. C.",1871,1870s,Arts and Archaeology,Music,en,0.6201108783947292,0.0,0.1350127527193302,0.0,0.0,0.0,0.048796231795683494,0.0005236306575774698,0.0,0.1955565064326796,0.0,0.0,nmf,12,0,0.6201108783947292
MASTER_00115,VII_1871_07.txt,"The Mythical origin of the Chow or Djow Dynasty, as set forth in the ""Shoo-king""","Kingsmill, T. W.",1871,1870s,History and Chronology,History,en,0.020029711103862903,0.0,0.0,0.00685641967321814,0.0,0.0,0.9028590362227304,0.0,0.0,0.0702548330001886,0.0,0.0,nmf,12,6,0.9028590362227304
MASTER_00116,VII_1871_08.txt,The Obligations of China to Europe in the matter of physical science acknowledged by eminent Chinese,"Moule, G. E.",1871,1870s,Natural Sciences,Science,en,0.0,0.05206491507141052,0.2826160743783003,0.017320675217095065,0.00789744468641161,0.028982398899609404,0.11901968415373552,0.0793952813291007,0.0,0.29576813780797856,0.1169353884563582,0.0,nmf,12,9,0.29576813780797856
MASTER_00117,VII_1871_09.txt,The Life and works of Han Yu or Han Wen-Kung,"Watters, T.",1871,1870s,History and Chronology,"History | History, Ancient",en,0.17709402525974405,0.005436561422725835,0.01140418234988764,0.29721810536698867,0.0,0.0,0.08416587785598612,0.09178336657441254,0.0006452482329821124,0.2873931185538804,0.044859514383392814,0.0,nmf,12,3,0.29721810536698867
MASTER_00118,VII_1871_10.txt,Chinese legends,"Stent, G. C.",1871,1870s,Anthropology and Social Customs,Mythology,en,0.4402222428420868,0.0,0.0,0.12964005087749522,0.0,0.0,0.09258604912447968,0.23269540376535308,0.0,0.06232948083074454,0.04252677255984081,0.0,nmf,12,0,0.4402222428420868
MASTER_00119,VII_1871_11.txt,On the Antiquities of Cambodia,"Thompson, J.",1871,1870s,Arts and Archaeology,Archaeology,en,0.0399650410626701,0.1416179471040741,0.0002646727585930104,0.037527288101973505,0.0,0.005354310778459656,0.3159221283513321,0.10273125338085026,0.0,0.0,0.35661735846204734,0.0,nmf,12,10,0.35661735846204734
MASTER_00640,VII_1871_12.txt,Jehol,"Fishcher, E. S.",1940,1940s,Geography and Travel,Geography,fr,0.0,0.0,0.0,0.0,0.017428152924087843,0.9825718470759122,0.0,0.0,0.0,0.0,0.0,0.0,nmf,12,5,0.9825718470759122
MASTER_00121,VII_1871_13.txt,Chinese use of shad in consumption and iodine Plants in scrofula,"Macgowan, D. J.",1871,1870s,Natural Sciences,Medicine,en,0.09442950128789959,0.16455837110598157,0.23330756580342865,0.0,0.07184489300079648,0.0,0.12529899381189796,0.12078590716227126,0.06313429137611967,0.0,0.06638616734843737,0.06025430910316764,nmf,12,2,0.23330756580342865
,VII_1871_14.txt,,,1871,1870s,,,en,0.35527095209715936,0.04789022814824786,0.0,0.0,0.28470085532512157,0.0,0.0,0.0,0.17658460046181298,0.0,0.1206615041702274,0.014891859797430913,nmf,12,0,0.35527095209715936
MASTER_00180,VII_1871_15_RETROSPECT OF EVENTS IN CHINA.txt,Corea,"Scherzer, F., trans. Gould, C.",1883,1880s,Anthropology and Social Customs,Manners and customs,en,0.0,0.039361746987932274,0.0,0.006990097357911623,0.0,0.0013231272606546922,0.0,0.7964610347096247,0.15586399368387663,0.0,0.0,0.0,nmf,12,7,0.7964610347096247
MASTER_00124,VII_1871_16.txt,"Meteorological observations, April - December 1872",Meteorological Committee,1871,1870s,Natural Sciences,Meteorology,en,0.09311579739816027,0.22713711727646094,0.11208110782754627,0.0,0.35288098399708756,0.013898532554158353,0.06479083223186989,0.13609562871471664,0.0,0.0,0.0,0.0,nmf,12,4,0.35288098399708756
MASTER_00265,VII_1871_17_duplicated红楼梦.txt,"Family law of the Chinese, The","Mollendorf, P. G. von",1892,1890s,"Politics, Government, and Law",Law,en,0.6763319960405735,0.0,0.0,0.3236680039594265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nmf,12,0,0.6763319960405735
MASTER_00141,X_1876_01.txt,"Elucidations of Marco Polo's travels in North China, drawn from Chinese sources","Palladius, A.",1875,1870s,Geography and Travel,Geography,en,0.12664595411889457,0.1190724049879918,0.020178067559309502,0.28933520957663356,0.005349925652738936,0.004453052994392996,0.28992146424379744,0.05623798130437522,0.06961611641701194,0.0,0.0,0.019189823144854012,nmf,12,6,0.28992146424379744
MASTER_00142,X_1876_02.txt,Notes made on a tour through Shan - hsi and Shen - hsi,"Holcombe, C.",1875,1870s,Geography and Travel,Travel,en,0.0,0.7682901412445029,0.005174995058805173,0.11713314582719064,0.021925053504543237,0.0,0.0,0.0,0.03194558278387101,0.0,0.046703623338063105,0.008827458243023853,nmf,12,1,0.7682901412445029
MASTER_00143,X_1876_03.txt,Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history,"Kingsmill, T. W.",1875,1870s,Anthropology and Social Customs,Ethnology,en,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,nmf,12,6,1.0
MASTER_00144,X_1876_05.txt,Notices of the mediaeval geography and history of Central and Western Asia *,"Bretschneider, E.",1875,1870s,Anthropology and Social Customs,Ethnology,en,0.0,0.06042552967774933,0.08202386665445664,0.2906574180314686,0.0,0.025292171758434196,0.44448487922347,0.06142558995645579,0.0,0.0,0.0,0.03569054469796553,nmf,12,6,0.44448487922347
