master_id,filename,title,author,year,decade,L1,L2,language,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,model,K,dominant_topic,dominant_topic_weight
MASTER_00009,1859_04.txt,On the Musical Notation of the Chinese,"Syle, E. W.",1859,1850s,Arts and Archaeology,Music,en,8.361204221992964e-05,0.2375418278752203,8.361204410159758e-05,8.361204223030825e-05,8.361204143160519e-05,0.12092297517620572,8.361204226234549e-05,8.361204187361014e-05,8.361204173587192e-05,8.36120422786396e-05,8.361204219778231e-05,8.361204194013111e-05,0.21487708703594838,8.36120420346239e-05,8.361204452704951e-05,0.015950649332386678,0.08882777782303128,0.029390563899965576,0.04670594830344537,0.2447798260449633,lda,20,19,0.2447798260449633
MASTER_00015,1859_05.txt,Lecture on Japan,"Williams, S. W.",1859,1850s,Geography and Travel,Travel,en,0.0038698939276643252,0.18260268052787287,1.038421620258052e-05,1.0384216175547512e-05,1.0384216224176961e-05,1.038421623124996e-05,0.027268150722796227,1.038421625821908e-05,1.0384216168161753e-05,0.027682142749816133,0.08211090445247347,1.038421616164629e-05,0.008782151948652197,1.0384216280374528e-05,1.0384216140888894e-05,0.6218379381618182,0.0009239635792200202,1.0384216114454516e-05,1.0384216253573313e-05,0.04480794755147592,lda,20,15,0.6218379381618182
MASTER_00013,1859_06.txt,On the Study of the Natural Sciences in Japan,"Pompe van Meedervoort, J. L. C.",1859,1850s,Education,Education,en,3.026634442213059e-05,0.2763605348262649,3.0266344674121602e-05,3.026634413194957e-05,3.026634445243637e-05,0.060120324037406324,3.026634439575581e-05,3.0266344394364844e-05,3.0266344235937198e-05,3.0266344475169226e-05,3.0266344553600255e-05,3.0266344222847967e-05,0.1880126464728588,3.0266344300690603e-05,3.026634395647179e-05,0.475022233153972,3.0266344363876608e-05,3.026634413355425e-05,3.0266344286120522e-05,3.0266344498955002e-05,lda,20,15,0.475022233153972
,1859_07.txt,,,1859,1850s,,,en,0.00018050542071334623,0.18047706713865705,0.4597925776581836,0.00018050541732741435,0.00018050541673259775,0.12446906030480408,0.10813434310897829,0.0001805054183642723,0.00018050541793987376,0.00018050541900700227,0.00018050541889885906,0.00018050541774401082,0.00018050541865569084,0.00018050541643427725,0.00018050541615685417,0.12441937050957066,0.0001805054232748091,0.0001805054167465062,0.00018050542162253338,0.00018050542018826173,lda,20,2,0.4597925776581836
MASTER_00017,1859_08.txt,Notes on some new species of birds found on the island of Formosa,"Swinhoe, R.",1859,1850s,Natural Sciences,Zoology,en,5.376345590437992e-05,5.376344196830491e-05,5.376344157410482e-05,5.3763442301065646e-05,5.3763441866162285e-05,5.3763441684610185e-05,5.3763442034476195e-05,5.376344159123202e-05,5.37634417093553e-05,0.7638817577092427,5.376344182884823e-05,0.23515050032477278,5.376344186874384e-05,5.376344179073644e-05,5.3763441007158085e-05,5.376344191280685e-05,5.376344184106786e-05,5.376344157039199e-05,5.376344159794514e-05,5.3763441933227345e-05,lda,20,9,0.7638817577092427
MASTER_00012,1859_09.txt,"Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow","Ward, J.",1859,1850s,Natural Sciences,Hydrology,en,1.7966223813701148e-05,1.796622388503176e-05,1.7966223933867455e-05,0.07892293442140925,1.7966223693163714e-05,1.7966223708142275e-05,0.9207536735500285,1.7966223763981676e-05,1.7966223669759008e-05,1.7966223937967278e-05,1.796622378542681e-05,1.7966223897231905e-05,1.7966223832148912e-05,1.7966223696192836e-05,1.7966223558409917e-05,1.796622388082388e-05,1.79662238548152e-05,1.796622393147674e-05,1.796622386607823e-05,1.7966223854048783e-05,lda,20,6,0.9207536735500285
MASTER_00014,1859_10.txt,"Thermometrical observations, taken during a passage from Nagasaki to Shanghai","Fedorovitch, J.",1859,1850s,Natural Sciences,Meteorology,en,3.3738192428871504e-05,0.05403969734161771,0.026940818975701344,3.3738192634815835e-05,3.373819209174731e-05,0.03427877127226956,0.017258364968639372,0.0745052697405984,3.373819255449042e-05,3.373819224196217e-05,3.373819257603068e-05,3.3738192306879684e-05,3.373819242632965e-05,3.3738192111992155e-05,3.373819193944505e-05,0.7536134579869158,0.038925023213710094,3.3738192261251944e-05,3.373819245994826e-05,3.373819251362571e-05,lda,20,15,0.7536134579869158
MASTER_00024,1859_11.txt,Sketches of the Miau - tsze,"Bridgman, E. C.",1859,1850s,Anthropology and Social Customs,Ethnology,en,0.21130240413244702,9.235316061165022e-06,9.23531605860203e-06,9.23531592771436e-06,9.235316036870043e-06,9.235316035114926e-06,0.126299612772754,9.235316142866064e-06,9.2353159828737e-06,0.03097187365948367,0.24332156588595485,9.235316038889556e-06,9.23531605593715e-06,0.013827757596309933,9.235315927162397e-06,9.235316079461585e-06,0.10701601229399664,0.07546943443058017,9.235316049093801e-06,0.1916805154360779,lda,20,10,0.24332156588595485
MASTER_00018,1860_01.txt,The Small Chinese Lark,"Swinhoe, R.",1859,1850s,Natural Sciences,Zoology,en,0.11571720722315883,5.8343058752748184e-05,5.8343058031237185e-05,5.834305848182951e-05,5.83430584274114e-05,5.8343058577643624e-05,0.08835209443285222,5.8343058117150246e-05,5.8343058130633994e-05,0.4311948794443408,0.05834691830991831,0.20563568924543127,0.05172222913806662,5.834305834630509e-05,5.834305747898348e-05,5.8343058596834965e-05,5.834305858909905e-05,5.834305807301584e-05,5.8343058201606085e-05,0.04827252244842741,lda,20,9,0.4311948794443408
MASTER_00019,1860_02.txt,On the Banishment of Criminals in China,"Macgowan, D. J.",1859,1850s,"Politics, Government, and Law",Law,en,4.145937079834679e-05,0.1789917800318999,0.007911369426485479,4.1459370286097666e-05,4.1459370508084734e-05,0.014150524478650327,4.145937090952811e-05,0.04828103176880569,4.145937033857017e-05,4.145937062071124e-05,0.45016009980015675,4.1459370569468744e-05,4.145937083705106e-05,4.145937050518461e-05,4.1459370066649956e-05,0.2999247633051548,4.145937090214987e-05,4.1459370923999446e-05,4.145937076551304e-05,4.1459370815851384e-05,lda,20,10,0.45016009980015675
