L1,rank,term,tfidf_score,raw_count,document_count,document_frequency
Anthropology and Social Customs,3,game,0.3777033460110977,315,14,0.18421052631578946
Anthropology and Social Customs,4,tungus,0.33816113760360417,573,7,0.09210526315789473
Anthropology and Social Customs,5,black,0.2886862565281186,429,42,0.5526315789473685
Anthropology and Social Customs,6,son,0.28194297566334686,564,42,0.5526315789473685
Anthropology and Social Customs,7,tai,0.2522594407953075,201,21,0.27631578947368424
Anthropology and Social Customs,8,white,0.24967255150693882,422,39,0.5131578947368421
Anthropology and Social Customs,9,board,0.2491060674491915,189,21,0.27631578947368424
Anthropology and Social Customs,10,rice,0.24214940200279964,464,31,0.40789473684210525
Anthropology and Social Customs,11,family,0.23988423198139236,432,51,0.6710526315789473
Anthropology and Social Customs,12,emperor,0.2263399529092596,527,43,0.5657894736842105
Anthropology and Social Customs,13,son_king,0.225184618034585,97,4,0.05263157894736842
Anthropology and Social Customs,14,manchuria,0.2186038020789199,452,15,0.19736842105263158
Anthropology and Social Customs,15,buriats,0.21593090394982128,73,3,0.039473684210526314
Anthropology and Social Customs,16,river,0.21433818034330904,694,54,0.7105263157894737
Anthropology and Social Customs,17,dragon,0.21371447473303196,231,27,0.35526315789473684
Anthropology and Social Customs,18,length,0.2002687208405007,486,42,0.5526315789473685
Anthropology and Social Customs,19,tribes,0.19882248170170705,242,34,0.4473684210526316
Anthropology and Social Customs,20,word,0.19300172002686328,315,46,0.6052631578947368
Anthropology and Social Customs,21,foot,0.19240836663858912,254,42,0.5526315789473685
Anthropology and Social Customs,22,children,0.19084728304075185,351,42,0.5526315789473685
Anthropology and Social Customs,23,breadth,0.18801678501168362,335,13,0.17105263157894737
Anthropology and Social Customs,24,dead,0.18694415236587394,263,30,0.39473684210526316
Anthropology and Social Customs,25,northern,0.1821537104262176,476,35,0.4605263157894737
Religion and Philosophy,1,confucius,0.4258684129366858,612,47,0.6351351351351351
Religion and Philosophy,2,heaven,0.3869041883035454,889,63,0.8513513513513513
Religion and Philosophy,3,mohammed,0.3702827811593646,376,8,0.10810810810810811
Religion and Philosophy,4,buddha,0.29990668078805766,223,25,0.33783783783783783
Religion and Philosophy,5,god,0.2953631024697831,541,54,0.7297297297297297
Religion and Philosophy,6,prophet,0.2867567998552767,312,10,0.13513513513513514
Religion and Philosophy,7,tzu,0.2865823640402337,530,31,0.4189189189189189
Religion and Philosophy,8,king,0.2547761704451826,641,57,0.7702702702702703
Religion and Philosophy,9,shaman,0.25077770786205883,25,1,0.013513513513513514
Religion and Philosophy,10,destiny,0.24120349903073393,242,11,0.14864864864864866
Religion and Philosophy,11,emperor,0.23286526582625408,533,54,0.7297297297297297
Religion and Philosophy,12,wang,0.23136200012048783,364,42,0.5675675675675675
Religion and Philosophy,13,love,0.23008132049688038,177,32,0.43243243243243246
Religion and Philosophy,14,religion,0.2247070924282489,439,55,0.7432432432432432
Religion and Philosophy,15,tsi,0.2242868807038137,171,12,0.16216216216216217
Religion and Philosophy,16,moslem,0.22324219814887103,187,9,0.12162162162162163
Religion and Philosophy,17,spirits,0.2214726251562796,342,40,0.5405405405405406
Religion and Philosophy,18,christ,0.22100284911189433,117,21,0.28378378378378377
Religion and Philosophy,19,temple,0.2205123168091547,475,33,0.44594594594594594
Religion and Philosophy,20,doctrine,0.219418711250708,230,39,0.527027027027027
Religion and Philosophy,21,tao,0.2183053061664344,366,33,0.44594594594594594
Religion and Philosophy,22,yang,0.21484977539058472,352,48,0.6486486486486487
Religion and Philosophy,23,spirit,0.21172409406816023,383,46,0.6216216216216216
Religion and Philosophy,24,bishop,0.210492600984398,158,7,0.0945945945945946
Religion and Philosophy,25,lake,0.20918735191985394,135,14,0.1891891891891892
Geography and Travel,1,var,0.6256919879338588,65,4,0.05714285714285714
Geography and Travel,2,une,0.4668980374901131,857,9,0.12857142857142856
Geography and Travel,3,river,0.3933055174672381,1121,55,0.7857142857142857
Geography and Travel,4,city,0.3210078652389295,982,52,0.7428571428571429
Geography and Travel,5,plus,0.27327690842021307,495,12,0.17142857142857143
Geography and Travel,6,miles,0.26625372715003226,660,49,0.7
Geography and Travel,7,feet,0.22776470934926676,556,47,0.6714285714285714
Geography and Travel,8,yedo,0.2183317150363519,107,4,0.05714285714285714
Geography and Travel,9,tch,0.21147127149929434,370,6,0.08571428571428572
Geography and Travel,10,temple,0.20599569718978633,531,39,0.5571428571428572
Geography and Travel,11,giles,0.1978229737470409,88,8,0.11428571428571428
Geography and Travel,12,hills,0.19591953641522267,448,45,0.6428571428571429
Geography and Travel,13,journey,0.1948559102482843,521,41,0.5857142857142857
Geography and Travel,14,trade,0.18725207894792417,322,44,0.6285714285714286
Geography and Travel,15,canton,0.18686731330625866,190,24,0.34285714285714286
Geography and Travel,16,emperor,0.1839285679378554,385,44,0.6285714285714286
Geography and Travel,17,macao,0.18190398607781622,30,8,0.11428571428571428
Geography and Travel,18,road,0.18077774296932705,409,43,0.6142857142857143
Geography and Travel,19,japanese,0.17486082892102295,236,19,0.2714285714285714
Geography and Travel,20,ship,0.1719222799514626,81,20,0.2857142857142857
Geography and Travel,21,sea,0.1718150514288805,284,43,0.6142857142857143
Geography and Travel,22,portuguese,0.1708046338235826,22,9,0.12857142857142856
Geography and Travel,23,island,0.16757595062233405,256,32,0.45714285714285713
Geography and Travel,24,islands,0.16552555449311135,100,30,0.42857142857142855
Geography and Travel,25,district,0.16074652497994255,420,42,0.6
Literature and Language,1,manchu,0.39164087154156596,368,6,0.15384615384615385
Literature and Language,2,library,0.31174391176382754,192,7,0.1794871794871795
Literature and Language,3,words,0.20906742298391512,293,25,0.6410256410256411
Literature and Language,4,tsi,0.198904387877182,51,5,0.1282051282051282
Literature and Language,5,emperor,0.1884266836982482,254,23,0.5897435897435898
Literature and Language,6,characters,0.18727449021429607,105,22,0.5641025641025641
Literature and Language,7,language,0.18339885737840966,204,23,0.5897435897435898
Literature and Language,8,kite,0.16827512923024973,15,3,0.07692307692307693
Literature and Language,9,works,0.16370266185934165,100,17,0.4358974358974359
Literature and Language,10,posterior,0.1583828995680026,73,3,0.07692307692307693
Literature and Language,11,anterior,0.15509414323387358,72,3,0.07692307692307693
Literature and Language,12,han,0.15144723381754052,154,23,0.5897435897435898
Literature and Language,13,yuan,0.14641555432503134,200,13,0.3333333333333333
Literature and Language,14,hairs,0.13985601553865082,58,2,0.05128205128205128
Literature and Language,15,languages,0.13805214275409933,124,15,0.38461538461538464
Literature and Language,16,ventral,0.13798177250007335,58,2,0.05128205128205128
Literature and Language,17,bristle,0.1347908737268952,57,2,0.05128205128205128
Literature and Language,18,collection,0.1332786834368667,71,18,0.46153846153846156
Literature and Language,19,wei,0.13143099102846809,152,12,0.3076923076923077
Literature and Language,20,books,0.12379566775824359,87,19,0.48717948717948717
Literature and Language,21,dorsal,0.1230534266978038,52,2,0.05128205128205128
Literature and Language,22,dialects,0.12143545581989959,97,5,0.1282051282051282
Literature and Language,23,tone,0.11857504225234335,78,10,0.2564102564102564
Literature and Language,24,master,0.1179720745265221,50,18,0.46153846153846156
Literature and Language,25,word,0.11726858021364854,149,23,0.5897435897435898
Education,1,music,0.061079902901937294,97,2,0.5
Education,2,scholars,0.04481127073641694,51,3,0.75
Education,3,chih,0.03714084482635649,42,1,0.25
Education,4,plato,0.036698323757789815,46,1,0.25
Education,5,college,0.03625653899715753,41,1,0.25
Education,6,beauty,0.029518216935613545,37,1,0.25
Education,7,japanese,0.027710113075108542,32,3,0.75
Education,8,japan,0.026689559237729428,31,3,0.75
Education,9,science,0.0255831609952131,31,3,0.75
Education,10,language,0.02522919810728627,39,3,0.75
Education,11,art,0.02439152629308095,57,4,1.0
Education,12,study,0.02392796683601987,37,4,1.0
Education,13,sciences,0.02300503190293265,35,4,1.0
Education,14,dutch,0.02188873912076408,20,2,0.5
Education,15,physics,0.02188873912076408,20,2,0.5
Education,16,class,0.02188873912076408,20,2,0.5
Education,17,prince,0.02106536553754468,32,4,1.0
Education,18,confucius,0.020742530819620332,26,1,0.25
Education,19,natural,0.020619668522250216,25,3,0.75
Education,20,chemistry,0.019699865208687672,18,2,0.5
Education,21,moral,0.019594739985969906,37,3,0.75
Education,22,practical,0.019004051482350792,24,3,0.75
Education,23,languages,0.018570422413178245,21,1,0.25
Education,24,oriental,0.017990697993992784,26,2,0.5
Education,25,knowledge,0.017953933212881,28,4,1.0
"Politics, Government, and Law",1,law,0.2110507314551835,725,15,0.8823529411764706
"Politics, Government, and Law",2,salt,0.18568044549846885,228,6,0.35294117647058826
"Politics, Government, and Law",3,family,0.14222933193055187,396,14,0.8235294117647058
"Politics, Government, and Law",4,magistrate,0.1217521189278881,258,10,0.5882352941176471
"Politics, Government, and Law",5,wife,0.10107932949839206,240,6,0.35294117647058826
"Politics, Government, and Law",6,marriage,0.09659750951666951,258,9,0.5294117647058824
"Politics, Government, and Law",7,pao,0.09513907437937305,146,6,0.35294117647058826
"Politics, Government, and Law",8,father,0.08672108938490411,208,12,0.7058823529411765
"Politics, Government, and Law",9,esq,0.07906868078137771,77,2,0.11764705882352941
"Politics, Government, and Law",10,hoppo,0.07666708318952697,37,1,0.058823529411764705
"Politics, Government, and Law",11,husband,0.07615693096069877,203,8,0.47058823529411764
"Politics, Government, and Law",12,code,0.07026055895298164,174,10,0.5882352941176471
"Politics, Government, and Law",13,son,0.06644899188915826,175,13,0.7647058823529411
"Politics, Government, and Law",14,partners,0.06565729042744023,23,1,0.058823529411764705
"Politics, Government, and Law",15,duty,0.06402542035981838,103,10,0.5882352941176471
"Politics, Government, and Law",16,property,0.06396080063433136,109,12,0.7058823529411765
"Politics, Government, and Law",17,chinese_law,0.06247175426439572,159,9,0.5294117647058824
"Politics, Government, and Law",18,office,0.06212915451178577,145,11,0.6470588235294118
"Politics, Government, and Law",19,shih,0.060475367845759166,121,9,0.5294117647058824
"Politics, Government, and Law",20,emperor,0.05989825764922151,142,14,0.8235294117647058
"Politics, Government, and Law",21,cent,0.05938146362194416,68,9,0.5294117647058824
"Politics, Government, and Law",22,uan,0.05779847140917886,69,2,0.11764705882352941
"Politics, Government, and Law",23,government,0.05777492219585222,129,15,0.8823529411764706
"Politics, Government, and Law",24,debts,0.05731468390664316,28,3,0.17647058823529413
"Politics, Government, and Law",25,wang,0.05640162984773548,100,7,0.4117647058823529
History and Chronology,1,king,0.31183951817350863,882,48,0.8727272727272727
History and Chronology,2,emperor,0.30490159125299154,571,45,0.8181818181818182
History and Chronology,3,city,0.23738871856798444,513,37,0.6727272727272727
History and Chronology,4,shanghai,0.231682651477739,393,29,0.5272727272727272
History and Chronology,5,wang,0.22172374471211526,351,31,0.5636363636363636
History and Chronology,6,yuan,0.2153130013599011,118,17,0.3090909090909091
History and Chronology,7,government,0.20481857670788933,450,45,0.8181818181818182
History and Chronology,8,foreign,0.1988889386635811,412,38,0.6909090909090909
History and Chronology,9,tsi,0.19660941535590093,132,13,0.23636363636363636
History and Chronology,10,son,0.16173018815796925,411,38,0.6909090909090909
History and Chronology,11,han,0.16116176608788468,254,27,0.4909090909090909
History and Chronology,12,japan,0.15538059519519598,198,21,0.38181818181818183
History and Chronology,13,sent,0.15392998597408974,423,41,0.7454545454545455
History and Chronology,14,peking,0.15144866480819896,259,34,0.6181818181818182
History and Chronology,15,river,0.15100318819894257,377,39,0.7090909090909091
History and Chronology,16,nien,0.14536833057028847,21,6,0.10909090909090909
History and Chronology,17,parker,0.14505077285005966,16,7,0.12727272727272726
History and Chronology,18,hao,0.13697277302199654,54,9,0.16363636363636364
History and Chronology,19,characters,0.13643740431796433,350,29,0.5272727272727272
History and Chronology,20,shang,0.134757248621246,174,21,0.38181818181818183
History and Chronology,21,heaven,0.1341091155994909,250,35,0.6363636363636364
History and Chronology,22,shih,0.13410361227484935,86,22,0.4
History and Chronology,23,events,0.1339979105197212,247,33,0.6
History and Chronology,24,chow,0.13183006794309973,271,30,0.5454545454545454
History and Chronology,25,british,0.1317589895601529,175,22,0.4
Military,1,tls,0.043276784853770456,63,1,0.5
Military,2,manchu,0.027477323716679655,40,1,0.5
Military,3,gunpowder,0.01713537226487256,47,1,0.5
Military,4,tso,0.016486394230007792,24,1,0.5
Military,5,banners,0.0157994611370908,23,1,0.5
Military,6,pay,0.014425594951256818,21,1,0.5
Military,7,banner,0.013738661858339827,20,1,0.5
Military,8,total,0.012364795672505846,18,1,0.5
Military,9,peking,0.011989608650836215,25,2,1.0
Military,10,infantry,0.011677862579588853,17,1,0.5
Military,11,board,0.010782736363256006,23,2,1.0
Military,12,troops,0.00961706330083788,14,1,0.5
Military,13,guards,0.008930130207920889,13,1,0.5
Military,14,bannermen,0.008930130207920889,13,1,0.5
Military,15,rice,0.008930130207920889,13,1,0.5
Military,16,century,0.008789666465077535,33,2,1.0
Military,17,warfare,0.008749977326743437,24,1,0.5
Military,18,mongol,0.008598346969126435,19,2,1.0
Military,19,military,0.008429088170521584,21,2,1.0
Military,20,passage,0.008385394938129126,23,1,0.5
Military,21,cavalry,0.008243197115003896,12,1,0.5
Military,22,che,0.007752052976102179,29,2,1.0
Military,23,nan,0.007556264022086906,11,1,0.5
Military,24,ling,0.007556264022086906,11,1,0.5
Military,25,land,0.007556264022086906,11,1,0.5
"Economy, Trade, and Technology",1,taels,0.22163488967280515,713,8,0.6666666666666666
"Economy, Trade, and Technology",2,gold,0.15011605681117496,227,6,0.5
"Economy, Trade, and Technology",3,salt,0.1480092668846024,277,8,0.6666666666666666
"Economy, Trade, and Technology",4,union,0.13442723125180733,119,3,0.25
"Economy, Trade, and Technology",5,soci,0.1299992754976029,66,1,0.08333333333333333
"Economy, Trade, and Technology",6,river,0.12125488743639369,397,9,0.75
"Economy, Trade, and Technology",7,rockhill,0.11873083935510456,16,1,0.08333333333333333
"Economy, Trade, and Technology",8,canal,0.10588848472043229,189,5,0.4166666666666667
"Economy, Trade, and Technology",9,sommes,0.10498455989561005,63,2,0.16666666666666666
"Economy, Trade, and Technology",10,vers,0.09176993276081821,58,2,0.16666666666666666
"Economy, Trade, and Technology",11,yunnan,0.08696112549824334,127,3,0.25
"Economy, Trade, and Technology",12,trade,0.08338823296127273,260,9,0.75
"Economy, Trade, and Technology",13,route,0.07870439791451528,211,4,0.3333333333333333
"Economy, Trade, and Technology",14,tls,0.07757894896414905,128,6,0.5
"Economy, Trade, and Technology",15,tax,0.07278978356887694,157,4,0.3333333333333333
"Economy, Trade, and Technology",16,peking,0.06607828938817549,229,11,0.9166666666666666
"Economy, Trade, and Technology",17,tangut,0.06588673323564748,46,1,0.08333333333333333
"Economy, Trade, and Technology",18,shanghai,0.06581678005682262,172,9,0.75
"Economy, Trade, and Technology",19,silver,0.06430872211186703,140,8,0.6666666666666666
"Economy, Trade, and Technology",20,province,0.0631408712950494,282,10,0.8333333333333334
"Economy, Trade, and Technology",21,kiang,0.0628582899795281,164,6,0.5
"Economy, Trade, and Technology",22,argent,0.061230635540104224,37,2,0.16666666666666666
"Economy, Trade, and Technology",23,guild,0.06096767112919474,158,2,0.16666666666666666
"Economy, Trade, and Technology",24,nan,0.055514904674608304,145,7,0.5833333333333334
"Economy, Trade, and Technology",25,sap,0.05515120778686184,28,1,0.08333333333333333
