from,to,author,subject_l2,subject_l1,time_window,article_count,weight,first_year,last_year,titles
A_175,S_35,"Morgan, E.",Taoism,Religion and Philosophy,1918-1927,2,2,1921,1923,"Operations and manifestations of the Tao exemplified in history, The | Taoist superman, The"
A_256,S_44,"Grabau, A. W.",Anthropology,Anthropology and Social Customs,1928-1937,1,1,1934,1934,"Beginning of the human race, The"
A_249,S_44,"Kulp, D. H",Anthropology,Anthropology and Social Customs,1928-1937,1,1,1932,1932,Chinese anthropometrics : studies in Chekiang and Kwangtung
A_265,S_3,"Andrew, G. F.",Ethnology,Anthropology and Social Customs,1928-1937,1,1,1935,1935,Men and matters in the land of the Yellow Earth
A_163,S_3,"Chatley, H.",Ethnology,Anthropology and Social Customs,1928-1937,1,1,1929,1929,Did ancient Chinese culture come from Egypt ?
A_244,S_3,"Gapanovich, J. J.",Ethnology,Anthropology and Social Customs,1928-1937,1,1,1931,1931,"Asiatic origin of South American man, The"
A_224,S_41,Wang Kuo Wei（王国维）,Folklore,Anthropology and Social Customs,1928-1937,1,1,1928,1928,Chinese foot measures of the past nineteen centuries
A_250,S_20,"Murphy, D. C.",Antiquities,Arts and Archaeology,1928-1937,1,1,1932,1932,"Research museum in Far Eastern antiquities, A"
A_234,S_20,"Talbot, R. M.",Antiquities,Arts and Archaeology,1928-1937,1,1,1929,1929,"List of legible inscriptions on stones in the foreign cemetery on Double Island, Swatow, 1922"
A_131,S_23,"Ferguson, J. C.",Archaeology,Arts and Archaeology,1928-1937,2,2,1935,1936,"Inscriptions on bronzes | Six horses of T'ang T'ai Tsung, The"
A_204,S_23,"Fischer, E. S.",Archaeology,Arts and Archaeology,1928-1937,1,1,1933,1933,"T'ai Miao, a description of the supreme hall of sacrefices of the Forbidden City"
A_267,S_23,"Gibson, H. E.",Archaeology,Arts and Archaeology,1928-1937,2,2,1936,1937,"Inscribed bones of Shang, The | Music and musical instruments of Shang"
A_268,S_23,"Prip-Moller, J.",Archaeology,Arts and Archaeology,1928-1937,1,1,1936,1936,"On the building history of the Pao Shu T'a, Hangchow"
A_257,S_23,Teng Kuei（滕固）,Archaeology,Arts and Archaeology,1928-1937,1,1,1934,1934,Bamboo and bamboo painting
A_163,S_25,"Chatley, H.",Architecture,Arts and Archaeology,1928-1937,1,1,1936,1936,T'ai Chi Shang Yun the chinese astrological theory of creation
A_131,S_38,"Ferguson, J. C.",Painting,Arts and Archaeology,1928-1937,2,2,1932,1934,"Stories in Chinese paintings, III | Painters among Catholic missionaries and their helpers in Peking"
A_261,S_38,"Siren, O.",Painting,Arts and Archaeology,1928-1937,1,1,1935,1935,How the Chinese llok upon the art of painting
A_241,S_34,"Abraham, R. D.",Porcelain,Arts and Archaeology,1928-1937,1,1,1931,1931,Chinese pottery and porcelain : an appreciation
A_131,S_34,"Ferguson, J. C.",Porcelain,Arts and Archaeology,1928-1937,2,2,1928,1932,Shapes of porcelain vessels | Porcelains of successive dynasties
A_271,S_28,"Ch'en, S. C.",Economics,"Economy, Trade, and Technology",1928-1937,1,1,1936,1936,"Sang Hung - yang, economist of the early Han"
A_259,S_28,"Gale, E. M., Boodberg, P. A. and Lin, T. C.",Economics,"Economy, Trade, and Technology",1928-1937,1,1,1934,1934,Discourses on salt and iron (Yen T'ieh Lun : Chaps. XX - XXVIII)
A_232,S_28,"Kann, E.",Economics,"Economy, Trade, and Technology",1928-1937,1,1,1929,1929,"Gold in China : in its historical, practical and financial aspects"
A_226,S_10,"Phelps, D. L.",Education,Education,1928-1937,1,1,1928,1928,"Place of Music in the Platonic and Confucian systems of moral education, The"
A_231,S_42,Chang Hsin-hai（张歆海）,Asia,Geography and Travel,1928-1937,1,1,1929,1929,Some types of Chinese historical thought
A_137,S_42,"Moule, A. C.",Asia,Geography and Travel,1928-1937,1,1,1928,1928,"Murder of Achmach Bailo, The"
A_165,S_31,"Ayscough, F. W.",Geography,Geography and Travel,1928-1937,1,1,1930,1930,"Symbolism of the Forbidden City, Peking, The *"
A_263,S_31,"Drake, F. S.",Geography,Geography and Travel,1928-1937,1,1,1935,1935,China's North - west passage : a chapter in its opening
A_204,S_31,"Fischer, E. S.",Geography,Geography and Travel,1928-1937,1,1,1930,1930,"Journey to the Tung Ling and a visit to the desecrated Eastern Mausolea of the Ta Tsing dynasty, in 1929, A"
A_253,S_31,"Gale, E. M.",Geography,Geography and Travel,1928-1937,1,1,1937,1937,Chekiang highways
A_223,S_31,"Hayes, L. N.",Geography,Geography and Travel,1928-1937,1,1,1928,1928,The Great Wall of China
A_222,S_31,"MacGillivray, D.",Geography,Geography and Travel,1928-1937,1,1,1928,1928,"Jews of Honan, The"
A_248,S_31,"Moyer, R. T.",Geography,Geography and Travel,1928-1937,1,1,1932,1932,"Aridity of North China, The"
A_270,S_31,"Nystrom, E. T.",Geography,Geography and Travel,1928-1937,1,1,1936,1936,"Geophysical prospecting for gold, metallic ores and petroleum and its possible application in China, The"
A_252,S_31,"Penniston, J. B.",Geography,Geography and Travel,1928-1937,1,1,1933,1933,"Origin of loess, The"
A_254,S_5,Cheng Te-k'un,Travel,Geography and Travel,1928-1937,2,2,1933,1934,"Travels of Emperor Mu, The | Travels of Emperor MU, The (concluded)"
A_263,S_5,"Drake, F. S.",Travel,Geography and Travel,1928-1937,1,1,1936,1936,China's Northwest passage : the struggle for the Tarim Basin in the later Han dynasty
A_237,S_5,Wu Lieh-teh（伍连德）,Travel,Geography and Travel,1928-1937,1,1,1933,1933,Early Chinese travellers and their successors
A_229,S_29,Hu Shih（胡适）,Biography,History and Chronology,1928-1937,1,1,1928,1928,"Wang Mang, the socialist emperor of nineteen centuries ago"
A_163,S_27,"Chatley, H.","Chronology, Historical",History and Chronology,1928-1937,2,2,1931,1934,"History of the days of the week, The | Cycles of Cathay, The"
A_235,S_26,"Buxton, D.",History,History and Chronology,1928-1937,1,1,1930,1930,"Light thrown on ancient Chinese history by recent archaeological discoveries, The *"
A_163,S_26,"Chatley, H.",History,History and Chronology,1928-1937,1,1,1933,1933,Futher notes on the history of the days of the week
A_266,S_26,"Dubs, H. H.",History,History and Chronology,1928-1937,1,1,1936,1936,Han Kao - Tsu and Hsiang Yu
A_131,S_26,"Ferguson, J. C.",History,History and Chronology,1928-1937,1,1,1933,1933,Loyang as the national capital
A_253,S_26,"Gale, E. M.",History,History and Chronology,1928-1937,1,1,1933,1933,Some Chinese sources for the study of Northeastern Asia
A_272,S_26,"Goodrich, L. C.",History,History and Chronology,1928-1937,1,1,1937,1937,Korean interference with Chinese historical records
A_242,S_26,"Haward, E.",History,History and Chronology,1928-1937,1,1,1931,1931,"Indian frontier, The"
A_247,S_26,"Hughes, E. R.",History,History and Chronology,1928-1937,1,1,1932,1932,Political indealists and realists of China of the fourth and third centruies B. C.
A_236,S_26,"Soothill, W. E.",History,History and Chronology,1928-1937,1,1,1930,1930,Kingship in China *
A_264,S_33,Lin Tung-chi（林同济）,Language and languages,Literature and Language,1928-1937,1,1,1935,1935,"Word "" one "" in Chinese poetry, The"
A_255,S_33,"Rispaud, P. J.",Language and languages,Literature and Language,1928-1937,1,1,1933,1933,Notes sur les alphabets lu du Yun - nan et les denominations ethniques donnees aux T'ay
A_230,S_6,"Biallas, F. X.",Literature,Literature and Language,1928-1937,1,1,1928,1928,"K'u Yuan, his life and poems"
A_201,S_6,"Budd, C.",Literature,Literature and Language,1928-1937,1,1,1930,1930,Chinese poems
A_131,S_6,"Ferguson, J. C.",Literature,Literature and Language,1928-1937,1,1,1930,1930,"Stories in Chinese painting, II"
A_193,S_6,"Hudson, E.",Literature,Literature and Language,1928-1937,1,1,1928,1928,"Kite's message, The"
A_262,S_6,Lin Yu-tang（林语堂）,Literature,Literature and Language,1928-1937,1,1,1935,1935,"Technique and spirit of Chinese poetry, The"
A_258,S_6,"Lyon, D. W.",Literature,Literature and Language,1928-1937,1,1,1934,1934,"Past decade in Chinese literature, The"
A_225,S_6,"Meerkerk, M. E. R. F.",Literature,Literature and Language,1928-1937,1,1,1928,1928,"A German translation of the Hsi Hsiang Chi, A review"
A_175,S_6,"Morgan, E.",Literature,Literature and Language,1928-1937,1,1,1932,1932,Studies in conduct and character
A_248,S_13,"Moyer, R. T.",Agriculture,Natural Sciences,1928-1937,1,1,1937,1937,Some observations on the agriculture of inner Mongola
A_238,S_16,Coching Chu（竺可桢）,Astronomy,Natural Sciences,1928-1937,1,1,1931,1931,Climatic changes during historic time in China
A_266,S_16,"Dubs, H. H.",Astronomy,Natural Sciences,1928-1937,1,1,1935,1935,Eclipses during the first fifty years of the earlier Han dynasty
A_197,S_22,"Jacot, A. P.",Botany,Natural Sciences,1928-1937,1,1,1928,1928,Contributions from the Herbarium of the Shantung Christian University
A_233,S_22,"Liu, J. C.",Botany,Natural Sciences,1928-1937,1,1,1929,1929,"List of plant names included in the Cowdry Chihli flora, not recorded in the Index Florae Sinensis and its two supplements, A"
A_239,S_22,"Porterfield, W. M.",Botany,Natural Sciences,1928-1937,1,1,1931,1931,Bamboos in China
A_227,S_18,"Englaender, A. L.",Geology,Natural Sciences,1928-1937,2,2,1928,1929,"Origin and growth of deserts and the encroachment of the desert on North - China, The | Some notes on Aisa's Ice Age"
A_237,S_19,Wu Lieh-teh（伍连德）,Medicine,Natural Sciences,1928-1937,1,1,1931,1931,Early days of Western medicine in China
A_240,S_11,"Ping, C.",Zoology,Natural Sciences,1928-1937,1,1,1931,1931,Preliminary notes on the natural history of Nanking
A_217,S_43,"Freeman, M.",Political science,"Politics, Government, and Law",1928-1937,1,1,1928,1928,"Ch'ing dynasty criticism of Sung politico - philosophy, The"
A_260,S_1,Lee Shao-chang（李绍昌）,Buddhism,Religion and Philosophy,1928-1937,1,1,1934,1934,"Prajna - Paramita Hridaya Sutra or "" Essence of transcendental wisdom "" The (Hsuan Chuang, A. D. VIIth Cent.)"
A_246,S_21,"Saeki, P. Y.",Christianity,Religion and Philosophy,1928-1937,4,4,1932,1936,"Hsu - T'ing Mi - shi - so Sutra, or Jesus - Messian - Sutra, The | Translation of the fragments of the Nestorian writing in China, The | Translation of the fragments of the Nestorian writing in China, The (concluded) | Old problems concerning the Nestorian monument"
A_269,S_17,"Brown, M. H.",Confucianism,Religion and Philosophy,1928-1937,1,1,1936,1936,"Chinese attitude to peace and war in pre - Confucian Times, The"
A_186,S_40,"Mason, I.",Islam,Religion and Philosophy,1928-1937,2,2,1929,1931,"Mohammedans of China : when, and how they first came, The | Chinese - Moslem chronology"
A_120,S_8,"Forke, A.",Philosophy,Religion and Philosophy,1928-1937,1,1,1930,1930,"Philosopher Yang Hsiung, The *"
A_217,S_8,"Freeman, M.",Philosophy,Religion and Philosophy,1928-1937,1,1,1933,1933,"Philosophy of Tai Tung - yuan, The"
A_175,S_8,"Morgan, E.",Philosophy,Religion and Philosophy,1928-1937,1,1,1931,1931,"Cosmic spirit, The"
A_243,S_8,Tsai Yuen-Pei（蔡元培）,Philosophy,Religion and Philosophy,1928-1937,1,1,1931,1931,"Chinese nation and the doctrine of the golden mean, The"
A_251,S_30,"Bishop, C. W.",Religion,Religion and Philosophy,1928-1937,1,1,1933,1933,"Worship of Earth in Ancient China, The"
A_245,S_30,"Johnston, R. F.",Religion,Religion and Philosophy,1928-1937,1,1,1932,1932,"Poet - monk of Modern China, A"
A_228,S_30,"White, L. M.",Religion,Religion and Philosophy,1928-1937,1,1,1928,1928,Early Christianity in Japan
A_125,S_30,"Williams, E. T.",Religion,Religion and Philosophy,1928-1937,2,2,1935,1936,"Worship of Lei Tsu, patron saint of silk workers, The | Agricultural rites in the religion of old China"
A_282,S_3,"Ankerson, W. A.",Ethnology,Anthropology and Social Customs,1938-1948,1,1,1946,1946,"Chinese shadow play, The"
A_278,S_3,"Poston, D. G.",Ethnology,Anthropology and Social Customs,1938-1948,1,1,1940,1940,Bits of old Soochow
A_159,S_3,"Sowerby, A. de C.",Ethnology,Anthropology and Social Customs,1938-1948,1,1,1939,1939,Some Chinese animal myths and legends (presidential address)
A_279,S_23,"Beath, S. S.",Archaeology,Arts and Archaeology,1938-1948,1,1,1946,1946,Ching Te Chen procelain city of emperors
A_263,S_23,"Drake, F. S.",Archaeology,Arts and Archaeology,1938-1948,1,1,1940,1940,"Inscribed Chou pottery vessel, An"
A_277,S_23,"Dunlap, E. W.",Archaeology,Arts and Archaeology,1938-1948,1,1,1940,1940,"Chin Shan Tsui Temple Peitaiho, The"
A_131,S_23,"Ferguson, J. C.",Archaeology,Arts and Archaeology,1938-1948,1,1,1946,1946,Decorations of Chinese bronzes
A_159,S_23,"Sowerby, A. de C.",Archaeology,Arts and Archaeology,1938-1948,1,1,1938,1938,Pottery tomb figures of ancient China (presidential address)
A_267,S_28,"Gibson, H. E.",Economics,"Economy, Trade, and Technology",1938-1948,1,1,1940,1940,Cowries as money during the Shang and Chou periods
A_204,S_31,"Fischer, E. S.",Geography,Geography and Travel,1938-1948,1,1,1940,1940,Jehol
A_175,S_26,"Morgan, E.",History,History and Chronology,1938-1948,1,1,1938,1938,Times and manners in the age of the Emperor Kang Hsi
A_280,S_26,"Roberts, D.",History,History and Chronology,1938-1948,1,1,1946,1946,Interpretations of Chinese history
A_276,S_26,"Tomkinson, L.",History,History and Chronology,1938-1948,1,1,1940,1940,Chinese historical attitudes to peace and war
A_267,S_33,"Gibson, H. E.",Language and languages,Literature and Language,1938-1948,1,1,1939,1939,"Evolution of Chinese characters beginning from Shang pictographs, The"
A_288,S_33,"Gillett, M. C.",Language and languages,Literature and Language,1938-1948,1,1,1948,1948,Some notes on the blue Turkish tongue
A_273,S_33,"Stifler, S. R.",Language and languages,Literature and Language,1938-1948,1,1,1938,1938,"Language students of the East India company's Canton factory, The"
A_274,S_33,Wen Yu,Language and languages,Literature and Language,1938-1948,1,1,1938,1938,"Influence of liquids upon the dissolution of initial consonant groups of the indo sinic families, The"
A_283,S_6,"Schwarz, K. L.",Literature,Literature and Language,1938-1948,1,1,1946,1946,Bibliographical catalogue of European books printed before 1900
A_275,S_19,"Read, B. E.",Medicine,Natural Sciences,1938-1948,1,1,1940,1940,Insects used in Chinese medicine
A_285,S_11,"House, I. E.",Zoology,Natural Sciences,1938-1948,1,1,1948,1948,"Butterfly hunting in Pi Hu, S. Chekiang"
A_159,S_11,"Sowerby, A. de C.",Zoology,Natural Sciences,1938-1948,1,1,1940,1940,Some remarkable animals of China (presidential address)
A_281,S_12,"Ruffe, M. D'Auxion de",Law,"Politics, Government, and Law",1938-1948,1,1,1946,1946,Criminal law in ancient China
A_287,S_21,Chang Hsing Lang（张星烺）,Christianity,Religion and Philosophy,1938-1948,1,1,1948,1948,"Cause which induced the monk I - szu, the Nestorian Archbishop of Ch'ang an, to come to China and the exact date of his arrival, The"
A_284,S_21,"Francis, J. de",Christianity,Religion and Philosophy,1938-1948,1,1,1948,1948,"Missionary contribution to Chinese nationalism, A"
A_204,S_30,"Fischer, E. S.",Religion,Religion and Philosophy,1938-1948,1,1,1946,1946,"Sacred Lamaist dances, The"
A_267,S_30,"Gibson, H. E.",Religion,Religion and Philosophy,1938-1948,1,1,1938,1938,Domesticated animals of Shang and their sacrifice
A_175,S_30,"Morgan, E.",Religion,Religion and Philosophy,1938-1948,1,1,1939,1939,Sacrifices in ancient China
A_125,S_30,"Williams, E. T.",Religion,Religion and Philosophy,1938-1948,1,1,1939,1939,Worshipping imperial ancestors in Peking
A_286,S_30,Yao Shan-yu,Religion,Religion and Philosophy,1938-1948,1,1,1948,1948,"Cosmological and anthropological philosophy of Tung Chung - shu, The"
