master_id,year,volume,author,page,page_original,content_page_number,subject,title,year_start,year_end,Article?,In PDF?,notes,url,article_id,source,In Index?,need to check subject?,toc_source_pdf
MASTER_00295,1900-1901,NS 33,"Macklin, W. E.",236,236-260,,Philosophy,Mencius and some other reformers of China,1900,1901,,y,,,,,y,,
MASTER_00296,1900-1901,NS 33,"Walshe, W. G.",261,261-283,,History,"Ancient city of Shaohing, The",1900,1901,,y,"SHAOHING, Shaoxing, 绍兴; Cheh-kiang, Zhejiang Province, 浙江省",,,,y,,
MASTER_00297,1901-1902,NS 34,"Forke, A.",1,1-100,,Philosophy,"Chinese sophists, The",1901,1902,,y,,,XXXIV_1901_01,source_a,y,,
MASTER_00298,1901-1902,NS 36,"Box, E.",101,101-135,,Folkore,Shanghai folk - lore,1901,1902,,y,,,,,y,,
MASTER_00299,1901-1902,NS 34,"Kingsmill, T. W.",136,136-141,,Ethnology,"Hirth, Dr. F., and the Hiung Nu",1901,1902,,y,,,,,y,,
MASTER_00300,1903-1904,NS 35,"Edkins, J.",1,"1,20",,Biography,"Kwo Tsi, an eminent military commander of the Tang Dynasty",1903,1904,,y,"KWO TSI YI, Guo Ziyi, 郭子仪",,XXXV_1903_01,source_a,y,,
MASTER_00301,1903-1904,NS 35,"Chalfant, F. H.",21,21-25,,Manners and customs,Standard weights and measures of the Ch ' in Dynasty *,1903,1904,,y,,,XXXV_1903_02,source_a,y,,
MASTER_00302,1903-1904,NS 35,"Walshe, W. G.",26,26-64,,Manners and customs,Some Chinese funeral customs,1903,1904,,y,,,,,y,,
MASTER_00303,1903-1904,NS 35,"Ferguson, J. C.",65,65-75,,Biography,Wang An - shih,1903,1904,,y,,,,,y,,
MASTER_00304,1903-1904,NS 35,"Kingsmill, T. W.",76,76-101,,Ethnology,"Mantses and the Golden Chersonese, The",1903,1904,,y,,,XXXV_1903_05,source_a,y,,
MASTER_00305,1905,NS 36,"Carey, F. W.",1,1-35,,Travel,Notes of an overland journey from Szemao to Rangoon *,1905,1905,,y,"Szemao, Simao, currently Pu'er, 思茅，今普洱; Rangoon. Yangon, 仰光",,,,y,,
MASTER_00306,1905,NS 36,"Vale, J.",36,36-50,,Agriculture,Irrigation of the Ch'eng tu Plain and beyond *,1905,1905,,y,"Chen-tu, Chengdu, 成都",,,,y,,
MASTER_00307,1905,NS 36,"Watson, W. C. H.",51,51-102,,Travel,Journey to Sungp ' an *,1905,1905,,y,"Sungp'an, Songpan, 松潘",,,,y,,
MASTER_00308,1905,NS 36,"Leavenworth, C. S.",103,103-119,,History,"History of the Loochoo Islands, The",1905,1905,,y,,,,,y,,
MASTER_00309,1905,NS 36,"Mencarini, J.",120,120-129,,Travel,Java,1905,1905,,y,,,,,y,,
MASTER_00298,1905,NS 36,"Box, E.",130,130-156,,Mythology,Shanghai folk - lore,1905,1905,,y,,,,,y,,
MASTER_00310,1906,NS 37,"Martin, W. A. P.",1,46042,5,Judaism,"Jewish monument at Kaifungfu, The",1906,1906,,y,"Kaifungfu. Kaifengfu, 开封府",,XXXVII_1906_01,source_a,y,,
MASTER_00311,1906,NS 37,"Kingsmill, T. W.",21,21-54,,Ethnology,Ancient Tibet and its frontagers,1906,1906,,y,,,,,y,,
MASTER_00312,1906,NS 37,"Ferguson, J. C.",55,55-82,,Economics,Notes on Chinese banking system in Shanghai,1906,1906,,y,,,,,y,,
MASTER_00313,1906,NS 37,"Alabaster, E.",83,83-149,,Law,Notes on Chinese law and practice preceding revision,1906,1906,,y,,,,,y,,
MASTER_00314,1906,NS 37,"Headland, I. T.",150,150-184,,Manners and customs,Chinese children's games,1906,1906,,y,,,,,y,,
MASTER_00315,1907,NS 38,"Morse, H. B.",1,1-60,,Numismatics,Currency in China *,1907,1907,,y,,,XXXVIII_1907_01,source_a,y,,
MASTER_00316,1907,NS 38,"Williams, E. T.",61,61-96,,Law,Witchcraft in the Chinese penal code,1907,1907,,y,,,XXXVIII_1907_02,source_a,y,,
MASTER_00317,1907,NS 38,"Faber, E.",97,97-164,,Botany,Contribution to the nomenclature of Chinese plants,1907,1907,,y,,,,,y,,
MASTER_00318,1907,NS 38,"Kingsmill, T. W.",165,165-215,,Astronomy,"Two zodiacs (solar and lunar), their origin and connections, The",1907,1907,,y,,,,,y,,
MASTER_00319,1908,NS 39,"Moule, A. C.",1,1-160,,Music,"List of the musical and other sound - producing instruments of the Chinese, A *",1908,1908,,y,,,XXXIX_1908_01,source_a,y,,
MASTER_00320,1909,NS 40,"Alexeieff, V.",1,46031,,Archaeology,Archaeological survey of the environs of China's ancient capitals,1909,1909,,y,,,XL_1909_01,source_a,y,,v.40-42 1909-1911.pdf
MASTER_00321,1909,NS 40,"Parker, E. H.",10,10-43,,Law,"The Principles of Chinese law and equity, ",1909,1909,,y,,,XL_1909_02,source_a,y,,v.40-42 1909-1911.pdf
MASTER_00322,1909,NS 40,"Arnold, J. H.",44,44-68,,Travel,"The Ascent of Mt. Morrison (Niitaka Yama),",1909,1909,,y,,,,,y,,v.40-42 1909-1911.pdf
MASTER_00323,1909,NS 40,"Touche, J. D. D. La",69,69-107,,Zoology,"Collection of birds in the Shanghai Museum, The",1909,1909,,y,,,XL_1909_04,source_a,y,,v.40-42 1909-1911.pdf
MASTER_00325,1910,NS 41,"Hall, J. C.",1,"1,25",185,Confucianism,"Confucian reformers in Japan in the 18th Century, The (Trans. of Dazai's "" Exposition of Doctrine "")",1910,1910,,y,,https://babel.hathitrust.org/cgi/pt?id=coo.31924079401513&seq=187,_1910_01,source_b,y,,v.40-42 1909-1911.pdf
MASTER_00326,1910,NS 41,"Kingsmill, T. W.",26,26-56,,Music,"Music of China, The *",1910,1910,,y,,,,,y,,v.40-42 1909-1911.pdf
MASTER_00327,1910,NS 41,"Moule, A. C.",,,,Christianity,Notices of the Nestorian missions from Chinese sources other than the Christian monument *,1910,1910,,n,,,,,y,,v.40-42 1909-1911.pdf
MASTER_00328,1910,NS 41,"Torrance, T.",57,57-76,,Manners and customs,Burial customs in Sz - chuan *,1910,1910,,y,,,,,y,,v.40-42 1909-1911.pdf
MASTER_00324,1910,NS 41,"Moule, A. C.",76,76-116,,Archaeology,"Christian monument at Hsi - an - fu, The",1910,1910,,y,,,,,y,,v.40-42 1909-1911.pdf
MASTER_00329,1911,NS 42,"Williams, F. W. (ed.)",,,,Contemporary History,The journal of the S. Wells Williams (April 1858 - January 1860),1911,1911,,y,,,,,y,,v.40-42 1909-1911.pdf
MASTER_00330,1912,NS 43,"Moule, A. C.",1,46112,,Religion,T'ai Shan *,1912,1912,,y,"TAI SHAN, 泰山",,,,y,,v.43-45 1912-14.pdf
MASTER_00331,1912,NS 43,"Reymond, C. du Bois",32,32-43,,Manners and customs,Notes on Chinese archery,1912,1912,,y,,,,,y,,v.43-45 1912-14.pdf
MASTER_00332,1912,NS 43,"Warren, G. G.",44,44-62,,Archaeology,Three sites in Hunan connected with the classical legendary history of China *,1912,1912,,y,,,XLIII_1912_03,source_a,y,,v.43-45 1912-14.pdf
MASTER_00333,1912,NS 43,"Stanley, A.",65,63-68,,Decorative arts,Chinese art metal work *,1912,1912,,y,,,,,y,,v.43-45 1912-14.pdf
MASTER_00334,1912,NS 43,"Hodous, L.",69,69-80,,Manners and customs,"Great Summer Festival of China as observed in Foochow, The",1912,1912,,y,,,,,y,,v.43-45 1912-14.pdf
MASTER_00335,1912,NS 43,"McCormick, F.",129,129-188,,Art,China's monuments,1912,1912,,y,,,,,y,,v.43-45 1912-14.pdf
MASTER_00336,1913,NS 44,"Stanley, A.",65,65-76,,Decorative arts,Chinese embroidery and other textile work *,1913,1913,,y,,,,,y,,v.43-45 1912-14.pdf
MASTER_00337,1913,NS 44,,,,,Art,Corrections and notes,1913,1913,,y,,,,,y,,v.43-45 1912-14.pdf
MASTER_00337,1913,NS 44,,,,,Christianity,Corrections and notes,1913,1913,,y,,,,,y,,v.43-45 1912-14.pdf
MASTER_00338,1913,NS 44,Timothy Richard.Litt.D.,,,,Literature,Introduction to a great Chinese epic or religious allegory by Ch'iu Ch'ang Ch ' un,1913,1913,,n,,,,,y,,v.43-45 1912-14.pdf
,1913,NS 45,Timothy Richard.Litt.D.,1,46032,,Literature,One of the World's Literary Masterpieces,1913,1913,,y,,,,,y,y,v.43-45 1912-14.pdf
MASTER_00340,1913,NS 44,"Williams, E. T.",11,11-45,,Confucianism,"State religion of china during the Manchu Dynasty, The *",1913,1913,,y,,https://babel.hathitrust.org/cgi/pt?id=chi.13256147&seq=313,_1913_02,source_b,y,,v.43-45 1912-14.pdf
MASTER_00341,1913,NS 44,"Henke, F. G.",46,46-64,,Philosophy,The philosophy of Wang Yang Ming,1913,1913,,y,,,,,y,,v.43-45 1912-14.pdf
,1913,NS 45,"Stanley, A.",65,65-75,,Art,Chinese Embroidery and Other Art Textile Work,1913,1913,,y,,,,,n,y,v.43-45 1912-14.pdf
MASTER_00339,1913,NS 44,"Parker, E. H.",76,76-99,,History,Mongolia after the Genghizides and before the Manchus,1913,1913,,y,,,,,y,,v.43-45 1912-14.pdf
MASTER_00342,1913,NS 44,"Shields, E. T.",100,100-109,,Travel,Omei San : the sacred mountain of West China,1913,1913,,y,,https://babel.hathitrust.org/cgi/pt?id=chi.13256147&seq=432,_1913_07,source_b,y,,v.43-45 1912-14.pdf
MASTER_00343,1913,NS 44,"N. G. Moffett, L. I. and Gee,",,,,Zoology,Check list of birds of the Lower Yangtze valley from Hankow to the sea,1913,1913,,y,,,,,y,,v.43-45 1912-14.pdf
MASTER_00344,1913,NS 44,"Richmond, C. W.",,,,Zoology,Appendix,1913,1913,,y,,,,,y,,v.43-45 1912-14.pdf
MASTER_00345,1914,NS 45,"Wilhelm, R.",1,46034,,Taoism,On the Sources of Chinese Taoism,1914,1914,,y,,,,,y,,v.43-45 1912-14.pdf
MASTER_00346,1914,NS 45,"Ferguson, J. C.",13,13-20,,Painting,""" Ink Remains "", by An I - chou",1914,1914,,y,,,,,y,,v.43-45 1912-14.pdf
MASTER_00347,1914,NS 45,"Stanley, A.",21,21-31,,Zoology,"Collection of Chinese reptiles in the Shanghai Museum, The",1914,1914,,y,,,,,y,,v.43-45 1912-14.pdf
MASTER_00348,1914,NS 45,"Edgar, J. H.",32,32-45,,Geology,from Batang to Menkong * Through the land of deep corrosions,1914,1914,,y,"BATANG, 巴塘; MENKONG, Mangkang, 芒康",,,,y,,v.43-45 1912-14.pdf
MASTER_00349,1914,NS 45,"Edgar, J. H.",46,46-56,,Hydrology,The Great wall,1914,1914,,y,"HUANGHO, Yellow River, 黄河",,,,y,,v.43-45 1912-14.pdf
MASTER_00350,1914,NS 45,"Edgar, J. H.",57,57-64,,Meteorology,Notes on temperatures in high altitudes on the Tibetan border,1914,1914,,y,,,,,y,,v.43-45 1912-14.pdf
MASTER_00351,1914,NS 45,"Couling, S.",65,65-75,,Archaeology,"Oracle - bones from Honan, The *",1914,1914,,y,"HONAN, Henan Province, 河南省",,,,y,,v.43-45 1912-14.pdf
MASTER_00352,1914,NS 45,"Stanley, A.",76,76-84,,Decorative arts,Chinese wood carving *,1914,1914,,y,,,,,y,,v.43-45 1912-14.pdf
MASTER_00353,1914,NS 45,"Reymond, C. du Bois",85,85-90,,Art,"Chinese sun - dial, A *",1914,1914,,y,,,XLV_1914_10,source_a,y,,v.43-45 1912-14.pdf
MASTER_00354,1914,NS 45,""" Ardsheal "" Sections i - xix *",91,91-109,,Literature,Reminiscenes of a Chinese Viceroy's secretary,1914,1914,,y,,,,,y,,v.43-45 1912-14.pdf
MASTER_00355,1914,NS 45,"Lobingier, C. S.",110,110-123,,Law,"Bibliographical introduction to the study of Chinese law, A",1914,1914,,y,,,,,y,,v.43-45 1912-14.pdf
MASTER_00356,1914,NS 45,"Moule, A. C.",124,124-125,,"Chronology, Historical","Table of the Emperors of the Yuan Dynasty, A",1914,1914,,y,,,XLV_1914_13,source_a,y,,v.43-45 1912-14.pdf
MASTER_00357,1915,NS 46,"Stanley, A.",1,46038,,Archaeology,Putoshan *,1915,1915,,y,,,,,y,,
MASTER_00358,1915,NS 46,"Moule, A. C.",17,17-45,,Christianity,Notices of Christianity in China. Extracted from Marco Polo *,1915,1915,,y,,,XLVI_1915_02,source_a,y,,
MASTER_00359,1915,NS 46,"Bradley, C. B.",38,38-44,,Literature,"Tone - accents of two Chinese dialects, The *",1915,1915,,n,,,,,y,,
MASTER_00360,1915,NS 46,"Couling, S.",45,45-57,,Architecture,Chinese pagodas,1915,1915,,y,,,,,y,,
MASTER_00361,1915,NS 46,"Hodous, L.",58,58-60,,Manners and customs,"Ch'ing Ming Festival, The",1915,1915,,y,,,,,y,,
MASTER_00362,1915,NS 46,"Translated by "" Ardsheal "" Sections",61,61-76,,Literature,Reminiscenes of a Chinese Viceroy's secretary,1915,1915,,y,,,,,y,,
MASTER_00363,1915,NS 46,"Warren, G. G.",77,77-100,,Antiquities,The Wu Pan tablet,1915,1915,,y,,,,,y,,
MASTER_00364,1915,NS 46,"Tyler, W. F.",101,101-116,,Astronomy,"On a large meteorite February 13, 1915 *",1915,1915,,y,,,XLVI_1915_09,source_a,y,,
MASTER_00366,1916,NS 47,"Ferguson, J. C.",,,,Bronzes,Early Chinese bronzes *,1916,1916,,y,,,,,y,,v.47-48 1916-1917.pdf
MASTER_00365,1916,NS 47,"Warren, G. G.",39,,,Literature,M.Chavannes ' editions of Ssu - ma Chien,1916,1916,,y,,https://babel.hathitrust.org/cgi/pt?id=coo.31924079401570&seq=52,_1916_02,source_b,y,,v.47-48 1916-1917.pdf
MASTER_00368,1916,NS 47,"Ward, F. K.",,,,Botany,Notes on the flora of the W. Ssuch ' uan Mountains,1916,1916,,y,,,,,y,,v.47-48 1916-1917.pdf
MASTER_00367,1916,NS 47,"Annandale, N.",,,,Zoology,"Freshwater sponges from the T'ai Hu (Great Lake) of the Kiangsu Province, China",1916,1916,,y,,https://babel.hathitrust.org/cgi/pt?id=coo.31924079401570&seq=89,_1916_04,source_b,y,,v.47-48 1916-1917.pdf
MASTER_00369,1916,NS 47,"Sowerby, A. de C.",,,,Zoology,Recent research upon the mammalia of North China,1916,1916,,y,,,,,y,,v.47-48 1916-1917.pdf
MASTER_00372,1916,NS 47,"Stanley, A.",,,,Zoology,Two new species of Chinese snakes *,1916,1916,,y,,,,,y,,v.47-48 1916-1917.pdf
MASTER_00370,1916,NS 47,"Parker, A. P.",,,,History,Some notes on the history and folk lore of old Shanghai,1916,1916,,y,,,,,y,,v.47-48 1916-1917.pdf
MASTER_00371,1916,NS 47,"Latourette, K. S.",,,,History,Survey of the work by Western students of Chinese history,1916,1916,,y,,,,,y,,v.47-48 1916-1917.pdf
MASTER_00389,1917,NS 48,"Inglis, J. W.",1,46034,#227p183,Buddhism,"Vows of Amida, The",1917,1917,,y,,,,,y,,v.47-48 1916-1917.pdf
MASTER_00384,1917,NS 48,"Inglis, J. W.",12,46371,,Buddhism,"Nestorian share in Buddhist translation, The",1917,1917,,y,,https://babel.hathitrust.org/cgi/pt?id=coo.31924079401570&seq=258,_1917_02,source_b,y,,v.47-48 1916-1917.pdf
MASTER_00381,1917,NS 48,"Chatley, H.",16,16-28,,Religion,Magical practice in China,1917,1917,,y,,,,,y,,v.47-48 1916-1917.pdf
MASTER_00376,1917,NS 48,"Hodous, L.",29,29-41,,Mythology,"Dragon, The",1917,1917,,y,,,,,y,,v.47-48 1916-1917.pdf
MASTER_00375,1917,NS 48,"Edgar, J. H.",42,42-56,,Ethnology,"Country and some customs of the Szechwan Mantze, The",1917,1917,,y,,https://babel.hathitrust.org/cgi/pt?id=coo.31924079401570&seq=292,_1917_06,source_b,y,,v.47-48 1916-1917.pdf
MASTER_00387,1917,NS 48,"Ayscough, F. W.",57,57-70,,Religion,Shrines of History. Peak of the East T'ai Shan *,1917,1917,,y,,,,,y,,v.47-48 1916-1917.pdf
MASTER_00380,1917,NS 48,"Laver, H. E.",71,71-82,,Zoology,Land birds and others met with at sea off the coast of China in 1915,1917,1917,,y,,https://babel.hathitrust.org/cgi/pt?id=coo.31924079401570&seq=323,_1917_08,source_b,y,,v.47-48 1916-1917.pdf
MASTER_00382,1917,NS 48,"Stanley, A.",83,83-84,,Art,"Method of making ink rubbings, The *",1917,1917,,y,,,,,y,,v.47-48 1916-1917.pdf
MASTER_00388,1917,NS 48,"Edgar, J. H.",85,85-87,,Archaeology,Stone implements on the Upper Yangtze and Min Rivers *,1917,1917,,y,,,,,y,,v.47-48 1916-1917.pdf
MASTER_00383,1917,NS 48,"Couling, S.",88,88-90,,Literature,"Morrison Library, The G. E.",1917,1917,,y,,https://babel.hathitrust.org/cgi/pt?id=coo.31924079401570&seq=344,_1917_11,source_b,y,,v.47-48 1916-1917.pdf
MASTER_00379,1917,NS 48,"Lanning, G.",91,91-114,,Language and languages,"Kinship of the English and Chinese languages, The",1917,1917,,y,,,,,y,,v.47-48 1916-1917.pdf
MASTER_00378,1917,NS 48,,115,115-117,,Buddhism,Introduction to the Buddhist library of Huen chwang by the Emperor Tai Tsung,1917,1917,,y,,,,,y,,v.47-48 1916-1917.pdf
MASTER_00374,1917,NS 48,"Ros, G.",118,118-144,,Numismatics,Coins of the Republic of China *,1917,1917,,y,,,,,y,,v.47-48 1916-1917.pdf
MASTER_00385,1917,NS 48,"Segalen, V.",145,145-162,,Sculpture,Recent discoveries in ancient Chinese sculpture *,1917,1917,,y,,,,,y,,v.47-48 1916-1917.pdf
MASTER_00377,1917,NS 48,"Ferguson, J. C.",163,163-170,,Bronzes,Four examples of Chinese bronze statuary *,1917,1917,,y,,https://babel.hathitrust.org/cgi/pt?id=coo.31924079401570&seq=453,_1917_17,source_b,y,,v.47-48 1916-1917.pdf
MASTER_00386,1917,NS 48,"Wright, H. K.",171,171-188,,Religion,"Religious element in the Tso Chuan, The",1917,1917,,y,,https://babel.hathitrust.org/cgi/pt?id=coo.31924079401570&seq=465,_1917_18,source_b,y,,v.47-48 1916-1917.pdf
MASTER_00373,1917,NS 48,"Ferguson, J. C.",,,,Painting,""" Ink Remains "" by An I - chou, See also N. Q.",1917,1917,,n,,,,,y,,v.47-48 1916-1917.pdf
MASTER_00390,1918,NS 49,"Chatley, H.",1,46034,1,Hydrology,River problems in China *,1918,1918,,y,,,,,y,,
MASTER_00391,1918,NS 49,"Laver, H. E.",13,13-37,,Zoology,"Some notes on land - birds, including also general remarks on the birds observed at sea on the coast of China in 1916",1918,1918,,y,,,XLIX_1918_02,source_a,y,,
MASTER_00392,1918,NS 49,"Zwemer, S. M.",38,38-52,,Islam,Animistic elements in Moslem prayer,1918,1918,,y,,,,,y,,
MASTER_00393,1918,NS 49,"Ling, P. C.",53,53-75,,Taoism,"Eight Immortals of the Taoist religion, The",1918,1918,,y,,,,,y,,
MASTER_00394,1918,NS 49,"Hodous, L.",76,76-81,,Manners and customs,"Kite Festival in Foochow, China, The",1918,1918,,y,"FOOCHOW, Fuzhou, 福州市",,,,y,,
MASTER_00395,1918,NS 49,"Harding, H. L.",82,82-85,,Manners and customs,On a method of divination practised at Foochow,1918,1918,,y,,,XLIX_1918_06,source_a,y,,
MASTER_00396,1918,NS 49,"Ottewill, H. A.",86,86-92,,Manners and customs,"Note on the Tu Ti'en Hui held at Chinkiang on the 31st May, 1917",1918,1918,,y,"CHINKIANG, Zhenjiang, 镇江市",,XLIX_1918_07,source_a,y,,
MASTER_00397,1918,NS 49,Hutson J.,93,93-100,,Religion,"Domestic altar, The",1918,1918,,y,,,,,y,,
MASTER_00398,1918,NS 49,"Ferguson, J. C.",101,101-110,,Painting,Ku K'ai - chih's scroll in the British Museum *,1918,1918,,y,"KU K'AI-CHIH, Gu Kaizhi, 顾恺之",,,,y,,
MASTER_00399,1918,NS 49,"Bruce, J. P.",111,111-127,,Philosophy,"Theistic import of the Sung philosophy, The",1918,1918,,y,,,XLIX_1918_10,source_a,y,,
MASTER_00400,1918,NS 49,"Morgan, E.",128,128-143,,Religion,"Case of ritualism, A",1918,1918,,y,,,,,y,,
MASTER_00401,1918,NS 49,"Kliene, C.",144,144-159,,History,Chinese puzzledom,1918,1918,,y,,,,,y,,
MASTER_00402,1919,NS 50,"Edmunds, C. K.",1,46047,,Travel,Thirty thousand miles in China *,1919,1919,,y,,,,,y,,
MASTER_00403,1919,NS 50,"Williams, C. A. S.",26,26-34,,Literature,Chinese metaphorical zoology,1919,1919,,y,,,L_1919_02,source_a,y,,
MASTER_00404,1919,NS 50,"Lobingier, C. S.",35,35-48,,Ethnology,"Early Malays and their neighbours, The",1919,1919,,y,,,,,y,,
MASTER_00405,1919,NS 50,"Skvortzow, B. W.",49,49-107,,Agriculture,"Notes on the agriculture, botany and the zoology of China, Sections i - xxxii *",1919,1919,,y,,,,,y,,
MASTER_00406,1919,NS 50,"Kliene, C.",108,108-121,,Literature,"Land of Peach Bloom, The",1919,1919,,y,,,,,y,,
MASTER_00407,1919,NS 50,"Ferguson, J. C.",122,122-132,,Literature,Recent books by a Chinese scholar,1919,1919,,y,,,,,y,,
MASTER_00408,1919,NS 50,Yan Taz Chiu,133,133-143,,Agriculture,Chemical industry in Kwangtung Province,1919,1919,,y,"KWANG-TUNG PROVINCE. Guangdong Province, 广东省",,,,y,,
MASTER_00409,1919,NS 50,"Kellogg, C. R.",144,144-157,,Zoology,"List of the birds in the Museum of the Anglo - Chinese College of Foochow, China",1919,1919,,y,,,L_1919_08,source_a,y,,
MASTER_00410,1919,NS 50,,158,158-161,,Travel,Formosa,1919,1919,,y,,,,,y,,
MASTER_00411,1919,NS 50,"Moore, A.",162,162-169,,Zoology,"Attractions of entomology, The",1919,1919,,y,,,,,y,,
MASTER_00412,1919,NS 50,"Gee, N. G.",170,170-184,,Botany,"Beginning of the study of the flora and fauna of Soochow and vicinity, A",1919,1919,,y,,,,,y,,
MASTER_00413,1919,NS 50,"King, G. E.",185,185-188,,Travel,Notes on Kansu,1919,1919,,y,"KANSU, Gansu Province, 甘肃省",,,,y,,
MASTER_00414,1919,NS 50,"Howell, E. B.",189,189-190,,Art,"Exhibition of pictures by a Russian artist, An *",1919,1919,,y,,,L_1919_13,source_a,y,,
MASTER_00415,1920,NS 51,"Dodd, W. C.",1,46034,,Ethnology,"Relation of Chinese and Siamese, The *",1920,1920,,y,,,,,y,,
MASTER_00416,1920,NS 51,"Stanley, A.",13,13-24,,Art,Greek and Chinese art ideals,1920,1920,,y,,,,,y,,
MASTER_00417,1920,NS 51,"Morgan, E.",25,25-44,,Philosophy,"Destiny, fate",1920,1920,,y,,,,,y,,
MASTER_00418,1920,NS 51,"Chatley, H.",45,45-50,,Geology,China's petrified sun - rays,1920,1920,,y,,,,,y,,
MASTER_00419,1920,NS 51,Hutson J.,51,51-80,,Art,Chinese ideas of antiques,1920,1920,,y,,,,,y,,
MASTER_00420,1920,NS 51,"Lanning, G.",81,81-98,,History,Names and nicknames of the Shanghai settlements,1920,1920,,y,,,,,y,,
MASTER_00421,1920,NS 51,"Ayscough, F. W.",99,99-134,,Literature,Chinese poetry and its connotations *,1920,1920,,y,,,,,y,,
MASTER_00422,1920,NS 51,"Skvortzow, B. W.",135,135-158,,Agriculture,"Notes on the agriculture, botany and the zoology of China, Sections xxxiii- xxxviii *",1920,1920,,y,,,,,y,,
MASTER_00423,1920,NS 51,"Mason, I.",159,159-180,,Islam,"Chinese life of Mohammed, A",1920,1920,,y,,,,,y,,
MASTER_00424,1921,NS 52,"Morgan, E.",1,1-39,5,Taoism,"Operations and manifestations of the Tao exemplified in history, The",1921,1921,,y,,,,,y,,
MASTER_00425,1921,NS 52,"Moninger, M. M.",40,40-50,,Ethnology,"Hainanese Miao, The *",1921,1921,,y,"HAINANESE MIAO, 海南省苗人",,LII_1921_02,source_a,y,,
MASTER_00426,1921,NS 52,"Ayscough, F. W.",51,51-78,,Travel,Notes on the symbolism of the Purple Forbidden City *,1921,1921,,y,,,,,y,,
MASTER_00427,1921,NS 52,"Skvortzow, B. W.",79,79-111,,Agriculture,"Notes on the agriculture, botany and the zoology of China, Sections xxxix - xlvi *",1921,1921,,y,,,,,y,,
MASTER_00428,1921,NS 52,"Wilkinson, H. P.",112,112-136,,Ethnology,Exogamy in China,1921,1921,,y,,,LII_1921_05,source_a,y,,
MASTER_00429,1921,NS 52,"Morse, H. B.",137,137-138,,Geography,"Lampacao, a mystery of the Far East",1921,1921,,y,"Lampacao, Lampacau, 	浪白澳",,LII_1921_06,source_a,y,,
MASTER_00430,1921,NS 52,"Kliene, C.",139,139-155,,Literature,"Marriage maker, The",1921,1921,,y,,,,,y,,
MASTER_00431,1921,NS 52,"Kemp, E. G.",156,156-185,,Travel,"Highways and byways of Kweichow, The *",1921,1921,,y,"KWEICHOW, Guizhou, 贵州省",,,,y,,
MASTER_00432,1921,NS 52,"Werner, E. T. C.",186,186-191,,Christianity,"Christ in the "" Li Tai Shen Hsien T'ung Chien """,1921,1921,,y,"LI TAI SHEN HSIEN T’UNG CHIEN, Li Dai Shen Xian Tong Jian, 历代神仙通鉴",,LII_1921_09,source_a,y,,
MASTER_00433,1921,NS 52,"Fletcher, W. J. B.",192,192,,Literature,"Trip to Hua Kang, A",1921,1921,,y,,,LII_1921_10,source_a,y,,
MASTER_00434,1921,NS 52,"Fletcher, W. J. B.",193,193,,Literature,"Song of a skirt, The",1921,1921,,y,,,LII_1921_11,source_a,y,,
MASTER_00435,1922,NS 53,"Sowerby, A. de C.",1,46042,#533,Zoology,"Natural history of China, The",1922,1922,,y,,,,,y,,
MASTER_00436,1922,NS 53,Heidenstem,21,21-36,,Geology,"Growth of the Yangtze delta, The *",1922,1922,,y,,,,,y,,
MASTER_00437,1922,NS 53,Hutson J.,37,37-60,,Archaeology,"Shuh country, The",1922,1922,,y,,https://babel.hathitrust.org/cgi/pt?id=mdp.39015030676376&seq=51,_1923-1924_06,source_b,y,,
MASTER_00438,1922,NS 53,"Edgar, J. H.",61,61-68,,Ethnology,Notes on names of non - Chinese tribes in Western Szechwan,1922,1922,,y,,,,,y,,
MASTER_00439,1922,NS 53,"Edgar, J. H.",68,68-69,,Religion,Note on Chiang sacrifice and litholatry,1922,1922,,n,,,,,y,,
MASTER_00440,1922,NS 53,"Ferguson, J. C.",70,70-83,,Literature,""" Fir - flower Tablets """,1922,1922,,y,,,,,y,,
MASTER_00441,1922,NS 53,"Hudson, E.",84,84-92,,Literature,Lan - tsih *,1922,1922,,y,,,,,y,,
MASTER_00442,1922,NS 53,"Gaunt, T.",93,93-94,,Literature,Ling Yin monastery poem,1922,1922,,y,,,,,y,,
MASTER_00443,1922,NS 53,"Norin, E.",95,95-104,,Geology,Notes on the coal and Iron Ore deposits of Central Shansi,1922,1922,,y,,,,,y,,
MASTER_00444,1922,NS 53,"Hers, J.",105,105-117,,Botany,Chinese names of plants ; a preliminary list of the trees and shrubs of North Honan,1922,1922,,y,,,,,y,,
MASTER_00445,1922,NS 53,"Jacot, A. P.",118,118-130,,Zoology,"Oribatoidae Sinensis, Part I",1922,1922,,y,,,,,y,,
MASTER_00446,1922,NS 53,"Sjolander, D.",131,131-157,,Zoology,"Distribution and habits of the Argali sheep of Central Asia, The *",1922,1922,,y,,,,,y,,
MASTER_00447,1922,NS 53,"Cowdry, N. H.",158,158-188,,Botany,Plants from Peitaiho,1922,1922,,y,,,,,y,,
MASTER_00448,1922,NS 53,"Skvortzow, B. W.",189,189-195,,Agriculture,"Notes on the agriculture, botany and the zoology of China, Sections xlvii - xlix *",1922,1922,,y,,,,,y,,
MASTER_00449,1922,NS 53,"Riley, J. H. and Richmond, C. W.",196,196-237,,Zoology,"Partial bibliography of Chinese birds, A",1922,1922,,y,,https://babel.hathitrust.org/cgi/pt?id=mdp.39015030676376&seq=271,_1923-1924_17,source_b,y,,
