time_window,subject_l1,subject_l2,term,term_count,article_count,share,idf,tfidf
1928-1937,Arts and Archaeology,Antiquities,swatow,1,1,0.07142857142857142,2.6094379124341005,2.6094379124341005
1928-1937,Arts and Archaeology,Art,george,1,1,0.0625,2.6094379124341005,2.6094379124341005
1928-1937,Arts and Archaeology,Art,eumorfopoulos,1,1,0.0625,2.6094379124341005,2.6094379124341005
1928-1937,Arts and Archaeology,Art,jades,1,1,0.0625,2.6094379124341005,2.6094379124341005
1928-1937,Arts and Archaeology,Art,jewellery,1,1,0.0625,2.6094379124341005,2.6094379124341005
1928-1937,Arts and Archaeology,Art,objects,1,1,0.0625,2.6094379124341005,2.6094379124341005
1928-1937,Arts and Archaeology,Art,percival,1,1,0.0625,2.6094379124341005,2.6094379124341005
1928-1937,Arts and Archaeology,Art,yetts,1,1,0.0625,2.6094379124341005,2.6094379124341005
1928-1937,History and Chronology,History,thrown,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,History and Chronology,"History, Ancient",thrown,1,1,0.08333333333333333,2.6094379124341005,2.6094379124341005
1928-1937,Natural Sciences,Science,points,1,1,0.3333333333333333,2.6094379124341005,2.6094379124341005
1928-1937,Geography and Travel,Geography,desecrated,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,Geography and Travel,Geography,mausolea,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,Geography and Travel,Geography,tsing,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,Literature and Language,East Asian languages,words,1,1,0.07142857142857142,2.6094379124341005,2.6094379124341005
1928-1937,Literature and Language,East Asian languages,can,1,1,0.07142857142857142,2.6094379124341005,2.6094379124341005
1928-1937,Literature and Language,East Asian languages,simplified,1,1,0.07142857142857142,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,China--Religion,changes,1,1,0.047619047619047616,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,China--Religion,genesis,1,1,0.047619047619047616,2.6094379124341005,2.6094379124341005
1928-1937,History and Chronology,History,kingship,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,History and Chronology,"History, Ancient",kingship,1,1,0.08333333333333333,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,China--Religion,problem,1,1,0.047619047619047616,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,China--Religion,criticism,1,1,0.047619047619047616,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,Philosophy,hsiung,1,1,0.07692307692307693,2.6094379124341005,2.6094379124341005
1928-1937,Literature and Language,East Asian languages,why,1,1,0.07142857142857142,2.6094379124341005,2.6094379124341005
1928-1937,Literature and Language,East Asian languages,sinologue,1,1,0.07142857142857142,2.6094379124341005,2.6094379124341005
1928-1937,Literature and Language,East Asian languages,should,1,1,0.07142857142857142,2.6094379124341005,2.6094379124341005
1928-1937,Natural Sciences,Medicine,days,1,1,0.25,2.6094379124341005,2.6094379124341005
1928-1937,Natural Sciences,Astronomy,climatic,1,1,0.09090909090909091,2.6094379124341005,2.6094379124341005
1928-1937,Natural Sciences,Astronomy,changes,1,1,0.09090909090909091,2.6094379124341005,2.6094379124341005
1928-1937,Natural Sciences,Astronomy,historic,1,1,0.09090909090909091,2.6094379124341005,2.6094379124341005
1928-1937,Natural Sciences,Astronomy,time,1,1,0.09090909090909091,2.6094379124341005,2.6094379124341005
1928-1937,Natural Sciences,Botany,bamboos,1,1,0.05263157894736842,2.6094379124341005,2.6094379124341005
1928-1937,History and Chronology,"Chronology, Historical",days,1,1,0.2,2.6094379124341005,2.6094379124341005
1928-1937,History and Chronology,"Chronology, Historical",week,1,1,0.2,2.6094379124341005,2.6094379124341005
1928-1937,Arts and Archaeology,Porcelain,appreciation,1,1,0.1111111111111111,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,Islam,chronology,1,1,0.125,2.6094379124341005,2.6094379124341005
1928-1937,History and Chronology,History,indian,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,History and Chronology,"History, Modern (20th century)",indian,1,1,0.5,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,Philosophy,nation,1,1,0.07692307692307693,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,Philosophy,mean,1,1,0.07692307692307693,2.6094379124341005,2.6094379124341005
1928-1937,Literature and Language,East Asian languages,transcription,1,1,0.07142857142857142,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,China--Religion,democracy,1,1,0.047619047619047616,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,Philosophy,cosmic,1,1,0.07692307692307693,2.6094379124341005,2.6094379124341005
1928-1937,Arts and Archaeology,Porcelain,porcelains,1,1,0.1111111111111111,2.6094379124341005,2.6094379124341005
1928-1937,Arts and Archaeology,Porcelain,successive,1,1,0.1111111111111111,2.6094379124341005,2.6094379124341005
1928-1937,Arts and Archaeology,Porcelain,dynasties,1,1,0.1111111111111111,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,Religion,poet,1,1,0.05263157894736842,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,Christianity,hsu,1,1,0.05555555555555555,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,Christianity,t'ing,1,1,0.05555555555555555,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,Christianity,messian,1,1,0.05555555555555555,2.6094379124341005,2.6094379124341005
1928-1937,History and Chronology,History,indealists,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,History and Chronology,History,realists,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,History and Chronology,History,fourth,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,History and Chronology,History,third,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,History and Chronology,History,centruies,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,Geography and Travel,Geography,aridity,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,Anthropology and Social Customs,Anthropology,anthropometrics,1,1,0.14285714285714285,2.6094379124341005,2.6094379124341005
1928-1937,Anthropology and Social Customs,Anthropology,studies,1,1,0.14285714285714285,2.6094379124341005,2.6094379124341005
1928-1937,Literature and Language,Literature,studies,1,1,0.045454545454545456,2.6094379124341005,2.6094379124341005
1928-1937,Literature and Language,Literature,conduct,1,1,0.045454545454545456,2.6094379124341005,2.6094379124341005
1928-1937,Geography and Travel,Travel,travellers,1,1,0.0625,2.6094379124341005,2.6094379124341005
1928-1937,Geography and Travel,Travel,successors,1,1,0.0625,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,Religion,earth,1,1,0.05263157894736842,2.6094379124341005,2.6094379124341005
1928-1937,History and Chronology,History,loyang,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,History and Chronology,History,national,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,Arts and Archaeology,Archaeology,supreme,1,1,0.03225806451612903,2.6094379124341005,2.6094379124341005
1928-1937,Arts and Archaeology,Archaeology,sacrefices,1,1,0.03225806451612903,2.6094379124341005,2.6094379124341005
1928-1937,History and Chronology,History,futher,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,History and Chronology,History,days,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,History and Chronology,History,week,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,Geography and Travel,Geography,loess,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,History and Chronology,History,northeastern,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,Literature and Language,Language and languages,alphabets,1,1,0.07142857142857142,2.6094379124341005,2.6094379124341005
1928-1937,Literature and Language,Language and languages,yun,1,1,0.07142857142857142,2.6094379124341005,2.6094379124341005
1928-1937,Literature and Language,Language and languages,nan,1,1,0.07142857142857142,2.6094379124341005,2.6094379124341005
1928-1937,Literature and Language,Language and languages,denominations,1,1,0.07142857142857142,2.6094379124341005,2.6094379124341005
1928-1937,Literature and Language,Language and languages,ethniques,1,1,0.07142857142857142,2.6094379124341005,2.6094379124341005
1928-1937,Literature and Language,Language and languages,donnees,1,1,0.07142857142857142,2.6094379124341005,2.6094379124341005
1928-1937,Literature and Language,Language and languages,aux,1,1,0.07142857142857142,2.6094379124341005,2.6094379124341005
1928-1937,Literature and Language,Language and languages,t'ay,1,1,0.07142857142857142,2.6094379124341005,2.6094379124341005
1928-1937,Anthropology and Social Customs,Anthropology,race,1,1,0.14285714285714285,2.6094379124341005,2.6094379124341005
1928-1937,Arts and Archaeology,Painting,painters,1,1,0.07692307692307693,2.6094379124341005,2.6094379124341005
1928-1937,Arts and Archaeology,Painting,missionaries,1,1,0.07692307692307693,2.6094379124341005,2.6094379124341005
1928-1937,Arts and Archaeology,Painting,helpers,1,1,0.07692307692307693,2.6094379124341005,2.6094379124341005
1928-1937,History and Chronology,"Chronology, Historical",cycles,1,1,0.2,2.6094379124341005,2.6094379124341005
1928-1937,History and Chronology,"Chronology, Historical",cathay,1,1,0.2,2.6094379124341005,2.6094379124341005
1928-1937,Literature and Language,Literature,decade,1,1,0.045454545454545456,2.6094379124341005,2.6094379124341005
1928-1937,"Economy, Trade, and Technology",Economics,discourses,1,1,0.05263157894736842,2.6094379124341005,2.6094379124341005
1928-1937,"Economy, Trade, and Technology",Economics,t'ieh,1,1,0.05263157894736842,2.6094379124341005,2.6094379124341005
1928-1937,"Economy, Trade, and Technology",Economics,lun,1,1,0.05263157894736842,2.6094379124341005,2.6094379124341005
1928-1937,"Economy, Trade, and Technology",Economics,chaps,1,1,0.05263157894736842,2.6094379124341005,2.6094379124341005
1928-1937,"Economy, Trade, and Technology",Economics,xxviii,1,1,0.05263157894736842,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,Christianity,concluded,1,1,0.05555555555555555,2.6094379124341005,2.6094379124341005
1928-1937,Geography and Travel,Travel,concluded,1,1,0.0625,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,Buddhism,prajna,1,1,0.09090909090909091,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,Buddhism,paramita,1,1,0.09090909090909091,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,Buddhism,hridaya,1,1,0.09090909090909091,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,Buddhism,essence,1,1,0.09090909090909091,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,Buddhism,transcendental,1,1,0.09090909090909091,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,Buddhism,wisdom,1,1,0.09090909090909091,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,Buddhism,chuang,1,1,0.09090909090909091,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,Buddhism,viith,1,1,0.09090909090909091,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,Buddhism,cent,1,1,0.09090909090909091,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,Religion,lei,1,1,0.05263157894736842,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,Religion,tsu,1,1,0.05263157894736842,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,Religion,patron,1,1,0.05263157894736842,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,Religion,saint,1,1,0.05263157894736842,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,Religion,silk,1,1,0.05263157894736842,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,Religion,workers,1,1,0.05263157894736842,2.6094379124341005,2.6094379124341005
1928-1937,Arts and Archaeology,Painting,llok,1,1,0.07692307692307693,2.6094379124341005,2.6094379124341005
1928-1937,Literature and Language,Literature,technique,1,1,0.045454545454545456,2.6094379124341005,2.6094379124341005
1928-1937,Geography and Travel,Geography,opening,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,Anthropology and Social Customs,Ethnology,men,1,1,0.07142857142857142,2.6094379124341005,2.6094379124341005
1928-1937,Anthropology and Social Customs,Ethnology,matters,1,1,0.07142857142857142,2.6094379124341005,2.6094379124341005
1928-1937,Anthropology and Social Customs,Ethnology,earth,1,1,0.07142857142857142,2.6094379124341005,2.6094379124341005
1928-1937,Natural Sciences,Astronomy,first,1,1,0.09090909090909091,2.6094379124341005,2.6094379124341005
1928-1937,Natural Sciences,Astronomy,fifty,1,1,0.09090909090909091,2.6094379124341005,2.6094379124341005
1928-1937,Natural Sciences,Astronomy,years,1,1,0.09090909090909091,2.6094379124341005,2.6094379124341005
1928-1937,Natural Sciences,Astronomy,earlier,1,1,0.09090909090909091,2.6094379124341005,2.6094379124341005
1928-1937,Arts and Archaeology,Archaeology,six,1,1,0.03225806451612903,2.6094379124341005,2.6094379124341005
1928-1937,Arts and Archaeology,Archaeology,horses,1,1,0.03225806451612903,2.6094379124341005,2.6094379124341005
1928-1937,Arts and Archaeology,Archaeology,t'ang,1,1,0.03225806451612903,2.6094379124341005,2.6094379124341005
1928-1937,Arts and Archaeology,Architecture,yun,1,1,0.14285714285714285,2.6094379124341005,2.6094379124341005
1928-1937,Arts and Archaeology,Architecture,astrological,1,1,0.14285714285714285,2.6094379124341005,2.6094379124341005
1928-1937,Arts and Archaeology,Architecture,creation,1,1,0.14285714285714285,2.6094379124341005,2.6094379124341005
1928-1937,Arts and Archaeology,Archaeology,building,1,1,0.03225806451612903,2.6094379124341005,2.6094379124341005
1928-1937,Arts and Archaeology,Archaeology,pao,1,1,0.03225806451612903,2.6094379124341005,2.6094379124341005
1928-1937,Arts and Archaeology,Archaeology,t'a,1,1,0.03225806451612903,2.6094379124341005,2.6094379124341005
1928-1937,Arts and Archaeology,Archaeology,hangchow,1,1,0.03225806451612903,2.6094379124341005,2.6094379124341005
1928-1937,History and Chronology,History,kao,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,History and Chronology,"History, Ancient",kao,1,1,0.08333333333333333,2.6094379124341005,2.6094379124341005
1928-1937,History and Chronology,History,tsu,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,History and Chronology,"History, Ancient",tsu,1,1,0.08333333333333333,2.6094379124341005,2.6094379124341005
1928-1937,History and Chronology,History,hsiang,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,History and Chronology,"History, Ancient",hsiang,1,1,0.08333333333333333,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,Christianity,concerning,1,1,0.05555555555555555,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,Confucianism,attitude,1,1,0.16666666666666666,2.6094379124341005,2.6094379124341005
1928-1937,Religion and Philosophy,Confucianism,pre,1,1,0.16666666666666666,2.6094379124341005,2.6094379124341005
1928-1937,Geography and Travel,Geography,geophysical,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,Geography and Travel,Geography,prospecting,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,Geography and Travel,Geography,gold,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,Geography and Travel,Geography,metallic,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,Geography and Travel,Geography,ores,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,Geography and Travel,Geography,petroleum,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,Geography and Travel,Geography,application,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,Geography and Travel,Travel,northwest,1,1,0.0625,2.6094379124341005,2.6094379124341005
1928-1937,Geography and Travel,Travel,struggle,1,1,0.0625,2.6094379124341005,2.6094379124341005
1928-1937,Geography and Travel,Travel,tarim,1,1,0.0625,2.6094379124341005,2.6094379124341005
1928-1937,Geography and Travel,Travel,basin,1,1,0.0625,2.6094379124341005,2.6094379124341005
1928-1937,Geography and Travel,Travel,later,1,1,0.0625,2.6094379124341005,2.6094379124341005
1928-1937,"Economy, Trade, and Technology",Economics,sang,1,1,0.05263157894736842,2.6094379124341005,2.6094379124341005
1928-1937,"Economy, Trade, and Technology",Economics,economist,1,1,0.05263157894736842,2.6094379124341005,2.6094379124341005
1928-1937,Natural Sciences,Agriculture,inner,1,1,0.3333333333333333,2.6094379124341005,2.6094379124341005
1928-1937,Natural Sciences,Agriculture,mongola,1,1,0.3333333333333333,2.6094379124341005,2.6094379124341005
1928-1937,History and Chronology,History,korean,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,History and Chronology,History,interference,1,1,0.02857142857142857,2.6094379124341005,2.6094379124341005
1928-1937,History and Chronology,History,history,2,2,0.05714285714285714,1.1053605156578263,2.2107210313156527
1928-1937,"Politics, Government, and Law","Associations, institutions, etc.",three,1,1,0.25,2.203972804325936,2.203972804325936
1928-1937,"Politics, Government, and Law",Political science,ch'ing,1,1,0.16666666666666666,2.203972804325936,2.203972804325936
1928-1937,"Politics, Government, and Law",Political science,sung,1,1,0.16666666666666666,2.203972804325936,2.203972804325936
1928-1937,Anthropology and Social Customs,Folklore,past,1,1,0.2,2.203972804325936,2.203972804325936
1928-1937,Anthropology and Social Customs,Folklore,centuries,1,1,0.2,2.203972804325936,2.203972804325936
1928-1937,Literature and Language,Literature,german,1,1,0.045454545454545456,2.203972804325936,2.203972804325936
1928-1937,Education,Education,place,1,1,0.14285714285714285,2.203972804325936,2.203972804325936
1928-1937,Education,Education,confucian,1,1,0.14285714285714285,2.203972804325936,2.203972804325936
1928-1937,Natural Sciences,Geology,growth,1,1,0.1111111111111111,2.203972804325936,2.203972804325936
1928-1937,Natural Sciences,Botany,christian,1,1,0.05263157894736842,2.203972804325936,2.203972804325936
1928-1937,History and Chronology,Biography,centuries,1,1,0.14285714285714285,2.203972804325936,2.203972804325936
1928-1937,Literature and Language,Literature,kite,1,1,0.045454545454545456,2.203972804325936,2.203972804325936
1928-1937,Geography and Travel,Asia,murder,1,1,0.16666666666666666,2.203972804325936,2.203972804325936
1928-1937,Geography and Travel,Asia,achmach,1,1,0.16666666666666666,2.203972804325936,2.203972804325936
1928-1937,Geography and Travel,Asia,bailo,1,1,0.16666666666666666,2.203972804325936,2.203972804325936
1928-1937,Geography and Travel,Asia,thought,1,1,0.16666666666666666,2.203972804325936,2.203972804325936
1928-1937,Anthropology and Social Customs,Ethnology,did,1,1,0.07142857142857142,2.203972804325936,2.203972804325936
1928-1937,Anthropology and Social Customs,Ethnology,culture,1,1,0.07142857142857142,2.203972804325936,2.203972804325936
1928-1937,Anthropology and Social Customs,Ethnology,come,1,1,0.07142857142857142,2.203972804325936,2.203972804325936
1928-1937,Anthropology and Social Customs,Ethnology,egypt,1,1,0.07142857142857142,2.203972804325936,2.203972804325936
1928-1937,"Economy, Trade, and Technology",Economics,financial,1,1,0.05263157894736842,2.203972804325936,2.203972804325936
1928-1937,Natural Sciences,Geology,age,1,1,0.1111111111111111,2.203972804325936,2.203972804325936
1928-1937,Religion and Philosophy,China--Religion,did,1,1,0.047619047619047616,2.203972804325936,2.203972804325936
1928-1937,Religion and Philosophy,China--Religion,influence,1,1,0.047619047619047616,2.203972804325936,2.203972804325936
1928-1937,Natural Sciences,Botany,recorded,1,1,0.05263157894736842,2.203972804325936,2.203972804325936
1928-1937,Natural Sciences,Botany,sinensis,1,1,0.05263157894736842,2.203972804325936,2.203972804325936
1928-1937,Arts and Archaeology,Antiquities,foreign,1,1,0.07142857142857142,2.203972804325936,2.203972804325936
1928-1937,Arts and Archaeology,Art,collection,1,1,0.0625,2.203972804325936,2.203972804325936
1928-1937,Arts and Archaeology,Art,catalogue,1,1,0.0625,2.203972804325936,2.203972804325936
1928-1937,Arts and Archaeology,Art,sculpture,1,1,0.0625,2.203972804325936,2.203972804325936
1928-1937,History and Chronology,History,light,1,1,0.02857142857142857,2.203972804325936,2.203972804325936
1928-1937,History and Chronology,"History, Ancient",light,1,1,0.08333333333333333,2.203972804325936,2.203972804325936
1928-1937,History and Chronology,History,archaeological,1,1,0.02857142857142857,2.203972804325936,2.203972804325936
1928-1937,History and Chronology,"History, Ancient",archaeological,1,1,0.08333333333333333,2.203972804325936,2.203972804325936
1928-1937,History and Chronology,History,discoveries,1,1,0.02857142857142857,2.203972804325936,2.203972804325936
1928-1937,History and Chronology,"History, Ancient",discoveries,1,1,0.08333333333333333,2.203972804325936,2.203972804325936
1928-1937,Geography and Travel,Geography,ling,1,1,0.02857142857142857,2.203972804325936,2.203972804325936
1928-1937,Literature and Language,Literature,stories,1,1,0.045454545454545456,2.203972804325936,2.203972804325936
1928-1937,Literature and Language,Literature,painting,1,1,0.045454545454545456,2.203972804325936,2.203972804325936
1928-1937,Literature and Language,East Asian languages,thought,1,1,0.07142857142857142,2.203972804325936,2.203972804325936
1928-1937,Literature and Language,East Asian languages,ideas,1,1,0.07142857142857142,2.203972804325936,2.203972804325936
1928-1937,Literature and Language,East Asian languages,writing,1,1,0.07142857142857142,2.203972804325936,2.203972804325936
1928-1937,Religion and Philosophy,China--Religion,book,1,1,0.047619047619047616,2.203972804325936,2.203972804325936
1928-1937,Geography and Travel,Geography,symbolism,1,1,0.02857142857142857,2.203972804325936,2.203972804325936
1928-1937,Geography and Travel,Geography,forbidden,1,1,0.02857142857142857,2.203972804325936,2.203972804325936
1928-1937,Natural Sciences,Zoology,preliminary,1,1,0.25,2.203972804325936,2.203972804325936
1928-1937,Natural Sciences,Zoology,nanking,1,1,0.25,2.203972804325936,2.203972804325936
1928-1937,Arts and Archaeology,Porcelain,pottery,1,1,0.1111111111111111,2.203972804325936,2.203972804325936
1928-1937,Religion and Philosophy,Islam,moslem,1,1,0.125,2.203972804325936,2.203972804325936
1928-1937,History and Chronology,History,frontier,1,1,0.02857142857142857,2.203972804325936,2.203972804325936
1928-1937,History and Chronology,"History, Modern (20th century)",frontier,1,1,0.5,2.203972804325936,2.203972804325936
1928-1937,Religion and Philosophy,Philosophy,golden,1,1,0.07692307692307693,2.203972804325936,2.203972804325936
1928-1937,Religion and Philosophy,China--Religion,nationalism,1,1,0.047619047619047616,2.203972804325936,2.203972804325936
1928-1937,Religion and Philosophy,Philosophy,spirit,1,1,0.07692307692307693,2.203972804325936,2.203972804325936
1928-1937,Anthropology and Social Customs,Ethnology,south,1,1,0.07142857142857142,2.203972804325936,2.203972804325936
1928-1937,Anthropology and Social Customs,Ethnology,american,1,1,0.07142857142857142,2.203972804325936,2.203972804325936
1928-1937,Anthropology and Social Customs,Ethnology,man,1,1,0.07142857142857142,2.203972804325936,2.203972804325936
1928-1937,Religion and Philosophy,Religion,monk,1,1,0.05263157894736842,2.203972804325936,2.203972804325936
1928-1937,Religion and Philosophy,Christianity,shi,1,1,0.05555555555555555,2.203972804325936,2.203972804325936
1928-1937,Religion and Philosophy,Christianity,jesus,1,1,0.05555555555555555,2.203972804325936,2.203972804325936
1928-1937,Arts and Archaeology,Painting,stories,1,1,0.07692307692307693,2.203972804325936,2.203972804325936
1928-1937,Arts and Archaeology,Painting,paintings,1,1,0.07692307692307693,2.203972804325936,2.203972804325936
1928-1937,Arts and Archaeology,Antiquities,far,1,1,0.07142857142857142,2.203972804325936,2.203972804325936
1928-1937,Arts and Archaeology,Antiquities,antiquities,1,1,0.07142857142857142,2.203972804325936,2.203972804325936
1928-1937,Literature and Language,Literature,character,1,1,0.045454545454545456,2.203972804325936,2.203972804325936
1928-1937,Arts and Archaeology,Archaeology,description,1,1,0.03225806451612903,2.203972804325936,2.203972804325936
1928-1937,Arts and Archaeology,Archaeology,hall,1,1,0.03225806451612903,2.203972804325936,2.203972804325936
1928-1937,Arts and Archaeology,Archaeology,forbidden,1,1,0.03225806451612903,2.203972804325936,2.203972804325936
1928-1937,Literature and Language,Language and languages,sur,1,1,0.07142857142857142,2.203972804325936,2.203972804325936
1928-1937,Arts and Archaeology,Painting,catholic,1,1,0.07692307692307693,2.203972804325936,2.203972804325936
1928-1937,Arts and Archaeology,Archaeology,painting,1,1,0.03225806451612903,2.203972804325936,2.203972804325936
1928-1937,Literature and Language,Literature,past,1,1,0.045454545454545456,2.203972804325936,2.203972804325936
1928-1937,"Economy, Trade, and Technology",Economics,iron,1,1,0.05263157894736842,2.203972804325936,2.203972804325936
1928-1937,Religion and Philosophy,Buddhism,sutra,1,1,0.09090909090909091,2.203972804325936,2.203972804325936
1928-1937,Religion and Philosophy,Buddhism,hsuan,1,1,0.09090909090909091,2.203972804325936,2.203972804325936
1928-1937,Arts and Archaeology,Painting,painting,1,1,0.07692307692307693,2.203972804325936,2.203972804325936
1928-1937,Literature and Language,Literature,spirit,1,1,0.045454545454545456,2.203972804325936,2.203972804325936
1928-1937,Literature and Language,Literature,poetry,1,1,0.045454545454545456,2.203972804325936,2.203972804325936
1928-1937,Literature and Language,Language and languages,word,1,1,0.07142857142857142,2.203972804325936,2.203972804325936
1928-1937,Literature and Language,Language and languages,poetry,1,1,0.07142857142857142,2.203972804325936,2.203972804325936
1928-1937,Natural Sciences,Astronomy,eclipses,1,1,0.09090909090909091,2.203972804325936,2.203972804325936
1928-1937,Arts and Archaeology,Archaeology,tsung,1,1,0.03225806451612903,2.203972804325936,2.203972804325936
1928-1937,Arts and Archaeology,Architecture,t'ai,1,1,0.14285714285714285,2.203972804325936,2.203972804325936
1928-1937,Arts and Archaeology,Architecture,shang,1,1,0.14285714285714285,2.203972804325936,2.203972804325936
1928-1937,Arts and Archaeology,Archaeology,inscribed,1,1,0.03225806451612903,2.203972804325936,2.203972804325936
1928-1937,Arts and Archaeology,Archaeology,bones,1,1,0.03225806451612903,2.203972804325936,2.203972804325936
1928-1937,Religion and Philosophy,Religion,agricultural,1,1,0.05263157894736842,2.203972804325936,2.203972804325936
1928-1937,Religion and Philosophy,Religion,rites,1,1,0.05263157894736842,2.203972804325936,2.203972804325936
1928-1937,Arts and Archaeology,Archaeology,shu,1,1,0.03225806451612903,2.203972804325936,2.203972804325936
1928-1937,Religion and Philosophy,Christianity,problems,1,1,0.05555555555555555,2.203972804325936,2.203972804325936
1928-1937,Religion and Philosophy,Confucianism,peace,1,1,0.16666666666666666,2.203972804325936,2.203972804325936
1928-1937,Religion and Philosophy,Confucianism,war,1,1,0.16666666666666666,2.203972804325936,2.203972804325936
1928-1937,Religion and Philosophy,Confucianism,confucian,1,1,0.16666666666666666,2.203972804325936,2.203972804325936
1928-1937,Geography and Travel,Geography,possible,1,1,0.02857142857142857,2.203972804325936,2.203972804325936
1928-1937,Arts and Archaeology,Art,animals,1,1,0.0625,2.203972804325936,2.203972804325936
1928-1937,Arts and Archaeology,Art,presidential,1,1,0.0625,2.203972804325936,2.203972804325936
1928-1937,Arts and Archaeology,Art,address,1,1,0.0625,2.203972804325936,2.203972804325936
1928-1937,Natural Sciences,Agriculture,agriculture,1,1,0.3333333333333333,2.203972804325936,2.203972804325936
1928-1937,History and Chronology,History,records,1,1,0.02857142857142857,2.203972804325936,2.203972804325936
1928-1937,Geography and Travel,Geography,highways,1,1,0.02857142857142857,2.203972804325936,2.203972804325936
1928-1937,Geography and Travel,Geography,honan,1,1,0.02857142857142857,1.916290731874155,1.916290731874155
1928-1937,Geography and Travel,Geography,wall,1,1,0.02857142857142857,1.916290731874155,1.916290731874155
1928-1937,Anthropology and Social Customs,Folklore,measures,1,1,0.2,1.916290731874155,1.916290731874155
1928-1937,Literature and Language,Literature,chi,1,1,0.045454545454545456,1.916290731874155,1.916290731874155
1928-1937,Education,Education,music,1,1,0.14285714285714285,1.916290731874155,1.916290731874155
