time_window,term,term_count,article_count,share,idf,tfidf
1868-1877,formosa,2,2,0.006578947368421052,1.6931471805599454,3.386294361119891
1868-1877,dynasty,3,3,0.009868421052631578,1.1053605156578263,3.316081546973479
1868-1877,province,2,2,0.006578947368421052,1.5108256237659907,3.0216512475319814
1868-1877,hsi,2,1,0.006578947368421052,1.3566749439387324,2.713349887877465
1868-1877,petites,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,societes,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,d'argent,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,fields,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,elevations,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,lok,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,ping,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,chiung,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,late,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,governor,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,unes,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,recherches,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,que,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,l'on,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,pourrait,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,faire,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,japon,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,point,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,vue,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,geologie,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,paleontologie,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,itinerary,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,jouney,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,hoo,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,pih,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,course,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,tsiuhsien,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,god,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,fabulous,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,source,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,hoang-ho,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,institutions,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,dit,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,gunpower,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,firearms,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,engines,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,warfare,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,compared,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,chihkiang,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,miautsz,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,provincial,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
1868-1877,version,1,1,0.003289473684210526,2.6094379124341005,2.6094379124341005
