left_model,left_K,left_topic_id,right_model,right_K,right_topic_id,jaccard_top_words,overlapping_words
lda,15,5,stm,25,17,0.05714285714285714,foreign; shanghai
stm,20,16,stm,25,11,0.05714285714285714,characters; works
stm,20,15,stm,30,21,0.05714285714285714,flowers; leaves
lda,15,9,stm,30,12,0.05714285714285714,black; white
lda,15,9,stm,25,12,0.05714285714285714,black; white
corex_unanchored,20,7,stm,25,17,0.05714285714285714,canton; foreign
lda,15,9,stm,25,0,0.05714285714285714,species; white
corex_unanchored,20,7,stm,30,17,0.05714285714285714,canton; foreign
nmf,30,25,stm,25,17,0.05714285714285714,government; japan
nmf,30,16,stm,30,12,0.05714285714285714,black; white
nmf,30,16,stm,25,12,0.05714285714285714,black; white
nmf,30,16,stm,25,8,0.05714285714285714,birds; species
lda,15,0,stm,10,7,0.05714285714285714,god; moon
stm,20,15,stm,25,21,0.05714285714285714,flowers; leaves
lda,20,0,stm,10,7,0.05714285714285714,god; moon
corex_unanchored,20,4,stm,25,13,0.05714285714285714,emperor; imperial
stm,20,13,stm,30,10,0.05714285714285714,city; emperor
lda,10,4,stm,30,18,0.05714285714285714,king; tong
lda,30,22,stm,30,17,0.05714285714285714,magnetic; magnetism
lda,30,22,stm,25,17,0.05714285714285714,magnetic; magnetism
lda,30,22,stm,20,9,0.05714285714285714,city; keang
corex_unanchored,10,1,stm,10,7,0.05714285714285714,things; world
corex_unanchored,30,0,stm,25,13,0.05714285714285714,emperor; heaven
lda,8,3,stm,25,8,0.05714285714285714,birds; species
stm,10,6,stm,20,13,0.05714285714285714,city; emperor
lda,8,2,stm,30,19,0.05714285714285714,island; sea
lda,8,2,stm,15,9,0.05714285714285714,island; sea
lda,8,1,stm,25,12,0.05714285714285714,heaven; king
lda,8,1,stm,10,7,0.05714285714285714,heaven; king
lda,10,3,stm,20,10,0.05714285714285714,city; river
lda,10,3,stm,25,10,0.05714285714285714,city; river
lda,8,0,stm,15,3,0.05714285714285714,salt; taels
lda,30,26,stm,10,7,0.05714285714285714,god; heaven
corex_anchored,20,15,stm,25,13,0.05714285714285714,emperor; heaven
stm,10,4,stm,30,11,0.05714285714285714,bronze; porcelain
lda,8,6,stm,25,10,0.05714285714285714,city; river
lda,8,6,stm,20,10,0.05714285714285714,city; river
lda,10,2,stm,25,17,0.05714285714285714,japan; peking
lda,8,5,stm,25,10,0.05714285714285714,emperor; yuan
lda,8,5,stm,20,10,0.05714285714285714,emperor; yuan
lda,30,19,stm,25,10,0.05714285714285714,city; emperor
lda,30,19,stm,20,10,0.05714285714285714,city; emperor
lda,30,19,stm,20,9,0.05714285714285714,city; feet
lda,30,19,stm,15,9,0.05714285714285714,city; feet
lda,30,19,stm,10,7,0.05714285714285714,emperor; heaven
stm,10,7,stm,20,7,0.05714285714285714,king; moon
lda,30,23,stm,30,12,0.05714285714285714,king; white
lda,30,23,stm,25,21,0.05714285714285714,leaves; length
lda,30,23,stm,25,12,0.05714285714285714,king; white
lda,10,5,stm,10,3,0.05714285714285714,land; summer
lda,10,5,stm,30,17,0.05714285714285714,foreign; shanghai
stm,10,9,stm,20,13,0.05714285714285714,city; temple
stm,10,9,stm,15,6,0.05714285714285714,city; river
lda,30,16,stm,10,7,0.05714285714285714,king; moon
lda,30,14,stm,25,13,0.05714285714285714,heaven; ming
lda,30,14,stm,25,12,0.05714285714285714,heaven; nature
lda,30,14,stm,10,7,0.05714285714285714,heaven; nature
lda,10,7,stm,10,7,0.05714285714285714,emperor; king
lda,30,11,stm,30,12,0.05714285714285714,black; white
nmf,10,4,stm,25,12,0.05714285714285714,black; white
lda,10,1,stm,25,12,0.05714285714285714,heaven; nature
nmf,10,1,stm,25,10,0.05714285714285714,city; river
nmf,10,1,stm,20,10,0.05714285714285714,city; river
corex_anchored,20,15,stm,30,18,0.05714285714285714,king; son
corex_anchored,20,15,stm,30,6,0.05714285714285714,king; son
corex_unanchored,10,6,stm,30,12,0.05714285714285714,black; white
corex_unanchored,10,6,stm,25,12,0.05714285714285714,black; white
corex_unanchored,10,6,stm,25,0,0.05714285714285714,species; white
lda,30,6,stm,25,10,0.05714285714285714,city; river
lda,30,6,stm,20,10,0.05714285714285714,city; river
lda,10,0,stm,30,21,0.05714285714285714,inches; instruments
lda,10,0,stm,25,21,0.05714285714285714,inches; instruments
nmf,10,4,stm,30,12,0.05714285714285714,black; white
lda,30,11,stm,25,12,0.05714285714285714,black; white
lda,30,11,stm,15,3,0.05714285714285714,chihli; summer
lda,30,10,stm,30,18,0.05714285714285714,king; son
lda,30,10,stm,30,6,0.05714285714285714,king; son
lda,30,9,stm,30,21,0.05714285714285714,flowers; leaves
lda,30,9,stm,30,12,0.05714285714285714,black; white
lda,30,9,stm,25,12,0.05714285714285714,black; white
lda,10,5,stm,15,3,0.05714285714285714,land; summer
lda,30,2,stm,30,19,0.05714285714285714,feet; sea
lda,30,2,stm,15,9,0.05714285714285714,feet; sea
lda,10,9,stm,30,12,0.05714285714285714,black; white
lda,10,9,stm,25,12,0.05714285714285714,black; white
lda,10,9,stm,25,8,0.05714285714285714,birds; species
nmf,12,4,stm,30,21,0.05714285714285714,flowers; leaves
nmf,12,4,stm,30,12,0.05714285714285714,black; white
nmf,12,4,stm,25,12,0.05714285714285714,black; white
nmf,12,4,stm,25,8,0.05714285714285714,birds; species
stm,10,0,stm,15,14,0.05714285714285714,fish; white
nmf,12,1,stm,25,10,0.05714285714285714,city; river
nmf,12,1,stm,20,10,0.05714285714285714,city; river
lda,30,9,stm,25,0,0.05714285714285714,species; white
lda,30,7,stm,25,13,0.05714285714285714,city; yuan
lda,30,7,stm,20,9,0.05714285714285714,city; river
lda,30,7,stm,15,9,0.05714285714285714,city; river
corex_unanchored,25,2,stm,30,18,0.05714285714285714,king; son
lda,25,24,stm,10,3,0.05714285714285714,cash; silver
nmf,15,12,stm,25,17,0.05714285714285714,magnetic; shanghai
nmf,15,4,stm,30,12,0.05714285714285714,black; white
nmf,15,4,stm,25,21,0.05714285714285714,slender; species
nmf,15,4,stm,25,12,0.05714285714285714,black; white
nmf,15,4,stm,25,8,0.05714285714285714,birds; species
nmf,15,3,stm,25,10,0.05714285714285714,emperor; yuan
nmf,15,3,stm,20,10,0.05714285714285714,emperor; yuan
nmf,15,1,stm,25,10,0.05714285714285714,city; river
nmf,15,1,stm,20,10,0.05714285714285714,city; river
corex_unanchored,25,11,stm,20,9,0.05714285714285714,city; feet
corex_unanchored,25,11,stm,15,9,0.05714285714285714,city; feet
lda,30,6,stm,15,9,0.05714285714285714,city; river
lda,30,4,stm,25,13,0.05714285714285714,emperor; han
lda,30,4,stm,25,8,0.05714285714285714,library; manchu
lda,12,0,stm,10,3,0.05714285714285714,cash; silver
lda,25,23,stm,25,21,0.05714285714285714,leaves; length
corex_unanchored,25,2,stm,30,6,0.05714285714285714,king; son
corex_unanchored,25,12,stm,25,17,0.05714285714285714,government; native
nmf,20,3,stm,20,10,0.05714285714285714,emperor; yuan
nmf,20,1,stm,25,10,0.05714285714285714,city; river
nmf,20,1,stm,20,10,0.05714285714285714,city; river
nmf,20,0,stm,30,18,0.05714285714285714,king; son
nmf,20,0,stm,30,6,0.05714285714285714,king; son
nmf,20,0,stm,10,7,0.05714285714285714,death; king
nmf,15,13,stm,30,18,0.05714285714285714,king; tong
nmf,15,13,stm,30,12,0.05714285714285714,bishop; king
nmf,15,12,stm,30,17,0.05714285714285714,magnetic; shanghai
corex_unanchored,10,8,stm,25,17,0.05714285714285714,government; native
lda,30,0,stm,10,7,0.05714285714285714,god; moon
lda,25,24,stm,30,6,0.05714285714285714,king; son
corex_unanchored,15,0,stm,10,7,0.05714285714285714,death; emperor
lda,25,19,stm,25,10,0.05714285714285714,city; emperor
lda,25,19,stm,20,10,0.05714285714285714,city; emperor
nmf,20,13,stm,30,18,0.05714285714285714,king; tong
nmf,20,13,stm,30,12,0.05714285714285714,bishop; king
nmf,20,12,stm,25,17,0.05714285714285714,magnetic; shanghai
nmf,8,4,stm,30,12,0.05714285714285714,black; white
nmf,20,10,stm,25,10,0.05714285714285714,city; emperor
nmf,20,10,stm,20,10,0.05714285714285714,city; emperor
corex_anchored,20,3,stm,25,0,0.05714285714285714,birds; fish
corex_anchored,20,4,stm,30,6,0.05714285714285714,des; les
nmf,20,3,stm,25,10,0.05714285714285714,emperor; yuan
lda,25,23,stm,30,21,0.05714285714285714,leaves; length
stm,15,5,stm,25,11,0.05714285714285714,characters; written
lda,12,0,stm,30,21,0.05714285714285714,inches; instruments
lda,12,0,stm,25,21,0.05714285714285714,inches; instruments
lda,25,16,stm,10,7,0.05714285714285714,king; moon
lda,12,3,stm,25,10,0.05714285714285714,city; river
lda,12,3,stm,20,10,0.05714285714285714,city; river
lda,25,13,stm,25,10,0.05714285714285714,emperor; yuan
nmf,20,18,stm,30,12,0.05714285714285714,black; white
nmf,20,18,stm,25,12,0.05714285714285714,black; white
nmf,8,4,stm,25,12,0.05714285714285714,black; white
nmf,8,4,stm,25,8,0.05714285714285714,birds; species
nmf,20,16,stm,30,12,0.05714285714285714,black; white
nmf,20,16,stm,25,12,0.05714285714285714,black; white
nmf,20,16,stm,25,0,0.05714285714285714,fish; white
lda,25,22,stm,25,10,0.05714285714285714,city; river
lda,25,22,stm,20,10,0.05714285714285714,city; river
stm,15,6,stm,30,23,0.05714285714285714,emperor; river
stm,15,6,stm,30,15,0.05714285714285714,king; shi
stm,15,6,stm,25,15,0.05714285714285714,king; shi
stm,15,10,stm,25,5,0.05714285714285714,stone; temple
lda,25,11,stm,30,12,0.05714285714285714,black; white
lda,25,11,stm,25,12,0.05714285714285714,black; white
lda,25,11,stm,15,3,0.05714285714285714,chihli; summer
nmf,25,2,stm,30,17,0.05714285714285714,british; shanghai
nmf,25,2,stm,25,17,0.05714285714285714,british; shanghai
nmf,25,1,stm,25,10,0.05714285714285714,city; river
nmf,25,1,stm,20,10,0.05714285714285714,city; river
corex_unanchored,30,18,stm,10,3,0.05714285714285714,tael; taels
nmf,25,0,stm,30,12,0.05714285714285714,black; white
nmf,25,0,stm,25,12,0.05714285714285714,black; white
nmf,25,0,stm,25,0,0.05714285714285714,fish; white
nmf,25,0,stm,20,9,0.05714285714285714,island; village
lda,25,19,stm,20,9,0.05714285714285714,city; feet
lda,25,19,stm,15,9,0.05714285714285714,city; feet
lda,25,18,stm,30,12,0.05714285714285714,bishop; king
lda,12,4,stm,30,6,0.05714285714285714,des; les
lda,25,9,stm,30,21,0.05714285714285714,flowers; leaves
lda,25,9,stm,30,12,0.05714285714285714,black; white
lda,25,9,stm,25,12,0.05714285714285714,black; white
nmf,25,10,stm,20,9,0.05714285714285714,city; feet
nmf,25,10,stm,15,9,0.05714285714285714,city; feet
nmf,25,7,stm,25,13,0.05714285714285714,emperor; imperial
nmf,8,3,stm,25,10,0.05714285714285714,emperor; yuan
nmf,8,3,stm,20,10,0.05714285714285714,emperor; yuan
nmf,25,6,stm,30,18,0.05714285714285714,king; son
nmf,25,6,stm,30,6,0.05714285714285714,king; son
nmf,25,4,stm,25,0,0.05714285714285714,species; white
corex_unanchored,30,17,stm,25,13,0.05714285714285714,imperial; palace
nmf,25,3,stm,25,10,0.05714285714285714,emperor; yuan
nmf,25,3,stm,20,10,0.05714285714285714,emperor; yuan
lda,25,13,stm,20,10,0.05714285714285714,emperor; yuan
lda,25,7,stm,15,9,0.05714285714285714,city; river
lda,25,6,stm,30,19,0.05714285714285714,river; shan
lda,25,6,stm,25,10,0.05714285714285714,city; river
lda,25,6,stm,20,10,0.05714285714285714,city; river
lda,25,5,stm,30,17,0.05714285714285714,foreign; shanghai
nmf,25,18,stm,25,10,0.05714285714285714,mongol; mongols
nmf,25,18,stm,20,10,0.05714285714285714,mongol; mongols
nmf,25,16,stm,30,12,0.05714285714285714,black; white
nmf,25,16,stm,25,12,0.05714285714285714,black; white
nmf,25,16,stm,25,8,0.05714285714285714,birds; species
nmf,25,13,stm,30,18,0.05714285714285714,king; tong
nmf,25,13,stm,30,12,0.05714285714285714,bishop; king
nmf,25,12,stm,25,17,0.05714285714285714,magnetic; shanghai
nmf,25,10,stm,25,13,0.05714285714285714,city; hall
lda,25,10,stm,30,18,0.05714285714285714,king; son
lda,25,10,stm,30,6,0.05714285714285714,king; son
lda,12,7,stm,10,7,0.05714285714285714,emperor; king
lda,20,19,stm,30,21,0.05714285714285714,inches; instruments
lda,20,19,stm,30,12,0.05714285714285714,black; white
corex_unanchored,30,5,stm,30,21,0.05714285714285714,flowers; leaves
corex_unanchored,30,5,stm,25,21,0.05714285714285714,flowers; leaves
corex_unanchored,30,5,stm,15,1,0.05714285714285714,leaves; tree
nmf,25,22,stm,10,7,0.05714285714285714,confucius; god
corex_unanchored,25,13,stm,30,12,0.05714285714285714,black; white
corex_unanchored,25,13,stm,25,21,0.05714285714285714,bamboo; species
corex_unanchored,25,13,stm,25,12,0.05714285714285714,black; white
nmf,25,21,stm,30,18,0.05714285714285714,king; son
nmf,25,21,stm,30,6,0.05714285714285714,king; son
nmf,25,21,stm,10,7,0.05714285714285714,death; king
lda,25,9,stm,25,0,0.05714285714285714,species; white
lda,25,7,stm,25,13,0.05714285714285714,city; yuan
lda,25,7,stm,20,9,0.05714285714285714,city; river
corex_unanchored,15,10,stm,25,12,0.05714285714285714,nature; things
corex_unanchored,15,10,stm,10,7,0.05714285714285714,nature; things
lda,20,18,stm,10,3,0.05714285714285714,cash; silver
corex_unanchored,20,18,stm,20,9,0.05714285714285714,island; miles
corex_unanchored,15,11,stm,30,6,0.05714285714285714,des; les
nmf,30,1,stm,25,10,0.05714285714285714,city; river
nmf,30,1,stm,20,10,0.05714285714285714,city; river
nmf,8,1,stm,25,10,0.05714285714285714,city; river
nmf,8,1,stm,20,10,0.05714285714285714,city; river
nmf,30,0,stm,20,9,0.05714285714285714,hills; village
nmf,25,23,stm,25,21,0.05714285714285714,length; slender
corex_unanchored,25,13,stm,25,8,0.05714285714285714,birds; species
nmf,25,22,stm,25,12,0.05714285714285714,confucius; tzu
lda,25,2,stm,25,0,0.05714285714285714,fish; white
corex_unanchored,15,9,stm,25,17,0.05714285714285714,government; native
lda,25,0,stm,25,13,0.05714285714285714,heaven; sacrifice
lda,20,11,stm,15,3,0.05714285714285714,chihli; summer
lda,20,10,stm,30,18,0.05714285714285714,king; son
lda,20,10,stm,30,6,0.05714285714285714,king; son
nmf,30,4,stm,25,0,0.05714285714285714,species; white
nmf,30,2,stm,25,10,0.05714285714285714,city; emperor
nmf,30,2,stm,20,10,0.05714285714285714,city; emperor
stm,20,5,stm,30,15,0.05714285714285714,flowers; leaves
stm,20,5,stm,30,5,0.05714285714285714,species; tai
stm,20,5,stm,25,15,0.05714285714285714,flowers; leaves
corex_unanchored,15,12,stm,25,12,0.05714285714285714,heaven; virtue
lda,12,9,stm,25,0,0.05714285714285714,species; white
lda,12,9,stm,30,21,0.05714285714285714,flowers; leaves
lda,12,9,stm,25,12,0.05714285714285714,black; white
lda,20,19,stm,25,21,0.05714285714285714,inches; instruments
lda,20,19,stm,25,13,0.05714285714285714,emperor; imperial
lda,20,19,stm,25,12,0.05714285714285714,black; white
lda,12,10,stm,25,12,0.05714285714285714,heaven; king
lda,20,9,stm,30,21,0.05714285714285714,flowers; leaves
lda,20,9,stm,30,12,0.05714285714285714,black; white
lda,20,9,stm,25,12,0.05714285714285714,black; white
lda,20,9,stm,25,0,0.05714285714285714,species; white
corex_unanchored,20,1,stm,10,7,0.05714285714285714,death; things
corex_unanchored,30,10,stm,30,6,0.05714285714285714,des; les
nmf,30,7,stm,20,10,0.05714285714285714,emperor; yuan
nmf,30,6,stm,30,18,0.05714285714285714,king; son
nmf,30,6,stm,30,6,0.05714285714285714,king; son
nmf,30,6,stm,25,10,0.05714285714285714,city; shi
nmf,30,27,stm,30,19,0.05714285714285714,island; sea
nmf,30,27,stm,15,9,0.05714285714285714,island; sea
nmf,30,6,stm,20,10,0.05714285714285714,city; shi
lda,20,11,stm,30,12,0.05714285714285714,black; white
lda,20,11,stm,25,12,0.05714285714285714,black; white
stm,20,13,stm,25,14,0.05714285714285714,eunuchs; magistrate
stm,20,11,stm,25,10,0.05714285714285714,emperor; yuan
lda,20,7,stm,20,9,0.05714285714285714,city; river
lda,20,7,stm,15,9,0.05714285714285714,city; river
lda,20,6,stm,25,10,0.05714285714285714,city; river
lda,20,6,stm,20,10,0.05714285714285714,city; river
lda,20,5,stm,25,17,0.05714285714285714,peking; shanghai
lda,20,5,stm,25,8,0.05714285714285714,library; peking
lda,15,0,stm,25,0,0.05714285714285714,family; fish
nmf,30,12,stm,10,7,0.05714285714285714,king; moon
nmf,30,10,stm,25,13,0.05714285714285714,city; hall
corex_unanchored,30,6,stm,25,12,0.05714285714285714,confucius; things
nmf,30,10,stm,20,9,0.05714285714285714,city; feet
nmf,30,10,stm,15,9,0.05714285714285714,city; feet
nmf,30,7,stm,25,10,0.05714285714285714,emperor; yuan
lda,12,10,stm,25,13,0.05714285714285714,emperor; heaven
lda,15,5,stm,30,17,0.05714285714285714,foreign; shanghai
nmf,30,23,stm,10,7,0.05714285714285714,confucius; god
nmf,30,25,stm,30,17,0.05714285714285714,government; japan
lda,15,6,stm,15,3,0.05714285714285714,road; salt
lda,15,6,stm,10,3,0.05714285714285714,road; salt
lda,15,3,stm,25,10,0.05714285714285714,city; emperor
lda,15,3,stm,20,10,0.05714285714285714,city; emperor
lda,15,3,stm,20,9,0.05714285714285714,city; feet
corex_unanchored,20,8,stm,30,19,0.05714285714285714,river; sea
lda,15,7,stm,30,18,0.05714285714285714,king; son
lda,15,7,stm,30,6,0.05714285714285714,king; son
lda,15,7,stm,10,7,0.05714285714285714,emperor; king
lda,15,6,stm,25,10,0.05714285714285714,city; river
lda,15,6,stm,20,10,0.05714285714285714,city; river
corex_unanchored,20,6,stm,25,12,0.05714285714285714,heaven; virtue
stm,20,16,stm,30,27,0.05714285714285714,art; book
stm,10,6,stm,30,29,0.05714285714285714,city; emperor
stm,10,6,stm,25,23,0.05714285714285714,emperor; sent
lda,30,23,stm,30,21,0.05714285714285714,leaves; length
stm,10,7,stm,30,7,0.05714285714285714,king; moon
stm,10,7,stm,25,16,0.05714285714285714,nature; things
stm,10,7,stm,25,7,0.05714285714285714,king; moon
stm,25,23,stm,30,13,0.05714285714285714,emperor; sent
stm,25,23,stm,30,10,0.05714285714285714,emperor; river
nmf,30,24,stm,25,21,0.05714285714285714,length; slender
corex_unanchored,25,19,stm,20,9,0.05714285714285714,bank; mile
corex_unanchored,25,19,stm,15,9,0.05714285714285714,bank; mile
corex_unanchored,20,10,stm,30,12,0.05714285714285714,black; white
lda,15,3,stm,30,19,0.05714285714285714,feet; shan
corex_unanchored,20,10,stm,25,12,0.05714285714285714,black; white
corex_unanchored,20,10,stm,25,0,0.05714285714285714,species; white
corex_unanchored,20,13,stm,30,6,0.05714285714285714,des; les
nmf,30,19,stm,30,27,0.05555555555555555,art; nature
corex_unanchored,20,8,stm,30,2,0.05555555555555555,eastern; sea
corex_unanchored,20,8,stm,10,2,0.05555555555555555,eastern; sea
corex_unanchored,30,5,stm,20,5,0.05555555555555555,flowers; leaves
nmf,12,3,stm,30,29,0.05555555555555555,city; emperor
nmf,12,4,stm,10,4,0.05555555555555555,black; white
nmf,10,6,stm,15,6,0.05555555555555555,king; shi
corex_unanchored,25,11,stm,30,9,0.05555555555555555,city; feet
nmf,10,0,stm,30,4,0.05555555555555555,children; women
corex_unanchored,30,20,stm,15,13,0.05555555555555555,government; law
stm,10,0,stm,25,15,0.05555555555555555,flowers; leaves
nmf,20,10,stm,15,6,0.05555555555555555,city; emperor
nmf,8,6,stm,15,6,0.05555555555555555,king; shi
stm,10,0,stm,30,15,0.05555555555555555,flowers; leaves
corex_unanchored,20,8,stm,15,2,0.05555555555555555,eastern; sea
nmf,25,21,stm,15,6,0.05555555555555555,king; son
corex_unanchored,30,7,stm,30,29,0.05555555555555555,city; wall
nmf,25,21,stm,15,13,0.05555555555555555,family; law
corex_unanchored,20,8,stm,20,2,0.05555555555555555,eastern; sea
corex_unanchored,20,8,stm,20,19,0.05555555555555555,river; sea
nmf,30,23,stm,25,5,0.05555555555555555,buddhist; tai
nmf,25,21,stm,15,14,0.05555555555555555,children; family
corex_unanchored,20,8,stm,25,2,0.05555555555555555,eastern; sea
lda,30,11,stm,30,4,0.05555555555555555,black; white
lda,30,11,stm,30,14,0.05555555555555555,birds; family
lda,10,7,stm,25,11,0.05555555555555555,ang; han
nmf,30,19,stm,25,5,0.05555555555555555,art; buddhist
lda,30,11,stm,10,4,0.05555555555555555,black; white
stm,10,6,stm,25,15,0.05555555555555555,king; shi
nmf,30,20,stm,15,13,0.05555555555555555,family; law
nmf,30,20,stm,15,14,0.05555555555555555,children; family
lda,30,11,stm,15,14,0.05555555555555555,family; white
lda,30,11,stm,20,5,0.05555555555555555,species; white
lda,30,10,stm,20,13,0.05555555555555555,emperor; shall
lda,10,7,stm,30,29,0.05555555555555555,city; emperor
lda,15,5,stm,25,11,0.05555555555555555,characters; works
lda,30,10,stm,25,23,0.05555555555555555,emperor; sent
lda,30,27,stm,30,29,0.05555555555555555,feet; shan
nmf,25,20,stm,10,4,0.05555555555555555,bronze; porcelain
nmf,25,20,stm,25,5,0.05555555555555555,art; buddhist
corex_unanchored,10,0,stm,15,14,0.05555555555555555,away; women
nmf,25,20,stm,30,27,0.05555555555555555,art; nature
lda,30,10,stm,30,14,0.05555555555555555,father; son
stm,10,9,stm,30,10,0.05555555555555555,city; river
corex_unanchored,25,13,stm,10,4,0.05555555555555555,black; white
corex_unanchored,25,13,stm,15,14,0.05555555555555555,fish; white
corex_unanchored,10,5,stm,20,2,0.05555555555555555,eastern; sea
corex_unanchored,10,5,stm,25,2,0.05555555555555555,eastern; sea
corex_unanchored,10,5,stm,30,2,0.05555555555555555,eastern; sea
nmf,15,3,stm,15,6,0.05555555555555555,emperor; yuan
corex_unanchored,10,5,stm,10,2,0.05555555555555555,eastern; sea
corex_unanchored,30,28,stm,30,28,0.05555555555555555,cash; silver
nmf,30,26,stm,20,5,0.05555555555555555,tibet; tibetan
corex_unanchored,10,5,stm,15,2,0.05555555555555555,eastern; sea
nmf,8,2,stm,30,28,0.05555555555555555,shanghai; taels
lda,30,7,stm,30,9,0.05555555555555555,city; river
corex_unanchored,25,10,stm,30,2,0.05555555555555555,eastern; sea
nmf,25,18,stm,20,5,0.05555555555555555,tibet; tibetan
corex_unanchored,10,6,stm,10,4,0.05555555555555555,black; white
corex_unanchored,10,6,stm,20,5,0.05555555555555555,species; white
nmf,30,19,stm,10,4,0.05555555555555555,bronze; porcelain
nmf,30,16,stm,30,4,0.05555555555555555,black; white
nmf,30,16,stm,30,14,0.05555555555555555,birds; family
lda,30,6,stm,15,6,0.05555555555555555,city; river
lda,10,9,stm,10,4,0.05555555555555555,black; white
nmf,20,6,stm,15,6,0.05555555555555555,king; shi
corex_unanchored,30,8,stm,10,2,0.05555555555555555,eastern; sea
lda,10,9,stm,15,14,0.05555555555555555,family; white
nmf,12,3,stm,20,13,0.05555555555555555,city; emperor
nmf,25,16,stm,10,4,0.05555555555555555,black; white
nmf,25,16,stm,15,14,0.05555555555555555,family; white
nmf,25,16,stm,20,5,0.05555555555555555,species; white
nmf,25,16,stm,30,4,0.05555555555555555,black; white
lda,30,2,stm,20,19,0.05555555555555555,feet; sea
corex_unanchored,30,8,stm,15,2,0.05555555555555555,eastern; sea
corex_unanchored,30,8,stm,20,2,0.05555555555555555,eastern; sea
corex_unanchored,30,8,stm,25,2,0.05555555555555555,eastern; sea
corex_unanchored,30,8,stm,30,2,0.05555555555555555,eastern; sea
lda,30,2,stm,25,19,0.05555555555555555,feet; sea
nmf,30,16,stm,15,14,0.05555555555555555,family; white
nmf,30,16,stm,20,5,0.05555555555555555,species; white
nmf,25,16,stm,30,14,0.05555555555555555,birds; family
lda,30,2,stm,30,9,0.05555555555555555,feet; sea
corex_anchored,20,11,stm,25,11,0.05555555555555555,characters; written
corex_unanchored,25,16,stm,15,14,0.05555555555555555,clothes; woman
lda,15,11,stm,30,14,0.05555555555555555,birds; family
nmf,8,1,stm,30,29,0.05555555555555555,city; feet
lda,15,1,stm,10,4,0.05555555555555555,obverse; reverse
lda,15,3,stm,30,9,0.05555555555555555,city; feet
lda,15,1,stm,15,13,0.05555555555555555,obverse; reverse
lda,10,9,stm,25,11,0.05555555555555555,colour; green
corex_anchored,20,9,stm,30,14,0.05555555555555555,father; law
lda,10,9,stm,30,14,0.05555555555555555,birds; family
nmf,15,0,stm,30,4,0.05555555555555555,children; women
nmf,10,4,stm,10,4,0.05555555555555555,black; white
lda,30,0,stm,30,4,0.05555555555555555,white; women
corex_unanchored,10,8,stm,15,13,0.05555555555555555,government; money
nmf,30,16,stm,10,4,0.05555555555555555,black; white
nmf,25,13,stm,15,6,0.05555555555555555,king; tong
corex_anchored,20,0,stm,25,5,0.05555555555555555,buddhist; temple
nmf,10,4,stm,30,4,0.05555555555555555,black; white
lda,30,0,stm,15,14,0.05555555555555555,white; women
lda,25,24,stm,15,6,0.05555555555555555,king; son
stm,15,6,stm,20,11,0.05555555555555555,emperor; yuan
nmf,15,1,stm,15,6,0.05555555555555555,city; river
stm,15,6,stm,20,15,0.05555555555555555,king; shi
corex_unanchored,30,15,stm,25,5,0.05555555555555555,feet; stone
corex_anchored,20,5,stm,15,0,0.05555555555555555,white; yellow
lda,10,4,stm,15,6,0.05555555555555555,king; tong
corex_anchored,20,15,stm,20,13,0.05555555555555555,emperor; heaven
lda,25,23,stm,15,6,0.05555555555555555,king; shi
corex_unanchored,25,19,stm,30,9,0.05555555555555555,bank; mile
nmf,15,1,stm,30,29,0.05555555555555555,city; feet
lda,25,22,stm,15,6,0.05555555555555555,city; river
lda,25,22,stm,30,29,0.05555555555555555,city; feet
corex_unanchored,15,0,stm,15,6,0.05555555555555555,emperor; son
nmf,12,1,stm,15,6,0.05555555555555555,city; river
lda,25,19,stm,15,6,0.05555555555555555,city; emperor
lda,15,3,stm,15,6,0.05555555555555555,city; emperor
lda,15,3,stm,25,19,0.05555555555555555,feet; shan
lda,15,6,stm,15,6,0.05555555555555555,city; river
nmf,25,10,stm,30,9,0.05555555555555555,city; feet
lda,25,19,stm,25,23,0.05555555555555555,emperor; peking
lda,30,19,stm,15,6,0.05555555555555555,city; emperor
nmf,8,7,stm,20,13,0.05555555555555555,god; heaven
nmf,12,10,stm,10,4,0.05555555555555555,bronze; porcelain
corex_unanchored,30,15,stm,30,29,0.05555555555555555,feet; stone
nmf,12,10,stm,25,5,0.05555555555555555,art; buddhist
nmf,12,10,stm,25,11,0.05555555555555555,bronzes; porcelain
nmf,12,10,stm,30,4,0.05555555555555555,design; porcelain
nmf,12,10,stm,30,27,0.05555555555555555,art; human
lda,25,19,stm,30,9,0.05555555555555555,city; feet
lda,12,7,stm,30,29,0.05555555555555555,city; emperor
lda,25,19,stm,10,4,0.05555555555555555,inches; instruments
corex_unanchored,20,10,stm,10,4,0.05555555555555555,black; white
corex_unanchored,20,10,stm,20,5,0.05555555555555555,species; white
corex_unanchored,15,1,stm,15,0,0.05555555555555555,white; yellow
lda,15,6,stm,30,29,0.05555555555555555,city; feet
lda,25,17,stm,10,4,0.05555555555555555,black; white
lda,25,17,stm,30,4,0.05555555555555555,black; white
nmf,20,3,stm,15,6,0.05555555555555555,emperor; yuan
nmf,25,7,stm,30,29,0.05555555555555555,emperor; imperial
corex_unanchored,15,2,stm,30,4,0.05555555555555555,children; women
lda,15,10,stm,15,13,0.05555555555555555,government; law
nmf,30,10,stm,30,9,0.05555555555555555,city; feet
lda,15,10,stm,20,13,0.05555555555555555,emperor; shall
nmf,12,11,stm,20,5,0.05555555555555555,flowers; leaves
lda,8,2,stm,20,19,0.05555555555555555,island; sea
