left_model,left_K,left_topic_id,right_model,right_K,right_topic_id,jaccard_top_words,overlapping_words
nmf,30,22,stm,30,2,0.08571428571428572,mean; observations; temperature
corex_unanchored,15,12,stm,20,13,0.08571428571428572,god; heaven; worship
lda,30,0,stm,20,13,0.08571428571428572,dragon; god; gods
nmf,20,19,stm,25,11,0.08571428571428572,bronzes; colour; porcelain
nmf,12,1,stm,30,29,0.08571428571428572,city; feet; shan
corex_unanchored,20,10,stm,15,0,0.08571428571428572,species; white; yellow
corex_unanchored,15,1,stm,30,4,0.08571428571428572,green; red; white
lda,25,18,stm,15,6,0.08571428571428572,king; son; tong
nmf,30,7,stm,25,11,0.08571428571428572,ang; han; sung
corex_unanchored,30,8,stm,25,19,0.08571428571428572,miles; river; sea
corex_unanchored,20,8,stm,25,19,0.08571428571428572,plain; river; sea
lda,15,11,stm,15,0,0.08571428571428572,family; genus; species
corex_unanchored,10,5,stm,25,19,0.08571428571428572,miles; plain; sea
nmf,15,4,stm,15,0,0.08571428571428572,genus; species; white
corex_anchored,20,5,stm,30,4,0.08571428571428572,green; red; white
nmf,25,20,stm,30,4,0.08571428571428572,colour; design; porcelain
corex_unanchored,10,5,stm,20,19,0.08571428571428572,island; miles; sea
stm,10,5,stm,20,13,0.08571428571428572,emperor; magistrate; shall
nmf,30,22,stm,25,2,0.08571428571428572,mean; observations; temperature
lda,30,6,stm,10,9,0.08333333333333333,city; journey; river
nmf,30,14,stm,10,9,0.08333333333333333,hills; limestone; shan
lda,10,8,stm,25,15,0.08333333333333333,leaves; plant; tree
lda,30,19,stm,10,9,0.08333333333333333,city; feet; temple
lda,30,10,stm,25,14,0.08333333333333333,death; father; son
lda,20,7,stm,15,10,0.08333333333333333,city; emperor; yuan
lda,30,24,stm,10,6,0.08333333333333333,annam; king; son
corex_unanchored,15,0,stm,10,6,0.08333333333333333,emperor; sent; son
corex_unanchored,30,5,stm,30,15,0.08333333333333333,flowers; leaves; tree
corex_unanchored,20,8,stm,10,9,0.08333333333333333,bank; mile; river
lda,15,7,stm,15,10,0.08333333333333333,city; emperor; yuan
nmf,30,4,stm,30,15,0.08333333333333333,flowers; leaves; plant
lda,25,6,nmf,30,3,0.08333333333333333,ch; fu; si
nmf,15,11,stm,25,15,0.08333333333333333,flowers; leaves; plant
nmf,15,11,stm,30,15,0.08333333333333333,flowers; leaves; plant
lda,25,15,stm,30,13,0.08333333333333333,emperor; government; sent
lda,15,13,nmf,30,3,0.08333333333333333,ch; chou; fu
lda,25,24,stm,10,6,0.08333333333333333,annam; king; son
lda,15,13,stm,30,11,0.08333333333333333,ang; chou; ing
lda,10,5,stm,20,16,0.08333333333333333,book; books; characters
stm,20,12,stm,25,16,0.08333333333333333,mind; nature; things
nmf,12,11,stm,30,15,0.08333333333333333,flowers; leaves; plant
nmf,12,11,stm,25,15,0.08333333333333333,flowers; leaves; plant
corex_anchored,20,2,nmf,30,3,0.08333333333333333,ch; chou; fu
nmf,12,3,stm,30,10,0.08333333333333333,city; emperor; yuan
lda,10,9,stm,30,15,0.08333333333333333,family; flowers; leaves
lda,30,18,stm,10,6,0.08333333333333333,garnier; king; son
lda,10,9,stm,25,15,0.08333333333333333,family; flowers; leaves
nmf,25,15,stm,25,4,0.08333333333333333,god; gods; moon
bertopic,,11,stm,20,3,0.08333333333333333,likin; tax
nmf,25,0,stm,25,4,0.08333333333333333,house; white; women
nmf,8,4,stm,30,15,0.08333333333333333,flowers; leaves; plant
nmf,30,15,stm,25,4,0.08333333333333333,god; gods; moon
corex_unanchored,25,6,stm,15,5,0.08333333333333333,meaning; modern; words
corex_unanchored,25,6,stm,15,11,0.08333333333333333,book; translation; works
nmf,25,2,stm,20,16,0.08333333333333333,book; books; library
corex_unanchored,25,6,stm,20,16,0.08333333333333333,book; words; works
nmf,25,2,stm,15,11,0.08333333333333333,book; books; library
lda,30,17,stm,30,11,0.08333333333333333,ang; chou; ing
nmf,25,14,stm,10,9,0.08333333333333333,hills; limestone; shan
corex_anchored,20,11,stm,20,16,0.08333333333333333,characters; language; word
corex_anchored,20,11,stm,10,8,0.08333333333333333,characters; language; word
nmf,20,4,stm,10,1,0.08333333333333333,leaves; plant; plants
lda,8,4,stm,15,11,0.08333333333333333,book; books; les
bertopic,,11,stm,25,3,0.08333333333333333,likin; tax
nmf,25,3,stm,15,10,0.08333333333333333,emperor; yang; yuan
nmf,25,4,stm,10,1,0.08333333333333333,leaves; plant; plants
lda,15,4,stm,10,0,0.08333333333333333,breadth; length; manchuria
bertopic_chunk_dual_stopworded,,1,stm,25,9,0.08333333333333333,gorge; mile
lda,20,10,stm,10,6,0.08333333333333333,emperor; king; son
lda,25,13,stm,15,10,0.08333333333333333,emperor; ming; yuan
bertopic_chunk_dual_stopworded,,23,stm,30,26,0.08333333333333333,mohammed; prophet
bertopic_chunk_dual_stopworded,,23,stm,25,6,0.08333333333333333,mohammed; prophet
nmf,20,4,stm,30,15,0.08333333333333333,flowers; leaves; plant
nmf,20,4,stm,25,15,0.08333333333333333,flowers; leaves; plant
nmf,8,4,stm,10,1,0.08333333333333333,leaves; plant; plants
nmf,30,2,stm,15,10,0.08333333333333333,city; emperor; imperial
lda,10,7,stm,15,10,0.08333333333333333,city; emperor; yuan
nmf,25,6,stm,10,6,0.08333333333333333,king; shi; son
nmf,25,4,stm,25,15,0.08333333333333333,flowers; leaves; plant
nmf,25,4,stm,30,15,0.08333333333333333,flowers; leaves; plant
lda,10,8,stm,30,15,0.08333333333333333,leaves; plant; tree
lda,25,19,stm,10,9,0.08333333333333333,city; feet; temple
nmf,12,3,stm,15,10,0.08333333333333333,city; emperor; yuan
nmf,12,3,stm,10,6,0.08333333333333333,city; emperor; yuan
nmf,25,7,stm,30,13,0.08333333333333333,emperor; government; imperial
nmf,30,12,stm,10,8,0.08333333333333333,greek; myth; sanscrit
corex_unanchored,10,0,stm,25,4,0.08333333333333333,away; home; women
lda,12,1,stm,15,5,0.08333333333333333,language; modern; word
bertopic,,1,stm,25,9,0.08333333333333333,gorge; mile
lda,15,1,stm,15,5,0.08333333333333333,language; modern; word
lda,20,15,nmf,30,3,0.08333333333333333,salt; taels; year
lda,12,7,stm,15,10,0.08333333333333333,city; emperor; yuan
nmf,20,16,stm,25,4,0.08333333333333333,house; white; women
lda,25,18,stm,10,6,0.08333333333333333,garnier; king; son
bertopic,,23,stm,25,6,0.08333333333333333,mohammed; prophet
nmf,8,4,stm,25,15,0.08333333333333333,flowers; leaves; plant
nmf,10,3,stm,10,6,0.08333333333333333,city; emperor; yuan
corex_unanchored,30,5,stm,25,15,0.08333333333333333,flowers; leaves; tree
corex_unanchored,30,5,stm,10,0,0.08333333333333333,fish; flowers; leaves
nmf,30,4,stm,10,1,0.08333333333333333,leaves; plant; plants
corex_unanchored,20,5,stm,20,16,0.08333333333333333,book; word; words
lda,20,17,nmf,30,3,0.08333333333333333,ch; chou; fu
nmf,10,3,stm,15,10,0.08333333333333333,city; emperor; yuan
lda,15,11,stm,30,5,0.08333333333333333,shansi; shensi; species
corex_unanchored,10,5,stm,10,9,0.08333333333333333,bank; island; miles
nmf,15,7,stm,30,13,0.08333333333333333,emperor; government; sent
bertopic_chunk_dual_stopworded,,11,stm,25,3,0.08333333333333333,likin; tax
corex_unanchored,30,22,stm,10,8,0.08333333333333333,characters; language; words
bertopic_chunk_dual_stopworded,,11,stm,20,3,0.08333333333333333,likin; tax
corex_unanchored,30,22,stm,15,11,0.08333333333333333,book; books; translation
nmf,10,4,stm,30,15,0.08333333333333333,flowers; leaves; plant
nmf,10,4,stm,25,15,0.08333333333333333,flowers; leaves; plant
corex_unanchored,30,1,stm,25,14,0.08333333333333333,family; husband; wife
lda,8,0,nmf,30,3,0.08333333333333333,salt; taels; year
nmf,15,14,stm,10,9,0.08333333333333333,hills; limestone; shan
lda,12,1,stm,10,8,0.08333333333333333,language; modern; word
stm,15,7,stm,25,16,0.08333333333333333,mind; nature; things
lda,20,13,stm,10,1,0.08333333333333333,leaves; plant; tree
nmf,20,14,stm,10,9,0.08333333333333333,hills; limestone; shan
lda,12,8,stm,25,15,0.08333333333333333,leaves; plant; tree
corex_anchored,20,15,stm,10,6,0.08333333333333333,emperor; king; son
corex_unanchored,15,6,stm,10,8,0.08333333333333333,language; word; words
corex_unanchored,30,0,stm,25,14,0.08333333333333333,death; father; son
stm,15,12,stm,30,13,0.08333333333333333,emperor; government; sent
lda,12,11,stm,30,5,0.08333333333333333,shansi; shensi; species
nmf,30,4,stm,25,15,0.08333333333333333,flowers; leaves; plant
lda,30,17,nmf,30,3,0.08333333333333333,ch; chou; fu
lda,30,3,stm,10,0,0.08333333333333333,birds; orn; zool
lda,15,10,stm,30,13,0.08333333333333333,emperor; government; sent
nmf,15,3,stm,15,10,0.08333333333333333,emperor; yang; yuan
corex_anchored,20,14,stm,25,14,0.08333333333333333,family; husband; wife
lda,25,16,stm,10,6,0.08333333333333333,king; mohammed; prophet
corex_unanchored,10,8,stm,30,13,0.08333333333333333,capital; empire; government
stm,20,17,stm,30,13,0.08333333333333333,emperor; government; sent
lda,12,4,stm,10,0,0.08333333333333333,breadth; length; manchuria
bertopic,,23,stm,30,26,0.08333333333333333,mohammed; prophet
lda,15,8,stm,25,15,0.08333333333333333,leaves; plant; tree
lda,15,8,stm,30,15,0.08333333333333333,leaves; plant; tree
nmf,30,2,stm,30,13,0.08333333333333333,emperor; government; imperial
lda,8,5,nmf,30,3,0.08333333333333333,ch; fu; year
lda,12,10,stm,25,14,0.08333333333333333,death; family; law
corex_anchored,20,9,stm,25,14,0.08333333333333333,death; father; law
lda,30,26,stm,15,10,0.08333333333333333,heaven; mohammed; prophet
lda,25,0,stm,25,4,0.08333333333333333,god; gods; moon
nmf,10,4,stm,10,1,0.08333333333333333,leaves; plant; plants
nmf,10,3,stm,30,10,0.08333333333333333,city; emperor; yuan
bertopic,,0,stm,30,1,0.08333333333333333,breadth; var
bertopic,,0,stm,25,1,0.08333333333333333,breadth; var
corex_unanchored,25,10,stm,10,9,0.08333333333333333,island; miles; river
lda,10,1,stm,20,12,0.08333333333333333,heaven; nature; world
lda,10,1,stm,15,7,0.08333333333333333,heaven; nature; world
corex_anchored,20,7,corex_unanchored,20,17,0.08333333333333333,chang; ho; tien
corex_unanchored,10,3,stm,10,8,0.08333333333333333,language; word; words
lda,12,8,stm,30,15,0.08333333333333333,leaves; plant; tree
lda,30,26,stm,10,6,0.08333333333333333,mohammed; prophet; son
lda,25,23,stm,10,0,0.08333333333333333,leaves; length; manchuria
corex_unanchored,25,21,stm,30,11,0.08333333333333333,ang; han; sung
bertopic_chunk_dual_stopworded,,0,stm,30,1,0.08333333333333333,breadth; var
nmf,30,27,stm,30,23,0.08333333333333333,english; portuguese; ships
bertopic_chunk_dual_stopworded,,0,stm,25,1,0.08333333333333333,breadth; var
corex_unanchored,25,19,nmf,8,1,0.08108108108108109,bank; level; plain
corex_unanchored,25,19,nmf,12,1,0.08108108108108109,bank; level; plain
corex_unanchored,10,0,lda,20,10,0.08108108108108109,death; man; son
corex_unanchored,10,0,lda,25,2,0.08108108108108109,away; man; women
corex_unanchored,10,0,lda,25,10,0.08108108108108109,death; man; son
corex_unanchored,25,19,nmf,10,1,0.08108108108108109,bank; level; plain
corex_unanchored,25,17,corex_unanchored,30,4,0.08108108108108109,alone; either; rather
corex_unanchored,30,0,lda,8,1,0.08108108108108109,heaven; life; people
