model,K,topic_id,top_words,representative_documents,dominant_decades,dominant_L1,dominant_L2,suggested_label,researcher_label,interpretation_notes,keep_merge_drop
stm,15,2,temperature; temperature; magnetic; mean; eastern; victoria; magnetism; asia; annual; latitude; amoor; sea; observations; vapour; hourly; peking; eastern_asia; table; eastern_asia; nerchinsk,"The Climate of Eastern Asia - Fritsche, H. - 1877 - XII_1877_06.txt | The Climate of Eastern Asia - Fritsche, H. - 1877 - 1878_06.txt | Meteorological observations, April - December 1872 - Meteorological Committee - 1871 - VII_1871_16.txt | Periodical change of terrestrial magnetism * - Schulze, F. W. - 1878 - XIII_1879_02.txt | Meteorological tables, from observations made in Japan - 1859 - 1860_06.txt",1850 | 1870 | 1860,Natural Sciences | Unknown | Geography and Travel,Meteorology | Astronomy | Unknown,,,,
stm,15,3,summer; chehkiang; cheo; taels; salt; drought; tax; road; cheo; salt; land_tax; spring; drought; likin; roads; chihli; remitted; land; autumn; fuhkien,"Droughts in China, A. D. 620-1643 - Hosie, A. - 1877 - 1878_03.txt | Droughts in China, A. D. 620-1643 - Hosie, A. - 1877 - XII_1877_03.txt | The Salt revenue of China - Parker, E. H. - 1887 - XXII_1887_05.txt | Chinese revenue - Parker, E. H. - 1894 - _1895-1896_03.txt | Salt administration of Ssuch'uan, The - Rosthorn, A. von - 1892 - XXVII_1892_01.txt",1890 | 1880 | 1870,"Economy, Trade, and Technology | Military | Natural Sciences | Politics, Government, and Law",Telecommunication | Economics | Government,,,,
stm,15,4,inches; musical; musical_instruments; black; instruments; chinese_musical_instruments; chinese_musical; white; colour; instrument; instruments; pieces; game; games; wares; musical; holes; instrument; piece; inches,"Music of China, The * - Kingsmill, T. W. - 1910 - XXXIX_1908_01.txt | Coins of the Republic of China * - Ros, G. - 1917 - 1917_15.txt | Chinese ideas of antiques - Hutson J. - 1920 - LI_1920_05.txt | Chinese ideas of antiques - Hutson J. - 1920 - _1920_05.txt | Wei - ch ' i * - Volpicelli, Z. H. - 1891 - XXVI_1891_03.txt",1910 | 1890 | 1920,Arts and Archaeology | Anthropology and Social Customs | Military | Natural Sciences,Decorative arts | Porcelain | Music,,,,
stm,15,5,characters; sanscrit; phonetic; language; modern; myth; lunar; word; words; aryan; tones; meaning; writing; cycle; writing; original; greek; written; indian; comparative,"Can Chinese writing be simplified ? - Chatley, H. - 1930 - _1930-1931_06.txt | The Comparative study of Chinese dialects - Parker, E. H. - 1877 - XII_1877_02.txt | The Comparative study of Chinese dialects - Parker, E. H. - 1877 - 1878_02.txt | Stray notes on Corean history and literature - Scott, J. - 1893 - _1893-1894_02.txt | Western transcription of Chinese, The - Gardner, C. S. - 1931 - _1930-1931_25.txt",1930 | 1890 | 1870,Literature and Language | History and Chronology | Anthropology and Social Customs,"Language and languages | East Asian languages | Chronology, Historical",,,,
stm,15,6,king; yuan_shi; tong_king; shi; city; khan; rashid; son; yuan; tom; noi; emperor; khan; chap; tong; mongol; western_asia; river; tong; central_western,"Notices of the mediaeval geography and history of Central and Western Asia * - Bretschneider, E. - 1875 - X_1876_05.txt | The Intercourse of China with Central and Western Asia in the Second Century B.C. - Kingsmill, T. W. - 1879 - XIV_1879_01.txt | 1880 - 1880_01.txt | Corea - Scherzer, F., trans. Gould, C. - 1883 - XXII_1887_07.txt | Narrative of recent events in Tong - king - Cordier, H. - 1874 - IX_1875_05.txt",1940 | 1870 | 1880,History and Chronology | Military | Natural Sciences | Anthropology and Social Customs,"Chronology, Historical | Asia | History",,,,
stm,15,7,heaven; destiny; moral; nature; confucius; virtue; universe; king; things; doctrine; mencius; mind; world; confucius; lao_tzu; human; piety; earth; tzu; principles,"Theistic import of the Sung philosophy, The - Bruce, J. P. - 1918 - XLIX_1918_10.txt | Wang - chung and Plato on death and immortality - Forke, A. - 1896 - XXXIII_1896_02.txt | Notices of the character and writings of Meh tsi - Edkins, J. - 1859 - I_1859_02.txt | Notices of the character and writings of Meh tsi - Edkins, J. - 1859 - 1859_02.txt | Religious element in the Tso Chuan, The - Wright, H. K. - 1917 - 1917_18.txt",1930 | 1920 | 1910,Religion and Philosophy | Education | Unknown,"Philosophy | Taoism | History | History, Ancient",,,,
stm,15,8,tungus; tungus; goldi; northern; goldi; orn; reindeer; russian; manchuria; zool; shaman; manchus; orn; ibis; proc; groups; tibetan; tibet; tibetan; brit,"Northern Tungus migrations in the Far East - Shirokogoroff, S. M. - 1926 - _1926-1927_09.txt | Who are the Northern Chinese ? - Shirokogoroff, S. M. - 1924 - _1923-1924_20.txt | Asiatic origin of South American man, The - Gapanovich, J. J. - 1931 - _1930-1931_28.txt | Partial bibliography of Chinese birds, A - Riley, J. H. and Richmond, C. W. - 1922 - _1922_13.txt | Sramana - Shaman - Mironov, N. D. and Shirokogoroff, S. M. - 1924 - _1923-1924_28.txt",1920 | 1930 | 1910,Anthropology and Social Customs | Unknown | Natural Sciences,"Folklore | Ethnology | History | History, Modern (20th century)",,,,
stm,15,9,river; coal; channel; feet; miles; mile; limestone; city; bank; miles; left_bank; island; hills; gorge; right_bank; sea; bank; shan; coal; rocks,"Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow - Ward, J. - 1859 - I_1859_09.txt | Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow - Ward, J. - 1859 - 1859_09.txt | Notes on some dikes at the mouth of the Nankow pass * - Guppy, H. B. - 1883 - XVIII_1884_07.txt | Researches into the geology of Formosa * - Kleinwachter, G. - 1883 - 1883_03.txt | Researches into the geology of Formosa * - Kleinwachter, G. - 1883 - XVIII_1884_03.txt",1860 | 1880 | 1850,"Geography and Travel | Natural Sciences | Economy, Trade, and Technology",Geology | Hydrology | Travel,,,,
stm,15,10,emperor; prophet; mohammed; temple; stone; tablet; altar; city; ming; tomb; moslem; imperial; heaven; tablets; monument; yuan; temple; yang; palace; moslems,"On the Stone figures at Chinese tombs and the offering of living sacrifices - Mayers, W. F. - 1877 - XII_1877_01.txt | On the Stone figures at Chinese tombs and the offering of living sacrifices - Mayers, W. F. - 1877 - 1878_01.txt | State religion of china during the Manchu Dynasty, The * - Williams, E. T. - 1913 - 1913_02.txt | Chinese architecture - Edkins, J. - 1889 - _1930-1931_03.txt | T'ai Shan * - Moule, A. C. - 1912 - XLIII_1912_10.txt",1940 | 1920 | 1910,Arts and Archaeology | Religion and Philosophy | Literature and Language,Architecture | Painting | Sculpture,,,,
stm,15,11,manchu; bithe; library; works; library; vols; wylie; book; books; bottles; libraries; translation; porcelain; julien; chinese_porcelain; ching; medical; les; published; hua_ching,"ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT. - NATALIS RONDOT - 1898 - _1898-1899_03.txt | ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT. - NATALIS RONDOT - 1898 - XXXII_1897_03.txt | Java - Mencarini, J. - 1905 - XXII_1887_08.txt | Essay on Manchu literature - Mollendorf, P. G. von - 1889 - XXIV_1890_01.txt | Western appliances in the Chinese printing industry - Hirth, F. - 1885 - 1885_07.txt",1880 | 1850 | 1870,Education | Military | Natural Sciences | Literature and Language,"Associations, institutions, etc. | Medicine | Education",,,,
stm,15,12,government; portuguese; treaty; sent; emperor; ministers; commissioners; foreign; peking; forts; ward; soon; japanese; settlement; dutch; japan; ships; went; english; foreigners,"1911 - 1911_01.txt | Narrative of the American Embassy to Peking - Williams, S. W. - 1859 - 1860_05.txt | Recollections of China prior to 1840 - Williams, S. W. - 1873 - 1874_01.txt | Some new light on the life and times of Bishop Della Chiesa - Heeren, J. J. - 1925 - _1925_08.txt | Early Portuguese commerce and settlements in China * - Volpicelli, Z. H. - 1892 - XXVII_1892_02.txt",1850 | 1860 | 1920,History and Chronology | Education | Unknown,"History, Modern (20th century) | History | History, Modern (20th century) | Education",,,,
stm,15,13,law; currency; eunuchs; silver; cash; obverse; guild; reverse; currency; chinese_law; tael; coins; money; reverse; coinage; family; obverse_reverse; government; value; eunuch,"Coins of the Ta - ts'ing or present dynasty of China * - Wylie, A. - 1858 - 1858_03.txt | Notes on Chinese banking system in Shanghai - Ferguson, J. C. - 1906 - XXXVII_1906_03.txt | Scarcity of copper cash and the rise in prices - Taylor, F. E. - 1896 - XXXIII_1896_04.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt | Chinese partnerships ; liability of the individual members - 1887 - XXII_1887_03.txt",1900 | 1890 | 1880,"Politics, Government, and Law | Economy, Trade, and Technology | Military | Natural Sciences",Numismatics | Law | Government,,,,
stm,15,14,women; girl; girls; fish; children; wear; flying; night; house; fox; woman; white; family; women; clothes; saw; children; away; young; hell,"The Fish - skin Tartars - Fraser, E. H. - 1891 - XXVI_1891_01.txt | The Fish - skin Tartars - Fraser, E. H. - 1891 - 1891_03.txt | Sketches of the Miau - tsze - Bridgman, E. C. - 1859 - 1859_11.txt | Some notes on land - birds, including also general remarks on the birds observed at sea on the coast of China in 1916 - Laver, H. E. - 1918 - XLIX_1918_02.txt | Hainanese Miao, The * - Moninger, M. M. - 1921 - LII_1921_02.txt",1900 | 1890 | 1940,Anthropology and Social Customs | Literature and Language | Geography and Travel,Folklore | Mythology | Mythology | Ethnology,,,,
stm,20,0,genus; styan; kiangyin; species; birds; swinhoe; alligator; bird; chinkiang; genus; chinkiang; winter; family; pall; flying_fish; fish; temm; styan; black; bird,"1913 - 1913_08.txt | Collection of birds in the Shanghai Museum, The - Touche, J. D. D. La - 1909 - XL_1909_04.txt | 1913 - 1913_03.txt | Collection of Chinese reptiles in the Shanghai Museum, The - Stanley, A. - 1914 - XLV_1914_04.txt | Notes on some new species of birds found on the island of Formosa - Swinhoe, R. - 1859 - I_1859_08.txt",1910 | 1850 | 1900,Natural Sciences | Unknown | Geography and Travel,Zoology | Unknown | Mythology,,,,
stm,20,1,lour; lour; china_cochin; linn; sin; linn; danes; cochin; canton; folio; tab; tab; plant; foliis; martini; china_cochin; osbeck; plants; folio; chusan,"Early European researches into the flora of China - Bretschneider, E. - 1880 - 1880_04.txt | Early European researches into the flora of China - Bretschneider, E. - 1880 - _1880-1881_01.txt | Contribution to the nomenclature of Chinese plants - Faber, E. - 1907 - XXXVIII_1907_03.txt | Early European researches into the flora of China - Bretschneider, E. - 1880 - 1880_03.txt | Chinese names of plants - Henry, A. - 1887 - 1891_02.txt",1880 | 1900 | 1930,"Natural Sciences | Military | Natural Sciences | Politics, Government, and Law",Botany | Astronomy | Medicine,,,,
stm,20,2,temperature; magnetic; temperature; mean; asia; victoria; magnetism; eastern; annual; amoor; vapour; sea; peking; eastern_asia; continent; observations; currents; eastern_asia; table; nerchinsk,"The Climate of Eastern Asia - Fritsche, H. - 1877 - XII_1877_06.txt | The Climate of Eastern Asia - Fritsche, H. - 1877 - 1878_06.txt | Meteorological observations, April - December 1872 - Meteorological Committee - 1871 - VII_1871_16.txt | Periodical change of terrestrial magnetism * - Schulze, F. W. - 1878 - XIII_1879_02.txt | Meteorological tables, from observations made in Japan - 1859 - 1860_06.txt",1850 | 1870 | 1860,Natural Sciences | Unknown | Geography and Travel,Meteorology | Astronomy | Unknown,,,,
stm,20,3,summer; tax; chehkiang; taels; salt; land_tax; drought; road; spring; salt; likin; drought; cheo; fuhkien; remitted; land; cheo; autumn; tax; roads,"Droughts in China, A. D. 620-1643 - Hosie, A. - 1877 - 1878_03.txt | Droughts in China, A. D. 620-1643 - Hosie, A. - 1877 - XII_1877_03.txt | Chinese revenue - Parker, E. H. - 1894 - _1895-1896_03.txt | The Salt revenue of China - Parker, E. H. - 1887 - XXII_1887_05.txt | Salt administration of Ssuch'uan, The - Rosthorn, A. von - 1892 - XXVII_1892_01.txt",1890 | 1880 | 1870,"Economy, Trade, and Technology | Military | Natural Sciences | Politics, Government, and Law",Telecommunication | Economics | Military art and science | Science,,,,
stm,20,4,inches; wares; musical; instruments; instrument; musical_instruments; chinese_musical_instruments; wood; musical; chinese_musical; instrument; bamboo; colour; instruments; holes; foot; games; wares; porcelain; bell,"Music of China, The * - Kingsmill, T. W. - 1910 - XXXIX_1908_01.txt | Chinese ideas of antiques - Hutson J. - 1920 - LI_1920_05.txt | Chinese ideas of antiques - Hutson J. - 1920 - _1920_05.txt | Short notes on Chinese instruments of music * - Dennys, N. B. - 1873 - 1874_07.txt | Chinese Embroidery and Other Art Textile Work - Stanley, A. - 1913 - 1913_05.txt",1910 | 1920 | 1850,Arts and Archaeology | Anthropology and Social Customs | Literature and Language,Decorative arts | Music | Porcelain,,,,
stm,20,5,leaves; leaflets; ventral; species; flowers; ovate; slender; tibetan; tai; glabrous; tibetan; slender; base; hairs; apex; tibet; pagodas; lower; white; bristle,"Shantung foraminifera - Jacot, A. P. - 1925 - _1925_06.txt | Then and now - Hudson, E. - 1923 - _1923-1924_13.txt | Oribatoidea Sinensis, Part III - Jacot, A. P. - 1924 - _1923-1924_26.txt | The Family names - Giles, H. A. - 1886 - _1922_09.txt | Genus gueldenstaedtia (leguminoseae), The - Jacot, A. P. - 1927 - _1926-1927_20.txt",1920 | 1910 | 1930,Natural Sciences | Literature and Language | Anthropology and Social Customs,Botany | Zoology | Hydrology,,,,
stm,20,6,king; garnier; tong_king; son; mohammed; prophet; moslems; tong; les; noi; moslem; prophet; religion; mohammed; nous; tong_king; hua_ching; garnier; bishop; bishop,"Narrative of recent events in Tong - king - Cordier, H. - 1874 - IX_1875_05.txt | Corea - Scherzer, F., trans. Gould, C. - 1883 - XXII_1887_07.txt | Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster - Camajee, D. N. - 1874 - IX_1875_02.txt | Retrospect of events in China, 1873 - Editorial Committee - 1873 - 1874_09_retrospects_of_events.txt | Some new light on the life and times of Bishop Della Chiesa - Heeren, J. J. - 1925 - _1925_08.txt",1870 | 1880 | 1920,Religion and Philosophy | History and Chronology | Geography and Travel,Islam | Buddhism | Judaism,,,,
stm,20,7,king; myth; lunar; modern; chow; sanscrit; aryan; sun; indian; parthia; exogamy; origin; india; jupiter; calendar; language; cycle; moon; word; stars,"A Comparative table of the ancient lunar asterisms - Kingsmill, T. W. - 1891 - XXVI_1891_02.txt | A Comparative table of the ancient lunar asterisms - Kingsmill, T. W. - 1891 - 1891_04.txt | The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king "" - Kingsmill, T. W. - 1877 - XII_1877_05.txt | THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS. - Thos. W. KINGSMILL - 1898 - XXXII_1897_01.txt | The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king "" - Kingsmill, T. W. - 1877 - 1878_05.txt",1890 | 1870 | 1930,Anthropology and Social Customs | History and Chronology | Religion and Philosophy,"Astronomy | Chronology, Historical | Ethnology",,,,
stm,20,8,manchuria; tungus; orn; tungus; length; goldi; skvortzow; breadth; northern; length_breadth; zool; goldi; rice; north_manchuria; manchuria; length_breadth; breadth; fruits; russian; harbin,"Partial bibliography of Chinese birds, A - Riley, J. H. and Richmond, C. W. - 1922 - _1922_13.txt | Corea - Scherzer, F., trans. Gould, C. - 1883 - LII_1921_04.txt | Corea - Scherzer, F., trans. Gould, C. - 1883 - _1921_04.txt | Northern Tungus migrations in the Far East - Shirokogoroff, S. M. - 1926 - _1926-1927_09.txt | Recent research upon the mammalia of North China - Sowerby, A. de C. - 1916 - 1916_05.txt",1920 | 1880 | 1930,Anthropology and Social Customs | Unknown | Natural Sciences,Folklore | Zoology | Astronomy,,,,
stm,20,9,river; left_bank; channel; feet; miles; right_bank; mile; city; bank; village; bore; journey; stream; keang; gorge; hills; bank; island; village; stream,"Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow - Ward, J. - 1859 - I_1859_09.txt | Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow - Ward, J. - 1859 - 1859_09.txt | Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se - Wylie, A. - 1868 - V_1868_08.txt | The Bore of the Tsien - tang Kiang (Hang - chau Bay) - Moore - 1888 - 1888_04.txt | Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal - Ellias, N. - 1867 - IV_1867_06.txt",1860 | 1850 | 1900,"Geography and Travel | Natural Sciences | Economy, Trade, and Technology",Hydrology | Travel | Telecommunication,,,,
stm,20,10,shi; yuan_shi; khan; city; yuan; rashid; tom; mongol; khan; chap; mongols; emperor; mongols; mongol; central_western; river; central_western_asia; century; polo; uigurs,"Notices of the mediaeval geography and history of Central and Western Asia * - Bretschneider, E. - 1875 - X_1876_05.txt | Notices of Christianity in China. Extracted from Marco Polo * - Moule, A. C. - 1915 - XLVI_1915_02.txt | Elucidations of Marco Polo's travels in North China, drawn from Chinese sources - Palladius, A. - 1875 - X_1876_01.txt | The Intercourse of China with Central and Western Asia in the Second Century B.C. - Kingsmill, T. W. - 1879 - XIV_1879_01.txt | Mongolia after the Genghizides and before the Manchus - Parker, E. H. - 1913 - 1913_06.txt",1940 | 1880 | 1870,Military | Natural Sciences | History and Chronology | Geography and Travel,"Asia | Christianity | Chronology, Historical",,,,
stm,20,11,stone; tombs; tomb; sung; ming; monuments; monument; han; ang; tablet; architecture; emperor; ien; sung_dynasty; inscription; ing; inscriptions; yuan; hsi; bottles,"ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT. - NATALIS RONDOT - 1898 - _1898-1899_03.txt | ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT. - NATALIS RONDOT - 1898 - XXXII_1897_03.txt | The Mystery of Ta - ts ' in - Playfair, G. M. H. - 1885 - XXII_1887_11.txt | On the Stone figures at Chinese tombs and the offering of living sacrifices - Mayers, W. F. - 1877 - 1878_01.txt | On the Stone figures at Chinese tombs and the offering of living sacrifices - Mayers, W. F. - 1877 - XII_1877_01.txt",1940 | 1910 | 1870,Arts and Archaeology | Military | Natural Sciences | Geography and Travel,Sculpture | Painting | Bronzes,,,,
stm,20,12,confucius; destiny; moral; nature; heaven; doctrine; duke; king; tzu; virtue; lao_tzu; things; mind; confucius; sages; music; mencius; world; human; universe,"Chinese sophists, The - Forke, A. - 1901 - XXXIV_1901_01.txt | Chinese chess * - Volpicelli, Z. H. - 1888 - 1888_05.txt | Wei - ch ' i * - Volpicelli, Z. H. - 1891 - XXVI_1891_03.txt | Wei - ch ' i * - Volpicelli, Z. H. - 1891 - 1891_05.txt | Destiny, fate - Morgan, E. - 1920 - LI_1920_03.txt",1930 | 1920 | 1910,Religion and Philosophy | Education | Unknown,Philosophy | Taoism | Political science,,,,
stm,20,13,emperor; altar; hall; heaven; god; eunuchs; incense; temple; hall; eunuch; sacrifice; city; dragon; gods; god; worship; worshipped; palace; shall; magistrate,"Chinese poetry and its connotations * - Ayscough, F. W. - 1920 - LI_1920_07.txt | Family law of the Chinese, The - Mollendorf, P. G. von - 1892 - VII_1871_17_duplicated红楼梦.txt | 1885 - 1885_01.txt | State religion of china during the Manchu Dynasty, The * - Williams, E. T. - 1913 - 1913_02.txt | Chinese poetry and its connotations * - Ayscough, F. W. - 1920 - _1920_07.txt",1920 | 1910 | 1890,Literature and Language | Religion and Philosophy | Unknown,Confucianism | Folklore | Mythology | China--Religion,,,,
stm,20,14,family; marriage; husband; law; children; parents; children; wife; marriage; wife; girls; women; husband; wear; marry; son; child; father; death; woman,"The Family law of the Chinese and its comparative relations with that of other nations - Mollendorf, P. G. von - 1878 - XIII_1879_03.txt | The Fish - skin Tartars - Fraser, E. H. - 1891 - XXVI_1891_01.txt | The Fish - skin Tartars - Fraser, E. H. - 1891 - 1891_03.txt | Family law of the Chinese, The - Mollendorf, P. G. von - 1892 - XXVII_1892_04.txt | Sketches of the Miau - tsze - Bridgman, E. C. - 1859 - 1859_11.txt",1940 | 1890 | 1900,"Politics, Government, and Law | Anthropology and Social Customs | Geography and Travel",Folklore | Mythology | Law | Medicine,,,,
stm,20,15,plant; jap; infra; leaves; tree; shi_king; hai_king; king; shi; shuo_wen; shan_hai; flowers; shu; eaten; supra; fruit; synonym; plants; family; siebold,"Chinese names of plants - Henry, A. - 1887 - 1891_01.txt | Chinese names of plants - Henry, A. - 1887 - XXII_1887_15.txt | Plants from Peitaiho - Cowdry, N. H. - 1922 - _1922_11.txt | Java - Mencarini, J. - 1905 - XIX_1884_01.txt | 1920 - _1920_08.txt",1880 | 1900 | 1920,Unknown | Natural Sciences | Geography and Travel,Botany | Unknown | Travel,,,,
stm,20,16,manchu; library; vols; art; characters; bithe; chinese_law; book; language; student; libraries; words; books; languages; manchu; study; vide; works; word; writing,"Can Chinese writing be simplified ? - Chatley, H. - 1930 - _1930-1931_06.txt | Western transcription of Chinese, The - Gardner, C. S. - 1931 - _1930-1931_25.txt | Why the sinologue should study manchu ? - Hauer, Erich - 1930 - _1930-1931_13.txt | Essay on Manchu literature - Mollendorf, P. G. von - 1889 - XXIV_1890_01.txt | Some types of Chinese historical thought - Chang Hsin - hai - 1929 - _1928-1929_17.txt",1930 | 1850 | 1880,"Education | Literature and Language | Politics, Government, and Law","East Asian languages | Language and languages | Associations, institutions, etc.",,,,
stm,20,17,government; treaty; commissioners; foreign; emperor; ships; settlement; sent; peking; forts; ward; shanghai; japanese; foreigners; treaties; japan; retrospect; canton; soon; party,"1911 - 1911_01.txt | Recollections of China prior to 1840 - Williams, S. W. - 1873 - 1874_01.txt | Retrospect of events in China and Japan, 1868 - Editorial Committee - 1868 - V_1868_10_retrospect_of_events.txt | Retrospect of events in China and Japan, 1869, 1870 - 1869 - 1869_12_retrospects_of_events.txt | Narrative of the American Embassy to Peking - Williams, S. W. - 1859 - 1860_05.txt",1850 | 1860 | 1880,History and Chronology | Education | Unknown,"History, Modern (20th century) | History | History, Modern (20th century) | Associations, institutions, etc.",,,,
stm,20,18,cash; currency; obverse; silver; coins; coins; coin; reverse; currency; coinage; tael; copper; obverse; reverse; guild; value; mint; gold; coin; obverse_reverse,"Coins of the Republic of China * - Ros, G. - 1917 - 1917_15.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt | Coinage of Corea, The * - Gardener, C. T. - 1892 - XXVII_1892_03.txt | Coins of the Ta - ts'ing or present dynasty of China * - Wylie, A. - 1858 - 1858_03.txt | Notes on Chinese banking system in Shanghai - Ferguson, J. C. - 1906 - XXXVII_1906_03.txt",1900 | 1890 | 1880,"Economy, Trade, and Technology | Arts and Archaeology | Politics, Government, and Law",Numismatics | Economics | Government,,,,
stm,20,19,coal; coal; limestone; sea; feet; mineral; rocks; river; miles; geological; formation; rocks; iron; geology; sandstone; island; strata; mountains; surface; desert,"Notes on the coal and Iron Ore deposits of Central Shansi - Norin, E. - 1922 - _1922_07.txt | A Sketch of the Geology of Quang -tung Province - Kingsmill, T. W. - 1865 - II_1865_02.txt | Researches into the geology of Formosa * - Kleinwachter, G. - 1883 - XVIII_1884_03.txt | Researches into the geology of Formosa * - Kleinwachter, G. - 1883 - 1883_03.txt | China's petrified sun - rays - Chatley, H. - 1920 - LI_1920_04.txt",1860 | 1880 | 1920,Natural Sciences | Unknown | Military | Natural Sciences,Geology | Agriculture | Medicine,,,,
stm,25,0,genus; styan; kiangyin; birds; species; chinkiang; alligator; chinkiang; styan; genus; flying_fish; family; bird; warbler; swinhoe; winter; dove; fish; white; soochow,"1913 - 1913_08.txt | Collection of birds in the Shanghai Museum, The - Touche, J. D. D. La - 1909 - XL_1909_04.txt | Collection of Chinese reptiles in the Shanghai Museum, The - Stanley, A. - 1914 - XLV_1914_04.txt | 1913 - 1913_03.txt | Notes on some new species of birds found on the island of Formosa - Swinhoe, R. - 1859 - I_1859_08.txt",1910 | 1850 | 1900,Natural Sciences | Unknown | Anthropology and Social Customs,Zoology | Unknown | Botany,,,,
stm,25,1,length; length_breadth; skvortzow; manchuria; breadth; breadth; north_manchuria; rice; var; fruits; apricot; fruits; length_breadth; harbin; poppy; variety; plum; district; plants; var,"Corea - Scherzer, F., trans. Gould, C. - 1883 - L_1919_04.txt | Corea - Scherzer, F., trans. Gould, C. - 1883 - LII_1921_04.txt | Corea - Scherzer, F., trans. Gould, C. - 1883 - _1921_04.txt | 1920 - LI_1920_08.txt | 1920 - _1920_08.txt",1880 | 1920 | 1900,Unknown | Anthropology and Social Customs | Geography and Travel,Manners and customs | Unknown | Astronomy,,,,
stm,25,2,temperature; temperature; victoria; mean; eastern; vapour; amoor; asia; annual; nerchinsk; eastern_asia; peking; sea; hourly; diff; observations; latitude; eastern_asia; table; minimum,"The Climate of Eastern Asia - Fritsche, H. - 1877 - XII_1877_06.txt | The Climate of Eastern Asia - Fritsche, H. - 1877 - 1878_06.txt | Meteorological observations, April - December 1872 - Meteorological Committee - 1871 - VII_1871_16.txt | Meteorological tables, from observations made in Japan - 1859 - 1860_06.txt | Notes on temperatures in high altitudes on the Tibetan border - Edgar, J. H. - 1914 - XLV_1914_07.txt",1870 | 1850 | 1860,Natural Sciences | Unknown | Geography and Travel,Meteorology | Astronomy | Unknown,,,,
stm,25,3,summer; chehkiang; tax; taels; salt; land_tax; drought; road; cheo; cheo; salt; spring; drought; likin; remitted; land; roads; autumn; tax; fuhkien,"Droughts in China, A. D. 620-1643 - Hosie, A. - 1877 - XII_1877_03.txt | Droughts in China, A. D. 620-1643 - Hosie, A. - 1877 - 1878_03.txt | Chinese revenue - Parker, E. H. - 1894 - _1895-1896_03.txt | The Salt revenue of China - Parker, E. H. - 1887 - XXII_1887_05.txt | Salt administration of Ssuch'uan, The - Rosthorn, A. von - 1892 - XXVII_1892_01.txt",1890 | 1880 | 1870,"Economy, Trade, and Technology | Military | Natural Sciences | Politics, Government, and Law",Telecommunication | Economics | Military art and science | Science,,,,
stm,25,4,women; wear; woman; god; moon; festival; fox; house; children; gods; clothes; white; shall; demon; women; night; hell; away; home; games,"Marriage maker, The - Kliene, C. - 1921 - LII_1921_07.txt | Marriage maker, The - Kliene, C. - 1921 - _1921_07.txt | Some Chinese funeral customs - Walshe, W. G. - 1903 - XXXV_1903_03.txt | Chinese children's games - Headland, I. T. - 1906 - XXXVII_1906_05.txt | Shanghai folk - lore - Box, E. - 1901 - XXXIV_1901_02.txt",1900 | 1940 | 1920,Literature and Language | Anthropology and Social Customs | Geography and Travel,Folklore | Mythology | Literature | Mythology,,,,
stm,25,5,temple; architecture; monuments; tai; stone; pagodas; towers; feet; art; pagoda; chinese_art; wall; temples; cave; tower; buddhist; temples; peking; pagoda; roof,"Chinese pagodas - Couling, S. - 1915 - XLVI_1915_04.txt | Chinese Embroidery and Other Art Textile Work - Stanley, A. - 1913 - 1913_05.txt | Chinese wood carving * - Stanley, A. - 1914 - XLV_1914_09.txt | Relation of Chinese and Siamese, The * - Dodd, W. C. - 1920 - LI_1920_01.txt | Relation of Chinese and Siamese, The * - Dodd, W. C. - 1920 - _1920_01.txt",1940 | 1910 | 1920,Arts and Archaeology | Geography and Travel | Religion and Philosophy,Decorative arts | Architecture | Sculpture,,,,
stm,25,6,king; tong_king; garnier; son; tong; prophet; nous; mohammed; les; mohammed; noi; prophet; tong_king; hua_ching; thou; religion; son_king; garnier; father; bishop,"Narrative of recent events in Tong - king - Cordier, H. - 1874 - IX_1875_05.txt | Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster - Camajee, D. N. - 1874 - IX_1875_02.txt | Corea - Scherzer, F., trans. Gould, C. - 1883 - XXII_1887_07.txt | Chinese life of Mohammed, A - Mason, I. - 1920 - LI_1920_09.txt | Chinese life of Mohammed, A - Mason, I. - 1920 - _1920_09.txt",1870 | 1890 | 1920,Religion and Philosophy | History and Chronology | Geography and Travel,Islam | Judaism | Buddhism,,,,
