author_name,master_id,title,volume,year_start,year_end,time_window,subject_l1,subject_l2
"Jarvie, R.",MASTER_00054,Respecting China grass,NS 1,1864,1864,1858-1867,"Economy, Trade, and Technology",Industries
"Jenkins, B.",MASTER_00087,Notions of the ancient Chinese respecting music,NS 5,1868,1868,1868-1877,Arts and Archaeology,Music
"John, G.",MASTER_00026,"The Ethics of the Chinese, with special reference to the doctrine of Human Nature and Sin",OS 2 Part 1,1860,1860,1858-1867,Religion and Philosophy,Philosophy
"Johnston, R. F.",MASTER_00576,"Poet - monk of Modern China, A",NS 63,1932,1932,1928-1937,Religion and Philosophy,Religion
"Kann, E.",MASTER_00541,"Gold in China : in its historical, practical and financial aspects",NS 60,1929,1929,1928-1937,"Economy, Trade, and Technology",Economics
"Keer, J. G.",MASTER_00064,Description of the Great Examination Hall at Canton,NS 3,1866,1866,1858-1867,Arts and Archaeology,Architecture
"Keer, J. G.",MASTER_00064,Description of the Great Examination Hall at Canton,NS 3,1866,1866,1858-1867,Education,Education
"Kellogg, C. R.",MASTER_00412,"List of the birds in the Museum of the Anglo - Chinese College of Foochow, China",NS 50,1919,1919,1918-1927,Natural Sciences,Zoology
"Kemp, E. G.",MASTER_00434,"Highways and byways of Kweichow, The *",NS 52,1921,1921,1918-1927,Anthropology and Social Customs,Anthropology
"Kemp, E. G.",MASTER_00434,"Highways and byways of Kweichow, The *",NS 52,1921,1921,1918-1927,Anthropology and Social Customs,Ethnology
"Kemp, E. G.",MASTER_00434,"Highways and byways of Kweichow, The *",NS 52,1921,1921,1918-1927,Geography and Travel,Travel
"King, G. E.",MASTER_00416,Notes on Kansu,NS 50,1919,1919,1918-1927,Geography and Travel,Travel
"Kingsmill, T. W.",MASTER_00046,A Sketch of the Geology of Quang -tung Province,NS 2,1865,1865,1858-1867,Natural Sciences,Geology
"Kingsmill, T. W.",MASTER_00052,Retrospect of events in China and Japan,NS 2,1865,1865,1858-1867,History and Chronology,"History, Modern (20th century)"
"Kingsmill, T. W.",MASTER_00068,Notes on some outlying coal-fields in the south-eastern provinces of China,NS 3,1866,1866,1858-1867,Natural Sciences,Geology
"Kingsmill, T. W.",MASTER_00083,"Retrospect of events in China and Japan, 1867",NS 4,1867,1867,1858-1867,History and Chronology,"History, Modern (20th century)"
"Kingsmill, T. W.",MASTER_00086,Notes on the coal fields and general geology of the neighbourhood of Nagasaki *,NS 5,1868,1868,1868-1877,Natural Sciences,Geology
"Kingsmill, T. W.",MASTER_00112,"The Mythical origin of the Chow or Djow Dynasty, as set forth in the ""Shoo-king""",NS 7,1871,1872,1868-1877,History and Chronology,History
"Kingsmill, T. W.",MASTER_00124,"The legend of Wen Wang, founder of the dynasty of the Chows in China",NS 8,1874,1874,1868-1877,History and Chronology,Biography
"Kingsmill, T. W.",MASTER_00140,Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history,NS 10,1876,1876,1868-1877,Anthropology and Social Customs,Anthropology
"Kingsmill, T. W.",MASTER_00140,Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history,NS 10,1876,1876,1868-1877,Anthropology and Social Customs,Ethnology
"Kingsmill, T. W.",MASTER_00145,The Borderlands of geology and history,NS 11,1877,1877,1868-1877,Anthropology and Social Customs,Anthropology
"Kingsmill, T. W.",MASTER_00145,The Borderlands of geology and history,NS 11,1877,1877,1868-1877,Anthropology and Social Customs,Ethnology
"Kingsmill, T. W.",MASTER_00145,The Borderlands of geology and history,NS 11,1877,1877,1868-1877,Natural Sciences,Geology
"Kingsmill, T. W.",MASTER_00145,The Borderlands of geology and history,NS 11,1877,1877,1868-1877,Natural Sciences,Zoology
"Kingsmill, T. W.",MASTER_00155,"The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king """,NS 12,1878,1878,1878-1887,Literature and Language,Language and languages
"Kingsmill, T. W.",MASTER_00155,"The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king """,NS 12,1878,1878,1878-1887,Literature and Language,Literature
"Kingsmill, T. W.",MASTER_00155,"The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king """,NS 12,1878,1878,1878-1887,Religion and Philosophy,Religion
"Kingsmill, T. W.",MASTER_00161,The Intercourse of China with Central and Western Asia in the Second Century B.C.,NS 14,1879,1879,1878-1887,History and Chronology,History
"Kingsmill, T. W.",MASTER_00160,"The story of Shun, the Emperor",NS 13,1879,1879,1878-1887,History and Chronology,Biography
"Kingsmill, T. W.",MASTER_00191,"Serica of Ptolemy and its inhabitants, The",NS 19 Part 2,1884,1884,1878-1887,Anthropology and Social Customs,Anthropology
"Kingsmill, T. W.",MASTER_00191,"Serica of Ptolemy and its inhabitants, The",NS 19 Part 2,1884,1884,1878-1887,Anthropology and Social Customs,Ethnology
"Kingsmill, T. W.",MASTER_00191,"Serica of Ptolemy and its inhabitants, The",NS 19 Part 2,1884,1884,1878-1887,Geography and Travel,Geography
"Kingsmill, T. W.",MASTER_00252,A Comparative table of the ancient lunar asterisms,NS 26,1891,1892,1888-1897,Natural Sciences,Astronomy
"Kingsmill, T. W.",MASTER_00260,Inland communications in China *,NS 28,1893,1894,1888-1897,"Economy, Trade, and Technology",Telecommunication
"Kingsmill, T. W.",MASTER_00278,"Chinese system of family relationship and its Aryan affinities, The",NS 31,1896,1897,1888-1897,Anthropology and Social Customs,Anthropology
"Kingsmill, T. W.",MASTER_00278,"Chinese system of family relationship and its Aryan affinities, The",NS 31,1896,1897,1888-1897,Anthropology and Social Customs,Ethnology
"Kingsmill, T. W.",MASTER_00278,"Chinese system of family relationship and its Aryan affinities, The",NS 31,1896,1897,1888-1897,Literature and Language,Language and languages
"Kingsmill, T. W.",MASTER_00278,"Chinese system of family relationship and its Aryan affinities, The",NS 31,1896,1897,1888-1897,Literature and Language,Literature
"Kingsmill, T. W.",MASTER_00276,"Huns of Europe, The (Notes on E. H. Parker's paper "" Inscriptions de l'Orkhon "")",NS 31,1896,1897,1888-1897,Anthropology and Social Customs,Anthropology
"Kingsmill, T. W.",MASTER_00276,"Huns of Europe, The (Notes on E. H. Parker's paper "" Inscriptions de l'Orkhon "")",NS 31,1896,1897,1888-1897,Anthropology and Social Customs,Ethnology
"Kingsmill, T. W.",MASTER_00282,"THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.",NS 32,1898,1899,1898-1907,Anthropology and Social Customs,Manners and customs
"Kingsmill, T. W.",MASTER_00298,"Hirth, Dr. F., and the Hiung Nu",NS 34,1901,1902,1898-1907,Anthropology and Social Customs,Anthropology
"Kingsmill, T. W.",MASTER_00298,"Hirth, Dr. F., and the Hiung Nu",NS 34,1901,1902,1898-1907,Anthropology and Social Customs,Ethnology
"Kingsmill, T. W.",MASTER_00303,"Mantses and the Golden Chersonese, The",NS 35,1903,1904,1898-1907,Anthropology and Social Customs,Anthropology
"Kingsmill, T. W.",MASTER_00303,"Mantses and the Golden Chersonese, The",NS 35,1903,1904,1898-1907,Anthropology and Social Customs,Ethnology
"Kingsmill, T. W.",MASTER_00303,"Mantses and the Golden Chersonese, The",NS 35,1903,1904,1898-1907,Geography and Travel,Geography
"Kingsmill, T. W.",MASTER_00311,Ancient Tibet and its frontagers,NS 37,1906,1906,1898-1907,Anthropology and Social Customs,Anthropology
"Kingsmill, T. W.",MASTER_00311,Ancient Tibet and its frontagers,NS 37,1906,1906,1898-1907,Anthropology and Social Customs,Ethnology
"Kingsmill, T. W.",MASTER_00311,Ancient Tibet and its frontagers,NS 37,1906,1906,1898-1907,Geography and Travel,Geography
"Kingsmill, T. W.",MASTER_00318,"Two zodiacs (solar and lunar), their origin and connections, The",NS 38,1907,1907,1898-1907,Natural Sciences,Astronomy
"Kingsmill, T. W.",MASTER_00325,"Music of China, The *",NS 41,1910,1910,1908-1917,Arts and Archaeology,Music
"Kleinwachter, G.",MASTER_00178,Researches into the geology of Formosa *,NS 18,1883,1883,1878-1887,Natural Sciences,Geology
"Kliene, C.",MASTER_00404,Chinese puzzledom,NS 49,1918,1918,1918-1927,Inscriptions and Miscellaneous,Miscellaneous
"Kliene, C.",MASTER_00409,"Land of Peach Bloom, The",NS 50,1919,1919,1918-1927,Literature and Language,Language and languages
"Kliene, C.",MASTER_00433,"Marriage maker, The",NS 52,1921,1921,1918-1927,Literature and Language,Language and languages
"Kliene, C.",MASTER_00469,Some similarities in Chinese and ancient Egyptian culture,NS 54,1923,1923,1918-1927,Anthropology and Social Customs,Anthropology
"Kliene, C.",MASTER_00469,Some similarities in Chinese and ancient Egyptian culture,NS 54,1923,1923,1918-1927,Anthropology and Social Customs,Ethnology
"Kojeuroff, G. P.",MASTER_00519,Some contributions to the anthropology of the buriats,NS 58,1927,1927,1918-1927,Anthropology and Social Customs,Anthropology
"Kojeuroff, G. P.",MASTER_00519,Some contributions to the anthropology of the buriats,NS 58,1927,1927,1918-1927,Anthropology and Social Customs,Ethnology
"Kulp, D. H",MASTER_00581,Chinese anthropometrics : studies in Chekiang and Kwangtung,NS 63,1932,1932,1928-1937,Anthropology and Social Customs,Anthropology
Lamprey,MASTER_00057,"Remarks on the "" water we use "" in Shanghai",NS 1,1864,1864,1858-1867,Natural Sciences,Chemistry
Lamprey,MASTER_00045,Notes on the geology of the Great Plain *,NS 2,1865,1865,1858-1867,Natural Sciences,Geology
"Lanning, G.",MASTER_00386,"Kinship of the English and Chinese languages, The",NS 48,1917,1917,1908-1917,Literature and Language,Language and languages
"Lanning, G.",MASTER_00423,Names and nicknames of the Shanghai settlements,NS 51,1920,1920,1918-1927,History and Chronology,History
"Latourette, K. S.",MASTER_00375,Survey of the work by Western students of Chinese history,NS 47,1916,1916,1908-1917,History and Chronology,History
"Laver, H. E.",MASTER_00382,Land birds and others met with at sea off the coast of China in 1915,NS 48,1917,1917,1908-1917,Natural Sciences,Zoology
"Laver, H. E.",MASTER_00394,"Some notes on land - birds, including also general remarks on the birds observed at sea on the coast of China in 1916",NS 49,1918,1918,1918-1927,Natural Sciences,Zoology
"Leavenworth, C. S.",MASTER_00307,"History of the Loochoo Islands, The",NS 36,1905,1905,1898-1907,History and Chronology,History
Lee Shao-chang（李绍昌）,MASTER_00603,"Prajna - Paramita Hridaya Sutra or "" Essence of transcendental wisdom "" The (Hsuan Chuang, A. D. VIIth Cent.)",NS 65,1934,1934,1928-1937,Religion and Philosophy,Buddhism
"Legge, J.",MASTER_00219,"Defense of the trans. of a passage in the "" Tsochwan",NS 21,1886,1886,1878-1887,Literature and Language,Language and languages
"Leung, G. K.",MASTER_00514,Mei Lan - Fang (the man and his art),NS 58,1927,1927,1918-1927,History and Chronology,Biography
"Leung, G. K.",MASTER_00514,Mei Lan - Fang (the man and his art),NS 58,1927,1927,1918-1927,Literature and Language,Literature
Lin Tung-chi（林同济）,MASTER_00608,"Word "" one "" in Chinese poetry, The",NS 66,1935,1935,1928-1937,Literature and Language,Language and languages
Lin Yu-tang（林语堂）,MASTER_00606,"Technique and spirit of Chinese poetry, The",NS 66,1935,1935,1928-1937,Literature and Language,Literature
"Lindau, R.",MASTER_00033,"Notes on the city of Yedo, the capital of Japan *",NS 1,1864,1864,1858-1867,Geography and Travel,Travel
"Ling, P. C.",MASTER_00396,"Eight Immortals of the Taoist religion, The",NS 49,1918,1918,1918-1927,Religion and Philosophy,Taoism
"Little, A. J.",MASTER_00142,"Retrospect of events in China, 1875",NS 10,1876,1876,1868-1877,History and Chronology,"History, Modern (20th century)"
"Little, A. J.",MASTER_00183,Notes on Szechuen and the Yangtse valley,NS 18,1883,1883,1878-1887,Geography and Travel,Travel
"Liu, J. C.",MASTER_00544,"List of plant names included in the Cowdry Chihli flora, not recorded in the Index Florae Sinensis and its two supplements, A",NS 60,1929,1929,1928-1937,Natural Sciences,Botany
"Lobingier, C. S.",MASTER_00358,"Bibliographical introduction to the study of Chinese law, A",NS 45,1914,1914,1908-1917,"Politics, Government, and Law",Law
"Lobingier, C. S.",MASTER_00407,"Early Malays and their neighbours, The",NS 50,1919,1919,1918-1927,Anthropology and Social Customs,Anthropology
"Lobingier, C. S.",MASTER_00407,"Early Malays and their neighbours, The",NS 50,1919,1919,1918-1927,Anthropology and Social Customs,Ethnology
Lu Yen-Ying,MASTER_00572,"Confucianism, Democracy and nationalism",NS 62,1931,1931,1928-1937,Religion and Philosophy,China--Religion
"Lyon, D. W.",MASTER_00599,"Past decade in Chinese literature, The",NS 65,1934,1934,1928-1937,Literature and Language,Literature
"MacGillivray, D.",MASTER_00522,"Jews of Honan, The",NS 59,1928,1928,1928-1937,Geography and Travel,Asia
"MacGillivray, D.",MASTER_00522,"Jews of Honan, The",NS 59,1928,1928,1928-1937,Geography and Travel,Geography
"MacGillivray, D.",MASTER_00522,"Jews of Honan, The",NS 59,1928,1928,1928-1937,Geography and Travel,Travel
"MacNair, H. F.",MASTER_00487,Some observation on China's international relations,NS 56,1925,1925,1918-1927,Geography and Travel,Asia
"MacNair, H. F.",MASTER_00487,Some observation on China's international relations,NS 56,1925,1925,1918-1927,History and Chronology,"History, Modern"
"Macgowan, D. J.",MASTER_00003,Contribution to the ethnology of Eastern Asia,OS 1 Part 1,1858,1858,1858-1867,Anthropology and Social Customs,Anthropology
"Macgowan, D. J.",MASTER_00003,Contribution to the ethnology of Eastern Asia,OS 1 Part 1,1858,1858,1858-1867,Anthropology and Social Customs,Ethnology
"Macgowan, D. J.",MASTER_00006,Chinese bibliography,OS 1 Part 2,1859,1859,1858-1867,Literature and Language,Language and languages
"Macgowan, D. J.",MASTER_00017,On the Banishment of Criminals in China,OS 1 Part 3,1859,1859,1858-1867,"Politics, Government, and Law",Law
"Macgowan, D. J.",MASTER_00024,"On the Cosmical Phenomena observed in the neighborhood of Shanghai , during the past thirteen centuries",OS 2 Part 1,1860,1860,1858-1867,Natural Sciences,Botany
"Macgowan, D. J.",MASTER_00024,"On the Cosmical Phenomena observed in the neighborhood of Shanghai , during the past thirteen centuries",OS 2 Part 1,1860,1860,1858-1867,Natural Sciences,Geology
"Macgowan, D. J.",MASTER_00024,"On the Cosmical Phenomena observed in the neighborhood of Shanghai , during the past thirteen centuries",OS 2 Part 1,1860,1860,1858-1867,Natural Sciences,Hydrology
"Macgowan, D. J.",MASTER_00024,"On the Cosmical Phenomena observed in the neighborhood of Shanghai , during the past thirteen centuries",OS 2 Part 1,1860,1860,1858-1867,Natural Sciences,Meteorology
"Macgowan, D. J.",MASTER_00101,Notes on the Chihkiang Miautsz,NS 6,1869,1870,1868-1877,Anthropology and Social Customs,Anthropology
"Macgowan, D. J.",MASTER_00101,Notes on the Chihkiang Miautsz,NS 6,1869,1870,1868-1877,Anthropology and Social Customs,Ethnology
"Macgowan, D. J.",MASTER_00118,Chinese use of shad in consumption and iodine Plants in scrofula,NS 7,1871,1872,1868-1877,Literature and Language,Language and languages
"Macgowan, D. J.",MASTER_00119,"On the "" Mutton wine "" of the Mongols and analagous preparations of the Chinese",NS 7,1871,1872,1868-1877,Natural Sciences,Medicine
"Macgowan, D. J.",MASTER_00137,Notes on Chinese toxicology,NS 9,1875,1875,1868-1877,Natural Sciences,Medicine
"Macgowan, D. J.",MASTER_00211,Chinese guilds or chambers of commerce and trades unions,NS 21,1886,1886,1878-1887,"Economy, Trade, and Technology",Economics
"Macgowan, D. J.",MASTER_00205,Histrionic notes,NS 21,1886,1886,1878-1887,Literature and Language,Language and languages
"Macintyre, J.",MASTER_00207,Roadside religion in Manchuria,NS 21,1886,1886,1878-1887,Religion and Philosophy,Religion
"Macklin, W. E.",MASTER_00294,Mencius and some other reformers of China,NS 33,1900,1901,1898-1907,"Politics, Government, and Law",Government
"Macklin, W. E.",MASTER_00294,Mencius and some other reformers of China,NS 33,1900,1901,1898-1907,Religion and Philosophy,Philosophy
"Macklin, W. E.",MASTER_00294,Mencius and some other reformers of China,NS 33,1900,1901,1898-1907,"Politics, Government, and Law",Political science--Philosophy
"Macklin, W. E.",MASTER_00294,Mencius and some other reformers of China,NS 33,1900,1901,1898-1907,Religion and Philosophy,Religion
"Markham, J.",MASTER_00095,"Notes on the Shantung Province, being a journey from Chefoo to Tsiuhsien, the city of Mencius",NS 6,1869,1870,1868-1877,Geography and Travel,Travel
"Martin, W. A. P.",MASTER_00059,"Account of an overland journey from Peking to Shanghai, February and March 1865",NS 1,1864,1864,1858-1867,Religion and Philosophy,Judaism
"Martin, W. A. P.",MASTER_00060,"Account of an overland journey from Peking to Shanghai, February and March 1866",NS 2,1865,1865,1858-1867,Geography and Travel,Travel
"Martin, W. A. P.",MASTER_00148,On the Styles of Chinese epistolary composition,NS 11,1877,1877,1868-1877,Literature and Language,Language and languages
"Martin, W. A. P.",MASTER_00310,"Jewish monument at Kaifungfu, The",NS 37,1906,1906,1898-1907,Religion and Philosophy,Judaism
"Mason, I.",MASTER_00426,"Chinese life of Mohammed, A",NS 51,1920,1920,1918-1927,Religion and Philosophy,Islam
"Mason, I.",MASTER_00498,Notes on Chinese Mohammedan Literature,NS 56,1925,1925,1918-1927,Religion and Philosophy,Islam
"Mason, I.",MASTER_00521,Three score years and ten,NS 59,1928,1928,1928-1937,"Politics, Government, and Law","Associations, institutions, etc."
"Mason, I.",MASTER_00539,"Mohammedans of China : when, and how they first came, The",NS 60,1929,1929,1928-1937,Religion and Philosophy,Islam
"Mason, I.",MASTER_00568,Chinese - Moslem chronology,NS 62,1931,1931,1928-1937,History and Chronology,"Chronology, Historical"
"Mason, I.",MASTER_00568,Chinese - Moslem chronology,NS 62,1931,1931,1928-1937,Religion and Philosophy,Islam
"Mayers, W. F.",MASTER_00078,Chinese chronological tables,NS 4,1867,1867,1858-1867,History and Chronology,"Chronology, Historical"
"Mayers, W. F.",MASTER_00096,"On Wen - ch'ang, the god of literature, his history and worship",NS 6,1869,1870,1868-1877,Religion and Philosophy,Religion
"Mayers, W. F.",MASTER_00099,"On the Introduction and use of gunpower and firearms among the Chinese, with notes on some ancient engines of warfare",NS 6,1869,1870,1868-1877,Military,Military art and science
"Mayers, W. F.",MASTER_00108,A Historical and statistical sketch of the island of Hainan,NS 7,1871,1872,1868-1877,History and Chronology,History
"Mayers, W. F.",MASTER_00151,On the Stone figures at Chinese tombs and the offering of living sacrifices,NS 12,1878,1878,1878-1887,Anthropology and Social Customs,Manners and customs
"McCartee, D. B.",MASTER_00066,On some Wild Silkworms of China,NS 3,1866,1866,1858-1867,Natural Sciences,Zoology
"McCartee, D. B.",MASTER_00105,"Trans. of the inscriptions upon a stone tablet commemorating the repairs upon the Ch'eng Hwang Miau, or Temple of the Tutelary Deity of the City",NS 6,1869,1870,1868-1877,Inscriptions and Miscellaneous,Inscriptions
"McCormick, F.",MASTER_00335,China's monuments,NS 43,1912,1912,1908-1917,Arts and Archaeology,Archaeology
"McCormick, F.",MASTER_00335,China's monuments,NS 43,1912,1912,1908-1917,Arts and Archaeology,Art
"Medhurst, W. H.",MASTER_00090,"Tablet of Y<U+00FC>, The",NS 5,1868,1868,1868-1877,Inscriptions and Miscellaneous,Inscriptions
"Meerkerk, M. E. R. F.",MASTER_00527,"A German translation of the Hsi Hsiang Chi, A review",NS 59,1928,1928,1928-1937,Literature and Language,Literature
"Mencarini, J.",MASTER_00293,"Philippine Chinese labour question, The",NS 33,1900,1901,1898-1907,"Economy, Trade, and Technology",Economics
"Mencarini, J.",MASTER_00308,Java,NS 36,1905,1905,1898-1907,Geography and Travel,Travel
Meteorological Committee,MASTER_00121,"Meteorological observations, April - December 1872",NS 7,1871,1872,1868-1877,Natural Sciences,Meteorology
"Mironov, N. D. and Shirokogoroff, S. M.",MASTER_00483,Sramana - Shaman,NS 55,1924,1924,1918-1927,Anthropology and Social Customs,Folklore
"Mollendorf, P. G. von",MASTER_00147,"The Vertebrata of the Province of Chihli, with notes on Chinese zoological nomenclature",NS 11,1877,1877,1868-1877,Natural Sciences,Zoology
"Mollendorf, P. G. von",MASTER_00159,The Family law of the Chinese and its comparative relations with that of other nations,NS 13,1879,1879,1878-1887,"Politics, Government, and Law",Law
"Mollendorf, P. G. von",MASTER_00159,The Family law of the Chinese and its comparative relations with that of other nations,NS 13,1879,1879,1878-1887,Anthropology and Social Customs,Manners and customs
"Mollendorf, P. G. von",MASTER_00241,Essay on Manchu literature,NS 24,1889,1890,1888-1897,Literature and Language,Language and languages
"Mollendorf, P. G. von",MASTER_00259,"Family law of the Chinese, The",NS 27,1892,1893,1888-1897,"Politics, Government, and Law",Law
"Mollendorf, P. G. von",MASTER_00259,"Family law of the Chinese, The",NS 27,1892,1893,1888-1897,Anthropology and Social Customs,Manners and customs
"Mollendorf, P. G. von",MASTER_00280,"Limitations of comparative philology, On the",NS 31,1896,1897,1888-1897,Literature and Language,Language and languages
"Moninger, M. M.",MASTER_00428,"Hainanese Miao, The *",NS 52,1921,1921,1918-1927,Anthropology and Social Customs,Anthropology
"Moninger, M. M.",MASTER_00428,"Hainanese Miao, The *",NS 52,1921,1921,1918-1927,Anthropology and Social Customs,Ethnology
Moore,MASTER_00239,The Bore of the Tsien - tang Kiang (Hang - chau Bay),NS 23,1888,1888,1888-1897,Natural Sciences,Hydrology
"Moore, A.",MASTER_00414,"Attractions of entomology, The",NS 50,1919,1919,1918-1927,Natural Sciences,Zoology
"Morgan, E.",MASTER_00403,"Case of ritualism, A",NS 49,1918,1918,1918-1927,Religion and Philosophy,Religion
"Morgan, E.",MASTER_00420,"Destiny, fate",NS 51,1920,1920,1918-1927,Religion and Philosophy,Philosophy
"Morgan, E.",MASTER_00427,"Operations and manifestations of the Tao exemplified in history, The",NS 52,1921,1921,1918-1927,Religion and Philosophy,Taoism
"Morgan, E.",MASTER_00471,How tonnage was measured in ancient China,NS 54,1923,1923,1918-1927,Anthropology and Social Customs,Manners and customs
"Morgan, E.",MASTER_00472,"Taoist superman, The",NS 54,1923,1923,1918-1927,Religion and Philosophy,Taoism
"Morgan, E.",MASTER_00502,League of nations in ancient China,NS 57,1926,1926,1918-1927,History and Chronology,"History, Ancient"
"Morgan, E.",MASTER_00518,Chou - kung ; The Duke of Chou,NS 58,1927,1927,1918-1927,History and Chronology,Biography
"Morgan, E.",MASTER_00546,"The George Eumorfopoulos collection : catalogue of the Chinese and Corean bronzes, sculpture, jades, jewellery and miscellaneous objects : by W. Percival Yetts, A",NS 60,1929,1929,1928-1937,Arts and Archaeology,Art
"Morgan, E.",MASTER_00551,"Language and new thought, or new words for new ideas",NS 61,1930,1930,1928-1937,Literature and Language,East Asian languages
"Morgan, E.",MASTER_00573,"Cosmic spirit, The",NS 62,1931,1931,1928-1937,Religion and Philosophy,China--Religion
"Morgan, E.",MASTER_00573,"Cosmic spirit, The",NS 62,1931,1931,1928-1937,Religion and Philosophy,Philosophy
"Morgan, E.",MASTER_00583,Studies in conduct and character,NS 63,1932,1932,1928-1937,Literature and Language,Literature
"Morgan, E.",MASTER_00630,Times and manners in the age of the Emperor Kang Hsi,NS 69,1938,1938,1938-1948,History and Chronology,History
"Morgan, E.",MASTER_00635,Sacrifices in ancient China,NS 70,1939,1939,1938-1948,Religion and Philosophy,Religion
"Morrison, G. J.",MASTER_00180,"Some notes of a trip to Corea, in July and August, 1883",NS 18,1883,1883,1878-1887,Geography and Travel,Travel
"Morse, H. B.",MASTER_00242,Currency and measures in China,NS 24,1889,1890,1888-1897,Anthropology and Social Customs,Manners and customs
"Morse, H. B.",MASTER_00242,Currency and measures in China,NS 24,1889,1890,1888-1897,Arts and Archaeology,Numismatics
"Morse, H. B.",MASTER_00315,Currency in China *,NS 38,1907,1907,1898-1907,Arts and Archaeology,Numismatics
"Morse, H. B.",MASTER_00432,"Lampacao, a mystery of the Far East",NS 52,1921,1921,1918-1927,Geography and Travel,Geography
"Moule, A. C.",MASTER_00319,"List of the musical and other sound - producing instruments of the Chinese, A *",NS 39,1908,1908,1908-1917,Arts and Archaeology,Music
"Moule, A. C.",MASTER_00328,"Christian monument at Hsi - an - fu, The",NS 41,1910,1910,1908-1917,Arts and Archaeology,Archaeology
"Moule, A. C.",MASTER_00328,"Christian monument at Hsi - an - fu, The",NS 41,1910,1910,1908-1917,Arts and Archaeology,Art
"Moule, A. C.",MASTER_00328,"Christian monument at Hsi - an - fu, The",NS 41,1910,1910,1908-1917,Religion and Philosophy,Christianity
"Moule, A. C.",MASTER_00326,Notices of the Nestorian missions from Chinese sources other than the Christian monument *,NS 41,1910,1910,1908-1917,Religion and Philosophy,Christianity
"Moule, A. C.",MASTER_00330,T'ai Shan *,NS 43,1912,1912,1908-1917,Arts and Archaeology,Archaeology
"Moule, A. C.",MASTER_00330,T'ai Shan *,NS 43,1912,1912,1908-1917,Arts and Archaeology,Art
"Moule, A. C.",MASTER_00330,T'ai Shan *,NS 43,1912,1912,1908-1917,Religion and Philosophy,Religion
"Moule, A. C.",MASTER_00330,T'ai Shan *,NS 43,1912,1912,1908-1917,Geography and Travel,Travel
"Moule, A. C.",MASTER_00359,"Table of the Emperors of the Yuan Dynasty, A",NS 45,1914,1914,1908-1917,History and Chronology,"Chronology, Historical"
"Moule, A. C.",MASTER_00361,Notices of Christianity in China. Extracted from Marco Polo *,NS 46,1915,1915,1908-1917,Religion and Philosophy,Christianity
"Moule, A. C.",MASTER_00512,"Siege of Saianfu and the murder of Achmach Bailo, The",NS 58,1927,1927,1918-1927,Geography and Travel,Asia
"Moule, A. C.",MASTER_00512,"Siege of Saianfu and the murder of Achmach Bailo, The",NS 58,1927,1927,1918-1927,History and Chronology,"History, Modern"
"Moule, A. C.",MASTER_00536,"Murder of Achmach Bailo, The",NS 59,1928,1928,1928-1937,Geography and Travel,Asia
"Moule, A. C.",MASTER_00536,"Murder of Achmach Bailo, The",NS 59,1928,1928,1928-1937,History and Chronology,"History, Modern"
"Moule, G. E.",MASTER_00102,"Notes on the provincial examination of Chekiang, 1870, with a version of one of the essays",NS 6,1869,1870,1868-1877,Education,Education
"Moule, G. E.",MASTER_00113,The Obligations of China to Europe in the matter of physical science acknowledged by eminent Chinese,NS 7,1871,1872,1868-1877,Inscriptions and Miscellaneous,Miscellaneous
"Moule, G. E.",MASTER_00132,"Notes on Col. Yule's edition of Marco Polo's "" Quinsay "" *",NS 9,1875,1875,1868-1877,Literature and Language,Language and languages
"Moule, G. E.",MASTER_00188,"Buddist sheet - tract, containing an apologue of human life, A *",NS 19 Part 1,1884,1884,1878-1887,Religion and Philosophy,Buddhism
"Moule, G. E.",MASTER_00235,A guide to True Vacuity,NS 23,1888,1888,1888-1897,Religion and Philosophy,Taoism
"Moule, G. E.",MASTER_00292,"Notes on the Ting - chi, or half - yearly sacrifice to Confucius *",NS 33,1900,1901,1898-1907,Religion and Philosophy,Confucianism
"Moule, G. E.",MASTER_00292,"Notes on the Ting - chi, or half - yearly sacrifice to Confucius *",NS 33,1900,1901,1898-1907,Arts and Archaeology,Music
"Moyer, R. T.",MASTER_00579,"Aridity of North China, The",NS 63,1932,1932,1928-1937,Geography and Travel,Geography
"Moyer, R. T.",MASTER_00625,Some observations on the agriculture of inner Mongola,NS 68,1937,1937,1928-1937,Natural Sciences,Agriculture
"Murphy, D. C.",MASTER_00582,"Research museum in Far Eastern antiquities, A",NS 63,1932,1932,1928-1937,Arts and Archaeology,Antiquities
"N. G. Moffett, L. I. and Gee,",MASTER_00346,Check list of birds of the Lower Yangtze valley from Hankow to the sea,NS 44,1913,1913,1908-1917,Natural Sciences,Zoology
NATALIS RONDOT,MASTER_00284,ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.,NS 32,1898,1899,1898-1907,Arts and Archaeology,Archaeology
NATALIS RONDOT,MASTER_00284,ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.,NS 32,1898,1899,1898-1907,Arts and Archaeology,Art
