author_name,master_id,title,volume,year_start,year_end,time_window,subject_l1,subject_l2
"Vale, J.",MASTER_00291,Irrigation of the Ch'eng tu Plain,NS 33,1900,1901,1898-1907,"Economy, Trade, and Technology",Industries
"Vale, J.",MASTER_00305,Irrigation of the Ch'eng tu Plain and beyond *,NS 36,1905,1905,1898-1907,Natural Sciences,Agriculture
"Vale, J.",MASTER_00305,Irrigation of the Ch'eng tu Plain and beyond *,NS 36,1905,1905,1898-1907,"Economy, Trade, and Technology",Commerce
"Vale, J.",MASTER_00305,Irrigation of the Ch'eng tu Plain and beyond *,NS 36,1905,1905,1898-1907,Natural Sciences,Hydrology
"Vale, J.",MASTER_00305,Irrigation of the Ch'eng tu Plain and beyond *,NS 36,1905,1905,1898-1907,"Economy, Trade, and Technology",Industries
"Viguier, S. A.",MASTER_00127,Brief account of the French Expedition of 1866 into Indo - China,NS 8,1874,1874,1868-1877,History and Chronology,"History, Modern (20th century)"
"Volpicelli, Z. H.",MASTER_00240,Chinese chess *,NS 23,1888,1888,1888-1897,Anthropology and Social Customs,Manners and customs
"Volpicelli, Z. H.",MASTER_00253,Wei - ch ' i *,NS 26,1891,1892,1888-1897,Anthropology and Social Customs,Manners and customs
"Volpicelli, Z. H.",MASTER_00257,Early Portuguese commerce and settlements in China *,NS 27,1892,1893,1888-1897,History and Chronology,History
"Walshe, W. G.",MASTER_00295,"Ancient city of Shaohing, The",NS 33,1900,1901,1898-1907,History and Chronology,History
"Walshe, W. G.",MASTER_00301,Some Chinese funeral customs,NS 35,1903,1904,1898-1907,Anthropology and Social Customs,Manners and customs
Wang Kuo Wei（王国维）,MASTER_00526,Chinese foot measures of the past nineteen centuries,NS 59,1928,1928,1928-1937,Anthropology and Social Customs,Folklore
"Ward, F. K.",MASTER_00370,Notes on the flora of the W. Ssuch ' uan Mountains,NS 47,1916,1916,1908-1917,Natural Sciences,Botany
"Ward, J.",MASTER_00010,"Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow",OS 1 Part 2,1859,1859,1858-1867,Natural Sciences,Hydrology
"Warren, G. G.",MASTER_00332,Three sites in Hunan connected with the classical legendary history of China *,NS 43,1912,1912,1908-1917,Arts and Archaeology,Archaeology
"Warren, G. G.",MASTER_00332,Three sites in Hunan connected with the classical legendary history of China *,NS 43,1912,1912,1908-1917,Arts and Archaeology,Art
"Warren, G. G.",MASTER_00332,Three sites in Hunan connected with the classical legendary history of China *,NS 43,1912,1912,1908-1917,History and Chronology,History
"Warren, G. G.",MASTER_00366,The Wu Pan tablet,NS 46,1915,1915,1908-1917,Inscriptions and Miscellaneous,Inscriptions
"Warren, G. G.",MASTER_00369,M.Chavannes ' editions of Ssu - ma Chien,NS 47,1916,1916,1908-1917,Literature and Language,Language and languages
"Warren, G. G.",MASTER_00477,Was Chu Hsi a materialist ?,NS 55,1924,1924,1918-1927,Religion and Philosophy,Philosophy
"Watson, W. C. H.",MASTER_00306,Journey to Sungp ' an *,NS 36,1905,1905,1898-1907,Natural Sciences,Agriculture
"Watson, W. C. H.",MASTER_00306,Journey to Sungp ' an *,NS 36,1905,1905,1898-1907,"Economy, Trade, and Technology",Commerce
"Watson, W. C. H.",MASTER_00306,Journey to Sungp ' an *,NS 36,1905,1905,1898-1907,"Economy, Trade, and Technology",Industries
"Watson, W. C. H.",MASTER_00306,Journey to Sungp ' an *,NS 36,1905,1905,1898-1907,Geography and Travel,Travel
"Watters, T.",MASTER_00081,Chinese notions about pigeons and doves,NS 4,1867,1867,1858-1867,Anthropology and Social Customs,Mythology
"Watters, T.",MASTER_00081,Chinese notions about pigeons and doves,NS 4,1867,1867,1858-1867,Natural Sciences,Zoology
"Watters, T.",MASTER_00114,The Life and works of Han Yu or Han Wen-Kung,NS 7,1871,1872,1868-1877,Literature and Language,Language and languages
"Watters, T.",MASTER_00126,Chinese fox - myths,NS 8,1874,1874,1868-1877,Anthropology and Social Customs,Mythology
"Watters, T.",MASTER_00135,"Notes on the "" Miao - fa - lien - hua - ching "", a Buddhist sutra in Chinese",NS 9,1875,1875,1868-1877,Religion and Philosophy,Buddhism
"Wells, H. R.",MASTER_00553,"Book of changes and genesis, The",NS 61,1930,1930,1928-1937,Religion and Philosophy,China--Religion
Wen Yu,MASTER_00632,"Influence of liquids upon the dissolution of initial consonant groups of the indo sinic families, The",NS 69,1938,1938,1938-1948,Literature and Language,Language and languages
"Werner, E. T. C.",MASTER_00435,"Christ in the "" Li Tai Shen Hsien T'ung Chien """,NS 52,1921,1921,1918-1927,Religion and Philosophy,Christianity
"Werner, E. T. C.",MASTER_00453,"Christ in the "" Li Tai Shen Hsien Tung Chien "" *",NS 53,1922,1922,1918-1927,Religion and Philosophy,Christianity
"Werner, E. T. C.",MASTER_00474,Chinese composite deities,NS 54,1923,1923,1918-1927,Religion and Philosophy,Religion
"Werner, E. T. C.",MASTER_00493,"Burial place of Genghis Kwan, The",NS 56,1925,1925,1918-1927,Geography and Travel,Asia
"Werner, E. T. C.",MASTER_00493,"Burial place of Genghis Kwan, The",NS 56,1925,1925,1918-1927,Geography and Travel,Geography
"Werner, E. T. C.",MASTER_00493,"Burial place of Genghis Kwan, The",NS 56,1925,1925,1918-1927,Geography and Travel,Travel
"Werner, E. T. C.",MASTER_00496,Rebuttal notes on chinese religion and dynastic tombs,NS 56,1925,1925,1918-1927,Religion and Philosophy,China--Religion
"Werner, E. T. C.",MASTER_00510,"Postscript on tomb - destruction, A",NS 57,1926,1926,1918-1927,Inscriptions and Miscellaneous,Inscriptions
"Werner, E. T. C.",MASTER_00531,"Origin of the Chinese priesthood, The",NS 59,1928,1928,1928-1937,Religion and Philosophy,China--Religion
"White, L. M.",MASTER_00530,Early Christianity in Japan,NS 59,1928,1928,1928-1937,Anthropology and Social Customs,Mythology
"White, L. M.",MASTER_00530,Early Christianity in Japan,NS 59,1928,1928,1928-1937,Religion and Philosophy,Religion
"Wilder, G. D. and Hubbard, H. W.",MASTER_00485,List of the birds of Chihli Province,NS 55,1924,1924,1918-1927,Natural Sciences,Zoology
"Wilder, G. D. and Hubbard, H. W.",MASTER_00509,Corrections and additions to the list of the birds of Chihli Province,NS 57,1926,1926,1918-1927,Natural Sciences,Zoology
"Wilds, E.",MASTER_00042,Report on the appearance of the Rugged Islands,NS 1,1864,1864,1858-1867,Geography and Travel,Travel
"Wilhelm, R.",MASTER_00348,On the Sources of Chinese Taoism,NS 45,1914,1914,1908-1917,Religion and Philosophy,Taoism
"Wilkinson, H. P.",MASTER_00431,Exogamy in China,NS 52,1921,1921,1918-1927,Anthropology and Social Customs,Anthropology
"Wilkinson, H. P.",MASTER_00431,Exogamy in China,NS 52,1921,1921,1918-1927,Anthropology and Social Customs,Ethnology
"Wilkinson, H. P.",MASTER_00431,Exogamy in China,NS 52,1921,1921,1918-1927,Anthropology and Social Customs,Manners and customs
"Williams, C. A. S.",MASTER_00406,Chinese metaphorical zoology,NS 50,1919,1919,1918-1927,Literature and Language,Language and languages
"Williams, E. T.",MASTER_00287,Some popular religious literature of the Chinese,NS 33,1900,1901,1898-1907,Religion and Philosophy,Religion
"Williams, E. T.",MASTER_00316,Witchcraft in the Chinese penal code,NS 38,1907,1907,1898-1907,"Politics, Government, and Law",Law
"Williams, E. T.",MASTER_00316,Witchcraft in the Chinese penal code,NS 38,1907,1907,1898-1907,Anthropology and Social Customs,Manners and customs
"Williams, E. T.",MASTER_00341,"State religion of china during the Manchu Dynasty, The *",NS 44,1913,1913,1908-1917,Religion and Philosophy,Confucianism
"Williams, E. T.",MASTER_00604,"Worship of Lei Tsu, patron saint of silk workers, The",NS 66,1935,1935,1928-1937,Religion and Philosophy,Religion
"Williams, E. T.",MASTER_00615,Agricultural rites in the religion of old China,NS 67,1936,1936,1928-1937,Religion and Philosophy,Religion
"Williams, E. T.",MASTER_00637,Worshipping imperial ancestors in Peking,NS 70,1939,1939,1938-1948,Religion and Philosophy,Religion
"Williams, F. W. (ed.)",MASTER_00329,The journal of the S. Wells Williams (April 1858 - January 1860),NS 42,1911,1911,1908-1917,History and Chronology,"History, Modern (20th century)"
"Williams, S. W.",MASTER_00013,Lecture on Japan,OS 1 Part 2,1859,1859,1858-1867,Geography and Travel,Travel
"Williams, S. W.",MASTER_00021,Narrative of the American Embassy to Peking,OS 1 Part 3,1859,1859,1858-1867,History and Chronology,"History, Modern (20th century)"
"Williams, S. W.",MASTER_00067,Political intercourse between China and Lewchew,NS 3,1866,1866,1858-1867,History and Chronology,History
"Williams, S. W.",MASTER_00104,Journal of a mission to Lewchew in 1801,NS 6,1869,1870,1868-1877,History and Chronology,History
"Williams, S. W.",MASTER_00104,Journal of a mission to Lewchew in 1801,NS 6,1869,1870,1868-1877,Geography and Travel,Travel
"Williams, S. W.",MASTER_00123,Recollections of China prior to 1840,NS 8,1874,1874,1868-1877,History and Chronology,"History, Modern (20th century)"
"Williamson, A.",MASTER_00061,"Notes of a Journey from Peking to Chefoo via Grand Canal , Yen -chow -foo, &c",NS 3,1866,1866,1858-1867,Geography and Travel,Travel
"Williamson, A.",MASTER_00073,"Notes on the north of China, its productions and communications",NS 4,1867,1867,1858-1867,Natural Sciences,Agriculture
"Williamson, A.",MASTER_00073,"Notes on the north of China, its productions and communications",NS 4,1867,1867,1858-1867,"Economy, Trade, and Technology",Commerce
"Williamson, A.",MASTER_00073,"Notes on the north of China, its productions and communications",NS 4,1867,1867,1858-1867,"Economy, Trade, and Technology",Industries
"Williamson, A.",MASTER_00073,"Notes on the north of China, its productions and communications",NS 4,1867,1867,1858-1867,"Economy, Trade, and Technology",Telecommunication
"Williamson, A.",MASTER_00074,"Notes on the productions, chiefly mineral of Shantung",NS 4,1867,1867,1858-1867,Natural Sciences,Agriculture
"Williamson, A.",MASTER_00074,"Notes on the productions, chiefly mineral of Shantung",NS 4,1867,1867,1858-1867,"Economy, Trade, and Technology",Commerce
"Williamson, A.",MASTER_00074,"Notes on the productions, chiefly mineral of Shantung",NS 4,1867,1867,1858-1867,Natural Sciences,Geology
"Williamson, A.",MASTER_00074,"Notes on the productions, chiefly mineral of Shantung",NS 4,1867,1867,1858-1867,"Economy, Trade, and Technology",Industries
"Wright, H. K.",MASTER_00391,"Religious element in the Tso Chuan, The",NS 48,1917,1917,1908-1917,Religion and Philosophy,Religion
Wu Lieh-teh（伍连德）,MASTER_00561,Early days of Western medicine in China,NS 62,1931,1931,1928-1937,Natural Sciences,Medicine
Wu Lieh-teh（伍连德）,MASTER_00584,Early Chinese travellers and their successors,NS 64,1933,1933,1928-1937,Geography and Travel,Travel
"Wylie, A.",MASTER_00002,Coins of the Ta - ts'ing or present dynasty of China *,OS 1 Part 1,1858,1858,1858-1867,Arts and Archaeology,Numismatics
"Wylie, A.",MASTER_00036,"Overland journey from St. Petersburg to Pekin, The",NS 1,1864,1864,1858-1867,Geography and Travel,Travel
"Wylie, A.",MASTER_00040,"Remarks on some impressions from a Lapidary Inscription at Keu - yung - kwan, on the Great Wall near Peking",NS 1,1864,1864,1858-1867,Inscriptions and Miscellaneous,Inscriptions
"Wylie, A.",MASTER_00065,Notes on the opinions of the Chinese with regard to eclipses,NS 3,1866,1866,1858-1867,Natural Sciences,Astronomy
"Wylie, A.",MASTER_00077,Eclipses recorded in Chinese works,NS 4,1867,1867,1858-1867,Natural Sciences,Astronomy
"Wylie, A.",MASTER_00092,"Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se",NS 5,1868,1868,1868-1877,Geography and Travel,Travel
Yan Taz Chiu,MASTER_00411,Chemical industry in Kwangtung Province,NS 50,1919,1919,1918-1927,Natural Sciences,Agriculture
Yan Taz Chiu,MASTER_00411,Chemical industry in Kwangtung Province,NS 50,1919,1919,1918-1927,Natural Sciences,Chemistry
Yan Taz Chiu,MASTER_00411,Chemical industry in Kwangtung Province,NS 50,1919,1919,1918-1927,"Economy, Trade, and Technology",Commerce
Yan Taz Chiu,MASTER_00411,Chemical industry in Kwangtung Province,NS 50,1919,1919,1918-1927,"Economy, Trade, and Technology",Industries
Yao Shan-yu,MASTER_00656,"Cosmological and anthropological philosophy of Tung Chung - shu, The",NS 73,1948,1948,1938-1948,Religion and Philosophy,Religion
"Zwemer, S. M.",MASTER_00395,Animistic elements in Moslem prayer,NS 49,1918,1918,1918-1927,Religion and Philosophy,Islam
